apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Molėtų - Švenčionių,1960 10 17,Vedęs,Nebuvo,"Molėtų raj. savivaldybė, meras",Valentinas STUNDYS,"Molėtai , Molėtų raj.","1982 - VPU, lietuvių kalbos mokytojas",Knygos,,Lietuvos krikščionių demokratų partija,,,Vokiečių,Nėra,Neturi
Ignalinos - Švenčionių,1948 06 16,Vedęs,Nebuvo,"LR žemės ūkio rūmai, atstovas Ignalinos rajonui - organizatorius savivaldai",Albertas SEKONAS,"Dietkaučiznos k. , Ignalinos raj.","LŽŪU Agronomijos fakulteto 2-as kursas;1978 - Vilniaus finansų ir kredito technikumas, finansininkas",Daržovių auginimas,,Nuosaikiųjų konservatorių sąjunga,,,Vokiečių,Nėra,Neturi
Zarasų - Visagino,1957 11 29,Vedęs,Nebuvo,"Zarasų rajono žemės ūkio skyrius, vyresnysis zootechnikas",Rimantas ZAVACKAS,"Zarasai , Zarasų raj.","1982 - Lietuvos veterinarijos akademija, Zooinžinierius",,,Lietuvos valstiečių partija,,,Rusų,Nėra,Neturi
Utenos,1962 06 05,Vedęs,Nebuvo,"Utenos rajono savivaldybės Saldutiškio seniūnija, seniūnas",Arūnas VIDŽIŪNAS,"Kuktiškių mstl. , Utenos raj.","1985 - Lietuvos veterinarijos akademija, Veterinarijos gydytojas",Gyvūnai,,Lietuvos valstiečių partija,,,Baltarusių,Nėra,Neturi
Rokiškio,1943 06 11,Vedęs,Nebuvo,"LR Seimas, Seimo narys",Petras Antanas ŠALČIUS,"Čiudiškių k. , Prienų raj.","1966 - Kauno politechnikos institutas, kelių inžinierius",Darbas miške,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,Nėra,Neturi
Anykščių - Kupiškio,1959 08 24,Vedęs,Nebuvo,"Kupiškio rajono savivaldybė, Noriūnų seniūnija, seniūnas",Audronijus ZULONAS,"Kupiškis , Kupiškio raj.","1984 - Kauno A.Sniečkaus politechnikos institutas, šilumos, dujų tiekimo ir vėdinimo",,,Lietuvos centro sąjunga,,,Rusų,Nėra,Neturi
Biržų - Kupiškio,1960 12 08,,Nebuvo,,Romas ŠALTAUSKAS,"Biržai , Biržų raj.",,,,Išsikėlė pats,,,,Nėra,Neturi
Pasvalio - Panevėžio,1952 02 08,Vedęs,Nebuvo,"Pasvalio rajono savivaldybė, mero pavaduotojas",Alfonsas PULOKAS,"Pasvalys , Pasvalio raj.","1975 - Lietuvos žemės ūkio akademija, inžinierius",Krepšinis,,Lietuvos demokratinė darbo partija,,,Rusų,Nėra,Neturi
Pakruojo - Joniškio,1955 06 25,Ištekėjusi,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narė",Marija ŠERIENĖ,Panevėžio raj. ,"1977 - Lietuvos žemės ūkio universitetas, buhalterė-ekonomistė",Dviračių turizmas,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Šiaulių kaimiškoji,1968 06 14,Ištekėjusi,Nebuvo,"A. Terminienės IĮ, savininkė",Asta TERMINIENĖ,"Kuršėnai , Šiaulių raj.","1991 - Lietuvos konservatorija Klaipėdos fakultetai, Kultūros darbo oganizatorius",Kelionės,,Lietuvos liberalų sąjunga,,,Anglų,Nėra,Neturi
Radviliškio,1949 12 03,Ištekėjusi,Nebuvo,"Valstybinė medicininio audito inspekcija, direktorė",Vitalė VINICKIENĖ,Vilnius ,"1973 - Vilniaus universitetas, Gydomoji medicina",Bendravimas su žmonėmis,,Lietuvos liberalų sąjunga,,,Anglų,Nėra,Neturi
Kėdainių,1945 02 18,,Nebuvo,"A. Valevičiaus įmonė ""Kėdainių šiltnamiai"", direktorius gamybai",Romualdas VALEVIČIUS,"Kėdainiai , Kėdainių raj.","1968 - Kauno politechnikos institutas, Inžinierius-elektromechanikas",,,Lietuvos liberalų sąjunga,,,Anglų,Nėra,Neturi
Raseinių,1948 06 12,Vedęs,Nebuvo,-,Antanas VIZBARAS,"Raseiniai , Raseinių raj.","1976 - J.Tallat-Kelpšos m-kla, mokytojas",Kultūra,,Išsikėlė pats,,,Rusų,Nėra,Neturi
Kelmės,1961 08 03,,Nebuvo,"UAB ""Gabena"", direktorius",Gintaras Steponas VYŠNIAUSKAS,Vilnius ,"1989 - VU, Ekonomistas",Astronomija,,Lietuvos liberalų sąjunga,,,Anglų,Nėra,Neturi
Telšių,1957 06 10,Vedęs,Nebuvo,Seimo narys,Gediminas VAGNORIUS,"Vilkaičių k. , Plungės raj.","1980 - Vilniaus technikos universiteto Statybos ekonomikos fakultetas, inžinierius-ekonomistas",Knygos,,Nuosaikiųjų konservatorių sąjunga,,,Vokiečių,Nėra,Neturi
Akmenės - Joniškio,1946 08 13,Vedęs,Nebuvo,"Lietuvos gabių vaikų futbolo federacija, prezidentas",Adolfas UŽA,Šiauliai ,"1991 - Vilniaus valstybinis universitetas, žurnalistas",Piešti,,Lietuvos centro sąjunga,,,Rusų,Nėra,Neturi
Akmenės - Joniškio,1953 04 30,Vedęs,Nebuvo,"Ventos seniūnija, Akmenės raj. savivaldybė, seniūnas",Apolinaras NICIUS,"Venta , Akmenės raj.","1980 - Vilniaus valstybinis pedagoginis institutas, Vidurinės mokyklos geografijos mokytojas;1971 - Kairiškių vid. m-kla",Kelionės,,Lietuvos liberalų sąjunga,,,Anglų,Nėra,Neturi
Akmenės - Joniškio,1956 03 29,Vedęs,Nebuvo,"Šiaulių universitetas, Socialinių mokslų fakulteto dekanas",Algirdas MONKEVIČIUS,"Papilės mstl. , Akmenės raj.","1999 - Šiaulių universitetas, informatikos mokytojas;1979 - Šiaulių pedagoginis institutas, matematikos ir fizikos mokytojas;1974 - Rietavo vidurinė mokykla",Sodas,,Naujoji sąjunga (socialliberalai),,,Anglų,Nėra,Neturi
Akmenės - Joniškio,1945 03 24,Ištekėjusi,Nebuvo,"Akmenės rajono savivaldybė, mero pavaduotojas",Eugenija MEŠKIENĖ,"Naujoji Akmenė , Akmenės raj.","1984 - A.Meldero gyvulininkystės ir veterinarijos mokslinio tyrimo institutas Tartu m. Estija;1971 - Lietuvos veterinarijos akademija, zootechnija;1965 - Šiupylių",Kelionės,,Lietuvos demokratinė darbo partija,,,Anglų,Nėra,Neturi
Akmenės - Joniškio,1957 07 19,Išsiskyręs,Nebuvo,Bedarbis,Vladas JURGUTIS,"Kviečlaukio k. , Akmenės raj.","1989 - Šiaulių politechnikumas, techn. elektrikas",,,Krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Akmenės - Joniškio,1954 01 29,Vedęs,Nebuvo,"Joniškio žemės ūkio mokykla, direktorius",Liudas JONAITIS,"Joniškis , Joniškio raj.","1977 - Lietuvos veterinarijos akademija, Veterinarijos gydytojas",Folkloriniai šokiai,,Lietuvos valstiečių partija,,,Anglų,Nėra,Neturi
Akmenės - Joniškio,1954 06 05,Netekėjusi,Nebuvo,"LR Seimas, Seimo narė",Jadvyga DUNAUSKAITĖ,"Venta , Akmenės raj.","Kauno politechnikos institutas, inžinierė statybininkė",,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų,Nėra,Neturi
Akmenės - Joniškio,1952 11 04,Išsiskyrusi,Nebuvo,"UAB ""Profsąjungų mokymo tyrimo institutas"", direktorė",Aldona BALSIENĖ,Vilnius ,"1971 - Vilniaus elektromechanikos technikumas, technikos-elektrikos",Filosofija,,Nuosaikiųjų konservatorių sąjunga,,,Rusų,Nėra,Neturi
Telšių,1957 03 03,Vedęs,Nebuvo,"AB ""Telteksa"", patarėjas ekonomikai",Kęstutis TREČIOKAS,"Telšiai , Telšių raj.","1991 - Vilniaus valstybinis universitetas, tarptautiniai ekonominiai santykiai;1982 - Kauno politechnikos institutas, inžinierius elektromechanikas",Automobiliai,,Lietuvos centro sąjunga,,,Anglų,Nėra,Neturi
Telšių,1970 03 03,Vedęs,Nebuvo,"UAB ""Stotas"", direktorius komercijai",Žilvinas ŠILGALIS,"Telšiai , Telšių raj.","KTU, Cheminės technologijos fakultetas, Visuomeninis maitinimas",Kelionės,,Lietuvos liberalų sąjunga,,,Rusų,Nėra,Neturi
Telšių,1955 04 23,Vedęs,Nebuvo,"Telšių apskrities viršininko administracija, Telšių apskrities vyr. gydytojas",Antanas MARTUSEVIČIUS,"Telšiai , Telšių raj.","1979 - Kauno medicinos institutas, Gydytojas",Medžiotojų būrelis,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Telšių,1950 06 03,Vedęs,Nebuvo,"Telšių miesto seniūnija, seniūnas",Kazys LEČKAUSKAS,"Telšiai , Telšių raj.","1986 - Kauno politechnikos institutas, mašinų gamybos technologijos, metalų pjovimo staklių ir įrankių",,,Naujoji sąjunga (socialliberalai),,,Rusų,Nėra,Neturi
Telšių,1953 12 30,Vedęs,Nebuvo,"UAB ''Lydinys'', direktorius",Antanas KONTRIMAS,"Telšiai , Telšių raj.","1986 - Rietavo technikumas, technikas-mechanikas",Muzika,,Išsikėlė pats,,,Rusų,Nėra,Neturi
Telšių,1948 01 01,Vedęs,Nebuvo,"LR Seimas, Seimo nario sekretorius-padėjėjas",Juozas BUTKEVIČIUS,"Telšiai , Telšių raj.","1971 - Kauno politechnikos institutas, inžinierius statybininkas",Filosofija,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,Nėra,Neturi
Telšių,1963 01 29,Vedęs,Nebuvo,Ūkininkas,Alvydas BLAŽIUS,"Mediškių k. , Telšių raj.","1982 - Gruzdžių TŪT, veterinarija",Sportas,,Lietuvos socialdemokratų partija,,,Rusų,Nėra,Neturi
Telšių,1969 04 29,Nevedęs,Nebuvo,IĮ savininkas,Petras BAGINSKAS,"Miestalio k. , Telšių raj.","1996 - Lietuvos veterinarijos akademija, veterinarijos gydytojas",Knygos,,Lietuvos krikščionių demokratų partija,,,Rusų,Nėra,Neturi
Telšių,1966 03 15,Vedęs,Nebuvo,"Arūno Andrijausko ūkis, ūkininkas",Arūnas ANDRIJAUSKAS,"Kereliškės k. , Telšių raj.","1985 - Rietavo aukštesnioji žemės ūkio mokykla, Agronomas",Medžioklė,,Lietuvos valstiečių partija,,,Rusų,Nėra,Neturi
Kelmės,1939 04 18,,Nebuvo,"Vilniaus universitetas, pensininkė",Ieva ŠVARCAITĖ,"Norkių k. , Kelmės raj.","1962 - Vilniaus universitetas, geografija",Kelionės,,"Lietuvos partija ""Socialdemokratija 2000""",,,Anglų,Nėra,Neturi
Kelmės,1956 09 05,Vedęs,Nebuvo,"Agroserviso kooperatyvas ""Kuršių kraštas"", valdybos pirmininkas, reikalų vedėjas",Vytautas ŠIMKŪNAS,"Skogalio k. , Kelmės raj.","1983 - Vilniaus pedagoginis  institutas, geografijos mokytojas",Literatūra,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,Nėra,Neturi
Kelmės,1958 10 27,Vedęs,Nebuvo,"UAB"" Aledabas"", komercijos direktorius",Jurgis STAŠEVIČIUS,"Kelmė , Kelmės raj.","1987 - LŽŪA, inžinierius-mechanikas",Sportas,,Moderniųjų krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Kelmės,1944 03 13,Vedęs,Nebuvo,"LR Seimas, Seimo narys",Arimantas Juvencijus RAŠKINIS,Kaunas ,"1967 - Kauno medicinos universitetas, biofizikas;1961 - Kauno Aušros vid.mokykla",Etnokultūra,,Lietuvos krikščionių demokratų partija,,,Anglų,Nėra,Neturi
Kelmės,1960 02 29,Vedęs,Nebuvo,"LR žemės ūkio rūmai, ūkininkas, pirmininkas",Jonas RAMONAS,"Milvydiškių k. , Telšių raj.","1989 - Lietuvos žemės ūkio universitetas, Mokslinis agronomas",Sportas,,Nuosaikiųjų konservatorių sąjunga,,,,Yra,Neturi
Kelmės,1947 05 01,Vedęs,Nebuvo,"Kelmės savivaldybė, meras",Zenonas MAČERNIUS,"Maudžiorų k. , Kelmės raj.","Leningrado aukštoji part. m-la, Politinis darb.;1967 - Lietuvos žemės ūkio akademija, Agronomas",,,Lietuvos demokratinė darbo partija,,,Rusų,Nėra,Neturi
Kelmės,1965 05 23,Vedęs,Nebuvo,Ūkininkas,Romas DOCIUS,"Vileikių k. , Kelmės raj.","1983 - Kauno miesto VPTM, Stalius",Turizmas,,Lietuvos valstiečių partija,,,Rusų,Nėra,Neturi
Kelmės,1957 01 01,Vedęs,Nebuvo,"Kelmės rajono savivaldybė, Tytuvėnų seniūnijos seniūnas",Romas ČERKAUSKAS,"Pagryžuvio k. , Kelmės raj.","1982 - Lietuvos veterinarijos akademija, veterinarijos gydytojas",Knygos,,Naujoji sąjunga (socialliberalai),,,Vokiečių,Nėra,Neturi
Raseinių,1944 11 27,Ištekėjusi,Nebuvo,"UAB ""Gabija"", ""Gabijos"" žurnalo vyr. redaktorė",Dalia TEIŠERSKYTĖ,Kaunas ,"1973 - Vilniaus universitetas, Žurnalistika",,,Lietuvos liberalų sąjunga,,,Rusų,Nėra,Neturi
Raseinių,1952 07 03,Vedęs,Nebuvo,"AB ""Mirkliai"", generalinis direktorius",Kęstutis SKAMARAKAS,"Raseiniai , Raseinių raj.","Lietuvos veterinarijos akademija, zooinžinierius;Vilniaus Gedimino technikos universitetas (III k.), aplinkos inžinerija;1972 - Tytuvėnų tarybinis ūkis technikumas, zootechnikas",Sportas,,Naujoji sąjunga (socialliberalai),,,Rusų,Nėra,Neturi
Raseinių,1954 10 26,Vedęs,Nebuvo,"AB ""Raseinių agrochemija"", komercijos direktorius",Zigmas PRANCKUS,"Arškainių k. , Raseinių raj.","1977 - Lietuvos žemės ūkio akademija, Mokslinis agronomas",,,Lietuvos valstiečių partija,,,Vokiečių,Nėra,Neturi
Raseinių,1939 08 15,,Nebuvo,"Spec. paskirties UAB ""Raseinių vandenys"", inžinierius",Stanislovas Algirdas ORENTAS,"Raseiniai , Raseinių raj.","1962 - Lietuvos žemės ūkio akademija ir Vilniaus politechnikumas, geologas",Politika,,"Lietuvos partija ""Socialdemokratija 2000""",,,Rusų,Nėra,Neturi
Raseinių,1942 12 11,Vedęs,Nebuvo,"Lietuvos žemės ūkio inžinerijos institutas, konstravimo biuro vedėjas",Leonas MILČIUS,"Raudondvario k. , Kauno raj.","1970 - Lietuvos žemės ūkio mechanizacijos ir elektrifikacijos mokslinio tyrimo institutas, aspirantas;1965 - Lietuvos žemės ūkio akademija, inžinieriusmechanikas;1960 - Ežerėlio vidurinė mokykla",Filatelija,,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",,,Anglų,Nėra,Neturi
Raseinių,1959 12 19,Išsiskyręs,Nebuvo,"Raseinių SP AB ""Raseinių šilumos tinklai"", direktorius",Gintautas MIKOLAITIS,"Raseiniai , Raseinių raj.","1984 - Kauno A.Sniečkaus politechnikos institutas, lengvosios pramonės mašinų ir aparatų inžinierius mechanikas",Sportas,,Lietuvos socialdemokratų partija,,,,Nėra,Neturi
Raseinių,1947 10 10,,Nebuvo,,Jonas MAŽINTAS,Vilnius ,,,,Išsikėlė pats,,,,Nėra,Neturi
Raseinių,1954 05 19,Vedęs,Nebuvo,"Vytauto Didžiojo universitetas, dėstytojas",Liudas MAŽYLIS,Kaunas ,"1977 - Vilniaus universitetas, chemija",Kelionės,,Lietuvos krikščionių demokratų partija,,,Anglų,Nėra,Neturi
Raseinių,1937 05 13,Vedęs,Nebuvo,"LR Seimas, narys",Vytautas Petras KNAŠYS,"Garliava , Kauno raj.","1961 - Žemės ūkio akademija, mokslinis agronomas;1956 - A.Fredos sodininkų-daržininkų technikumas, agronomas - sodininkas",Krepšinis,,Išsikėlė pats,,,Rusų,Nėra,Neturi
Raseinių,1942 02 22,Vedęs,Nebuvo,"Kauno M.Mažvydo vid. mokykla, vyr. mokytojas",Vladas Rimantas GINTARAS,"Ukmergė , Ukmergės raj.","1966 - Vilniaus valstybinis universitetas, fizikas",Žvejyba,,Lietuvos centro sąjunga,,,Vokiečių,Nėra,Neturi
Raseinių,1950 02 12,Vedęs,Nebuvo,"Lietuvos muzikos akademija, dėstytojas",Viktoras GERULAITIS,Vilnius ,"1980 - Lietuvos muzikos akademija, muzikologas",Geografija,,Nuosaikiųjų konservatorių sąjunga,,,Rusų,Nėra,Neturi
Kėdainių,1959 07 24,Vedęs,Nebuvo,"Koncernas UAB ""Vikonda"", prezidentas",Viktor USPASKICH,"Kėdainiai , Kėdainių raj.","1993 - Plechanovo Rusijos ekonomikos akademija, ekonomistas",Sportas,,Išsikėlė pats,,,Rusų,Nėra,Neturi
Kėdainių,1948 08 18,Išsiskyręs,Nebuvo,"LR Seimas, Seimo narys",Petras ŠAKALINIS,"Kazariezos k. , Molėtų raj.","1968 - Politechnikos mokykla, automatika ir matavimo prietaisai",Fotografija,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,Nėra,Neturi
Kėdainių,1939 03 14,Vedęs,Nebuvo,,Vytautas SMAGURAUSKAS,"Kėdainiai , Kėdainių raj.","Švenčionių raj. Z.Žemaičio vid. mokykla;1964 - Rygos karo aviacijos mokykla, radijo navigacinių prietaisų eksploatacija ir remontas",Medžio inkrustacija,,Lietuvos krikščionių demokratų partija,,,Vokiečių,Nėra,Neturi
Kėdainių,1952 09 04,Vedęs,Nebuvo,"LR Seimas, Seimo narys, Žmogaus teisių komiteto pirmininko pav.",Algimantas SALAMAKINAS,"Kėdainiai , Kėdainių raj.",,,,Lietuvos demokratinė darbo partija,,,,Nėra,Neturi
Radviliškio,1964 04 27,,Nebuvo,"Kooperatinė bendrovė ""Radviliškio prekyba"", valdybos pirmininkas",Gediminas VALINEVIČIUS,"Šeduva , Radviliškio raj.","1987 - Lietuvos žemės ūkio akademija, inžinierius-mechanikas",Automobiliai,,"Lietuvos partija ""Socialdemokratija 2000""",,,Lenkų,Nėra,Neturi
Radviliškio,1970 08 01,,Nebuvo,Lietuvos  smulkaus ir vidutinio verslo plėtros agentūros Tauragės filialo direktorius,Žilvinas URBUTIS,"Tauragė , Tauragės raj.","Vilniaus Dedimino technikos universitetas, Transprto inžinerinė ekonomika ir vadyba;1988 - Vilniaus geležinkelininkų mokykla, Riedmenų remontas",Istorija,,Moderniųjų krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Radviliškio,1948 01 14,Vedęs,Nebuvo,"Radviliškio rajono žemės ūkio skyrius, vyr. žemės ūkio technikos valstybinės priežiūros inžinierius inspektorius",Jonas POVILAITIS,"Radviliškis , Radviliškio raj.","1970 - Lietuvos žemės ūkio akademijos Mechanizacijos fakultetas, Inžinierius mechanikas",Gėlininkystė,,Lietuvos valstiečių partija,,,Rusų,Nėra,Neturi
Radviliškio,1966 11 04,Vedęs,Nebuvo,"UAB ""Rijada"", vadybininkas",Arvydas JONAITIS,Vilnius ,"1992 - Vilniaus universitetas, ekonomistas",Medžioklė,,Naujoji sąjunga (socialliberalai),,,Rusų,Nėra,Neturi
Radviliškio,1951 08 26,Vedęs,Nebuvo,"Grinkiškio Jono Poderio vidurinė mokykla, lietuvių kalbos mokytojas",Klemas INDRĖKUS,"Grinkiškio mst. , Radviliškio raj.","1974 - Vilniaus valstybinis pedagoginis institutas, lietuvių kalba ir literatūra",Kelionės,,Nuosaikiųjų konservatorių sąjunga,,,Rusų,Nėra,Neturi
Radviliškio,1941 12 08,Vedęs,Nebuvo,"Rašytojas, Kovo vienuoliktosios Nepriklausomybės Akto signataras",Vincas Ramutis GUDAITIS,Vilnius ,"1975 - Maskvos kinematografijos institutas, kino teorija ir kritika;1965 - Vilniaus universitetas, filologas, lietuvių kalbos ir literatūros dėstytojas",Būti savimi žmonėse,,Lietuvos centro sąjunga,,,Vokiečių,Nėra,Neturi
Radviliškio,1956 12 02,Išsiskyrusi,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narė",Roma DOVYDĖNIENĖ,Vilnius ,"1981 - Vilniaus valstybinis universitetas, teisininkė",Muzika,,Lietuvos socialdemokratų partija,,,Anglų,Nėra,Neturi
Radviliškio,1959 11 05,Vedęs,Nebuvo,"Radviliškio raj. savivaldybė, Švietimo skyrius, vedėjas",Antanas ČEPONONIS,"Radviliškis , Radviliškio raj.","1982 - Vilniaus pedagoginis institutas, mokytojas",Automobilių sportas,,Lietuvos krikščionių demokratų partija,,,Rusų,Nėra,Neturi
Radviliškio,1960 06 24,,Nebuvo,"UAB ""Medgilė"", direktoriaus pavaduotojas",Gintaras BUDRYS,Kaunas ,"1983 - Kauno politechnikos institutas, inžinierius mechanikas",,,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",,,,Nėra,Neturi
Radviliškio,1963 04 19,,Nebuvo,"LR Seimas, narys",Mindaugas BRIEDIS,"Baisiogalos mstl. , Radviliškio raj.","1989 - Vilniaus pedagoginis institutas, istorijos ir teisės",Archeologija,,Išsikėlė pats,,,Rusų,Nėra,Neturi
Šiaulių kaimiškoji,1954 01 31,Vedęs,Nebuvo,"Šiaulių apskrities viršininko administracija, apskrities viršininkas",Zenonas STUNDŽIA,"Kuršėnai , Šiaulių raj.","1977 - Kauno politechnikos institutas, inžinierius, radijo aparatūros konstruktorius-technologas",Darbas sode,,Lietuvos krikščionių demokratų partija,,,Vokiečių,Nėra,Neturi
Šiaulių kaimiškoji,1960 07 10,Ištekėjusi,Nebuvo,"Kuršėnų politechnikos mokykla, direktorė",Regina RUPŠIENĖ,"Toliočių k. , Šiaulių raj.","1982 - Vilniaus valstybinis pedagoginis institutas, matematikos mokytoja",,,Lietuvos centro sąjunga,,,Anglų,Nėra,Neturi
Šiaulių kaimiškoji,1969 12 05,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Ramūnas KARBAUSKIS,Kaunas ,"Lietuvos žemės ūkio akademija, Mokslinis agronomas",Krepšinis,,Lietuvos valstiečių partija,,,Anglų,Nėra,Neturi
Šiaulių kaimiškoji,1931 07 08,Vedęs,Nebuvo,Pensininkas,Jonas Gediminas JOCIUS,Kaunas ,"1956 - Lietuvos veterinarijos akademija, zootechnikas",Darbas sodyboje,,Lietuvos socialdemokratų partija,,,Anglų,Nėra,Neturi
Šiaulių kaimiškoji,1971 01 02,Vedęs,Nebuvo,"Šiaulių Vinco Kudirkos vidurinė mokykla, direktoriaus pavaduotojas popamokiniam ugdymui, lietuvių kalbos mokytojas",Aidas BUZYS,Šiauliai ,"Šiaulių pedagoginis institutas (1989-1991), lietuvių kalba ir literatūra;Vilniaus pedagoginis universitetas (nuo 1999 m.);1989 - Šiaulių 12-oji vidurinė mokykla",Kelionės,,Naujoji sąjunga (socialliberalai),,,Prancūzų,Nėra,Neturi
Šiaulių kaimiškoji,1943 09 27,,Nebuvo,Šeimos ūkis,Juozapas BUTKUS,"Baužų k. , Šiaulių raj.","1973 - Pajūrio žemės ūkio technikumas, Agronomas",,,Respublikonų partija,,,Rusų,Nėra,Neturi
Šiaulių kaimiškoji,1961 09 29,Vedęs,Nebuvo,"Medragių k., Raudėnų sen., Šiaulių raj., ūkininkas",Antanas ABAKAS,"Medragių k. , Šiaulių raj.","1985 - Rietavo t.ū.technikumas, Tech.mechanikas",Literatūra,,Lietuvių tautininkų sąjunga,,,Rusų,Nėra,Neturi
Pakruojo - Joniškio,1952 09 20,Vedęs,Nebuvo,"UAB ""Maureska"", gen. direktorius",Eugenijus SKLENYS,Kaunas ,"1975 - VISI, Inžinierius statybininkas",Medžioklė,,Lietuvos liberalų sąjunga,,,Anglų,Nėra,Neturi
Pakruojo - Joniškio,1970 02 17,,Nebuvo,"LR Seimas, LR Seimo nario padėjėjas-sekretorius",Darius RICKEVIČIUS,Vilnius ,"1993 - VISI, statybos inžinierius",,,"Lietuvos partija ""Socialdemokratija 2000""",,,Anglų,Nėra,Neturi
Pakruojo - Joniškio,1962 08 01,Vedęs,Nebuvo,"J.Basanavičiaus vidurinė mokykla, direktorius",Rimantas REMEIKA,Vilnius ,"1996 - Vilniaus pedagoginis universitetas, socialinis pedagogas;1985 - Vilniaus pedagoginis institutas, darbų mokytojas",,,Lietuvos centro sąjunga,,,Rusų,Nėra,Neturi
Pakruojo - Joniškio,1950 05 04,Vedęs,Nebuvo,"Žemės ūkio ministerija, viceministras - Žemėtvarkos ir teisės departamentas, direktorius",Albinas RAUDONIUS,Vilnius ,"1976 - VVU, teisininkas",Menas,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų,Nėra,Neturi
Pakruojo - Joniškio,1951 04 15,Vedęs,Nebuvo,"AB ""Meresta"", direktorius",Justinas MACIJAUSKAS,"Pakruojis , Pakruojo raj.","1974 - Lietuvos žemės ūkio akademija, inžinierius hidrotechnikas",Medžioklė,,Naujoji sąjunga (socialliberalai),,,Anglų,Nėra,Neturi
Pakruojo - Joniškio,1973 01 05,,Nebuvo,,Renata LINGEVIČIŪTĖ,Kaunas ,,,,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",,,,Nėra,Neturi
Pakruojo - Joniškio,1950 05 06,Vedęs,Nebuvo,"E.Karkliaus ūkininko ūkis, ūkininkas",Eugenijus KARKLIUS,"Ropininkų k. , Joniškio raj.","1989 - Kauno A.Sniečkaus politechnikos institutas, Šiaulių vakarinis fakultetas, pramoninė ir civilinė statyba",Automobiliai,,Lietuvos krikščionių demokratų partija,,,Anglų,Nėra,Neturi
Pakruojo - Joniškio,1930 02 07,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys - AAK narys",Vytautas EINORIS,Kupiškio raj. ,1965 - Lietuvos žemės ūkio akademija;1959 - Vilniaus žemės ūkio mechanizacijos - elektrifikacijos technikumas,Medžioklė,,Lietuvos demokratinė darbo partija,,,Rusų,Nėra,Neturi
Pasvalio - Panevėžio,1963 09 10,,Nebuvo,"Viešoji įstaiga Ukmergės ligoninė, gydytojas neurologas",Gintaras PLEVOKAS,"Ukmergė , Ukmergės raj.","1987 - Kauno medicinos institutas, gydytojas",Lietuvos istorija,,"Lietuvos partija ""Socialdemokratija 2000""",,,Anglų,Nėra,Neturi
Pasvalio - Panevėžio,1951 03 16,Vedęs,Nebuvo,"UAB ""Pasvalio agrochemija"", direktorius",Vladas LINKEVIČIUS,"Diliauskų k. , Pasvalio raj.","1986 - LŽŪA, Inžinierius mechanikas",,,Lietuvos valstiečių partija,,,Rusų,Nėra,Neturi
Pasvalio - Panevėžio,1954 08 26,Ištekėjusi,Nebuvo,"Lietuvos tautinis olimpinis komitetas f. ""Olifėja""",Vida KOMIČIENĖ,Vilnius ,"1985 - Vilniaus valstybinis pedagoginis institutas, Geografija",,,Lietuvos liberalų sąjunga,,,Lenkų,Nėra,Neturi
Pasvalio - Panevėžio,1961 12 21,Vedęs,Nebuvo,"Pasvalio darbo birža, direktoriaus pavaduotojas",Gintautas GEGUŽINSKAS,"Pasvalys , Pasvalio raj.","1984 - Lietuvos žemės ūkio akademija, mokslinis agronomas",Krepšinis,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų,Nėra,Neturi
Pasvalio - Panevėžio,1938 02 08,Vedęs,Nebuvo,Pensininkas,Albertas Julius DVILEVIČIUS,Vilnius ,"1961 - Vilniaus universitetas, ekonomistas",Automobilio vairavimas,,Moderniųjų krikščionių demokratų sąjunga,,,Vokiečių,Nėra,Neturi
Pasvalio - Panevėžio,1951 06 29,Vedęs,Nebuvo,"LRAM Panevėžio RAAD Pasvalio rajono agentūra, viršininkas",Petras DREVINSKAS,"Pasvalys , Pasvalio raj.","1992 - Lietuvos žemės ūkio akademija, mokslinis agronomas",Autosportas,,Lietuvos centro sąjunga,,,Prancūzų,Nėra,Neturi
