apygarda,nuo_galiojanciu_biuleteniu,partija,apylinkese,pastu,apylinke
Kauno kaimiškoji (Nr.66),22.87%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",63,4,Juragių (Nr.13) apylinkė
Kauno kaimiškoji (Nr.66),26.62%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",65,13,Juragių (Nr.13) apylinkė
Kauno kaimiškoji (Nr.66),11.26%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",29,4,Juragių (Nr.13) apylinkė
Kauno kaimiškoji (Nr.66),13.31%,Liberalų ir centro sąjunga,37,2,Juragių (Nr.13) apylinkė
Kauno kaimiškoji (Nr.66),1.37%,Valstiečių ir Naujosios demokratijos partijų sąjunga,4, ,Juragių (Nr.13) apylinkė
Kauno kaimiškoji (Nr.66), ,Lietuvos lenkų rinkimų akcija, , ,Juragių (Nr.13) apylinkė
Kauno kaimiškoji (Nr.66),2.05%,Krikščionių konservatorių socialinė sąjunga,3,3,Juragių (Nr.13) apylinkė
Kauno kaimiškoji (Nr.66),3.41%,Lietuvos krikščionys demokratai,8,2,Juragių (Nr.13) apylinkė
Kauno kaimiškoji (Nr.66), ,Nacionalinė centro partija, , ,Juragių (Nr.13) apylinkė
Kauno kaimiškoji (Nr.66), ,Respublikonų partija, , ,Juragių (Nr.13) apylinkė
Kauno kaimiškoji (Nr.66),0.68%,Lietuvos socialdemokratų sąjunga,2, ,Juragių (Nr.13) apylinkė
Kauno kaimiškoji (Nr.66),0.34%,Lietuvos laisvės sąjunga,1, ,Juragių (Nr.13) apylinkė
Kauno kaimiškoji (Nr.66),0.34%,Tautinė partija Lietuvos kelias,1, ,Juragių (Nr.13) apylinkė
Kauno kaimiškoji (Nr.66), ,Lietuvių tautininkų sąjunga, , ,Juragių (Nr.13) apylinkė
Kauno kaimiškoji (Nr.66),25.27%,Darbo partija,54,17,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66),10.32%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",19,10,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66),30.96%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",70,17,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66),10.32%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",24,5,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66),5.69%,Liberalų ir centro sąjunga,12,4,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66),7.83%,Valstiečių ir Naujosios demokratijos partijų sąjunga,13,9,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66), ,Lietuvos lenkų rinkimų akcija, , ,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66),3.20%,Krikščionių konservatorių socialinė sąjunga,6,3,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66),4.27%,Lietuvos krikščionys demokratai,3,9,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66),0.36%,Nacionalinė centro partija, ,1,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66),1.07%,Respublikonų partija,2,1,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66), ,Lietuvos socialdemokratų sąjunga, , ,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66),0.71%,Lietuvos laisvės sąjunga,2, ,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66), ,Tautinė partija Lietuvos kelias, , ,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66), ,Lietuvių tautininkų sąjunga, , ,Pažėrų (Nr.2) apylinkė
Kauno kaimiškoji (Nr.66),26.17%,Darbo partija,150,23,Mastaičių (Nr.1) apylinkė
Kauno kaimiškoji (Nr.66),25.42%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",155,13,Mastaičių (Nr.1) apylinkė
Kauno kaimiškoji (Nr.66),18.46%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",89,33,Mastaičių (Nr.1) apylinkė
Kauno kaimiškoji (Nr.66),6.35%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",36,6,Mastaičių (Nr.1) apylinkė
Kauno kaimiškoji (Nr.66),10.74%,Liberalų ir centro sąjunga,64,7,Mastaičių (Nr.1) apylinkė
Kauno kaimiškoji (Nr.66),5.30%,Valstiečių ir Naujosios demokratijos partijų sąjunga,30,5,Mastaičių (Nr.1) apylinkė
Kauno kaimiškoji (Nr.66), ,Lietuvos lenkų rinkimų akcija, , ,Mastaičių (Nr.1) apylinkė
Kauno kaimiškoji (Nr.66),2.27%,Krikščionių konservatorių socialinė sąjunga,12,3,Mastaičių (Nr.1) apylinkė
Kauno kaimiškoji (Nr.66),3.78%,Lietuvos krikščionys demokratai,22,3,Mastaičių (Nr.1) apylinkė
Kauno kaimiškoji (Nr.66),0.15%,Nacionalinė centro partija,1, ,Mastaičių (Nr.1) apylinkė
Kauno kaimiškoji (Nr.66),0.30%,Respublikonų partija,1,1,Mastaičių (Nr.1) apylinkė
Kauno kaimiškoji (Nr.66),0.15%,Lietuvos socialdemokratų sąjunga,1, ,Mastaičių (Nr.1) apylinkė
Kauno kaimiškoji (Nr.66),0.45%,Lietuvos laisvės sąjunga,2,1,Mastaičių (Nr.1) apylinkė
Kauno kaimiškoji (Nr.66),0.15%,Tautinė partija Lietuvos kelias,1, ,Mastaičių (Nr.1) apylinkė
Kauno kaimiškoji (Nr.66),0.30%,Lietuvių tautininkų sąjunga,2, ,Mastaičių (Nr.1) apylinkė
Prienų (Nr.67),31.29%,Darbo partija,69,23,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67),19.05%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",43,13,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67),17.01%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",26,24,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67),9.86%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",15,14,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67),7.82%,Liberalų ir centro sąjunga,21,2,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67),9.18%,Valstiečių ir Naujosios demokratijos partijų sąjunga,18,9,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67), ,Lietuvos lenkų rinkimų akcija, , ,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67),0.68%,Krikščionių konservatorių socialinė sąjunga,1,1,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67), ,Lietuvos krikščionys demokratai, , ,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67),1.36%,Nacionalinė centro partija,3,1,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67),1.36%,Respublikonų partija,3,1,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67),1.70%,Lietuvos socialdemokratų sąjunga,2,3,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67),0.68%,Lietuvos laisvės sąjunga,2, ,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67), ,Tautinė partija Lietuvos kelias, , ,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67), ,Lietuvių tautininkų sąjunga, , ,Pieštuvėnų (Nr.33) apylinkė
Prienų (Nr.67),29.65%,Darbo partija,42,17,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67),24.12%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",41,7,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67),9.55%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",15,4,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67),21.61%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",38,5,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67),4.52%,Liberalų ir centro sąjunga,6,3,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67),4.02%,Valstiečių ir Naujosios demokratijos partijų sąjunga,4,4,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67), ,Lietuvos lenkų rinkimų akcija, , ,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67),4.52%,Krikščionių konservatorių socialinė sąjunga,5,4,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67),1.51%,Lietuvos krikščionys demokratai,1,2,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67), ,Nacionalinė centro partija, , ,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67), ,Respublikonų partija, , ,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67), ,Lietuvos socialdemokratų sąjunga, , ,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67),0.50%,Lietuvos laisvės sąjunga, ,1,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67), ,Tautinė partija Lietuvos kelias, , ,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67), ,Lietuvių tautininkų sąjunga, , ,Užuguosčio (Nr.32) apylinkė
Prienų (Nr.67),28.13%,Darbo partija,78,30,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67),32.55%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",83,42,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67),8.85%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",21,13,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67),15.10%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",40,18,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67),2.60%,Liberalų ir centro sąjunga,9,1,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67),8.07%,Valstiečių ir Naujosios demokratijos partijų sąjunga,23,8,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67), ,Lietuvos lenkų rinkimų akcija, , ,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67),2.34%,Krikščionių konservatorių socialinė sąjunga,5,4,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67),0.26%,Lietuvos krikščionys demokratai,1, ,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67), ,Nacionalinė centro partija, , ,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67),0.52%,Respublikonų partija, ,2,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67),0.52%,Lietuvos socialdemokratų sąjunga, ,2,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67),0.78%,Lietuvos laisvės sąjunga,1,2,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67),0.26%,Tautinė partija Lietuvos kelias,1, ,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67), ,Lietuvių tautininkų sąjunga, , ,Vyšniūnų (Nr.31) apylinkė
Prienų (Nr.67),23.81%,Darbo partija,17,8,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67),24.76%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",21,5,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67),14.29%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",10,5,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67),14.29%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",7,8,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67),7.62%,Liberalų ir centro sąjunga,8, ,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67),8.57%,Valstiečių ir Naujosios demokratijos partijų sąjunga,3,6,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67), ,Lietuvos lenkų rinkimų akcija, , ,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67),0.95%,Krikščionių konservatorių socialinė sąjunga, ,1,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67),0.95%,Lietuvos krikščionys demokratai,1, ,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67), ,Nacionalinė centro partija, , ,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67), ,Respublikonų partija, , ,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67),3.81%,Lietuvos socialdemokratų sąjunga,3,1,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67), ,Lietuvos laisvės sąjunga, , ,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67), ,Tautinė partija Lietuvos kelias, , ,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67),0.95%,Lietuvių tautininkų sąjunga, ,1,Kudirkų (Nr.30) apylinkė
Prienų (Nr.67),27.05%,Darbo partija,97,22,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67),25.00%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",85,25,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67),10.68%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",41,6,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67),15.68%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",58,11,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67),6.82%,Liberalų ir centro sąjunga,26,4,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67),8.18%,Valstiečių ir Naujosios demokratijos partijų sąjunga,32,4,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67), ,Lietuvos lenkų rinkimų akcija, , ,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67),1.82%,Krikščionių konservatorių socialinė sąjunga,3,5,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67),2.73%,Lietuvos krikščionys demokratai,8,4,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67),0.45%,Nacionalinė centro partija,2, ,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67),0.23%,Respublikonų partija,1, ,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67),0.68%,Lietuvos socialdemokratų sąjunga,1,2,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67),0.23%,Lietuvos laisvės sąjunga,1, ,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67),0.23%,Tautinė partija Lietuvos kelias, ,1,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67),0.23%,Lietuvių tautininkų sąjunga,1, ,Pakuonio (Nr.29) apylinkė
Prienų (Nr.67),28.28%,Darbo partija,24,4,Žagarių (Nr.26) apylinkė
Prienų (Nr.67),29.29%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",24,5,Žagarių (Nr.26) apylinkė
Prienų (Nr.67),13.13%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",10,3,Žagarių (Nr.26) apylinkė
Prienų (Nr.67),17.17%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",14,3,Žagarių (Nr.26) apylinkė
Prienų (Nr.67),1.01%,Liberalų ir centro sąjunga,1, ,Žagarių (Nr.26) apylinkė
Prienų (Nr.67),10.10%,Valstiečių ir Naujosios demokratijos partijų sąjunga,7,3,Žagarių (Nr.26) apylinkė
Prienų (Nr.67), ,Lietuvos lenkų rinkimų akcija, , ,Žagarių (Nr.26) apylinkė
Prienų (Nr.67), ,Krikščionių konservatorių socialinė sąjunga, , ,Žagarių (Nr.26) apylinkė
Prienų (Nr.67), ,Lietuvos krikščionys demokratai, , ,Žagarių (Nr.26) apylinkė
Prienų (Nr.67), ,Nacionalinė centro partija, , ,Žagarių (Nr.26) apylinkė
Prienų (Nr.67),1.01%,Respublikonų partija,1, ,Žagarių (Nr.26) apylinkė
Prienų (Nr.67), ,Lietuvos socialdemokratų sąjunga, , ,Žagarių (Nr.26) apylinkė
Prienų (Nr.67), ,Lietuvos laisvės sąjunga, , ,Žagarių (Nr.26) apylinkė
Prienų (Nr.67), ,Tautinė partija Lietuvos kelias, , ,Žagarių (Nr.26) apylinkė
Prienų (Nr.67), ,Lietuvių tautininkų sąjunga, , ,Žagarių (Nr.26) apylinkė
Prienų (Nr.67),31.13%,Darbo partija,39,8,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67),43.71%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",46,20,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67),7.28%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",10,1,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67),9.27%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",10,4,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67), ,Liberalų ir centro sąjunga, , ,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67),5.30%,Valstiečių ir Naujosios demokratijos partijų sąjunga,8, ,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67), ,Lietuvos lenkų rinkimų akcija, , ,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67),0.66%,Krikščionių konservatorių socialinė sąjunga, ,1,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67),1.32%,Lietuvos krikščionys demokratai,1,1,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67), ,Nacionalinė centro partija, , ,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67),0.66%,Respublikonų partija,1, ,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67), ,Lietuvos socialdemokratų sąjunga, , ,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67), ,Lietuvos laisvės sąjunga, , ,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67), ,Tautinė partija Lietuvos kelias, , ,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67),0.66%,Lietuvių tautininkų sąjunga, ,1,Sūkurių (Nr.25) apylinkė
Prienų (Nr.67),25.30%,Darbo partija,63,20,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67),18.60%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",36,25,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67),13.72%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",25,20,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67),20.73%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",35,33,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67),2.44%,Liberalų ir centro sąjunga,6,2,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67),14.33%,Valstiečių ir Naujosios demokratijos partijų sąjunga,35,12,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67), ,Lietuvos lenkų rinkimų akcija, , ,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67), ,Krikščionių konservatorių socialinė sąjunga, , ,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67),0.91%,Lietuvos krikščionys demokratai,1,2,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67),0.30%,Nacionalinė centro partija, ,1,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67),0.30%,Respublikonų partija,1, ,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67),1.22%,Lietuvos socialdemokratų sąjunga,1,3,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67),0.61%,Lietuvos laisvės sąjunga, ,2,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67),0.30%,Tautinė partija Lietuvos kelias,1, ,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67),1.22%,Lietuvių tautininkų sąjunga,2,2,Kunigiškių (Nr.24) apylinkė
Prienų (Nr.67),28.69%,Darbo partija,54,14,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67),27.00%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",53,11,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67),6.33%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",10,5,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67),26.16%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",54,8,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67),2.95%,Liberalų ir centro sąjunga,6,1,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67),7.59%,Valstiečių ir Naujosios demokratijos partijų sąjunga,16,2,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67), ,Lietuvos lenkų rinkimų akcija, , ,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67), ,Krikščionių konservatorių socialinė sąjunga, , ,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67),0.42%,Lietuvos krikščionys demokratai,1, ,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67), ,Nacionalinė centro partija, , ,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67),0.84%,Respublikonų partija,2, ,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67), ,Lietuvos socialdemokratų sąjunga, , ,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67), ,Lietuvos laisvės sąjunga, , ,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67), ,Tautinė partija Lietuvos kelias, , ,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67), ,Lietuvių tautininkų sąjunga, , ,Balbieriškio kaimiškoji (Nr.23) apylinkė
Prienų (Nr.67),21.43%,Darbo partija,44,16,Strielčių (Nr.22) apylinkė
Prienų (Nr.67),30.36%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",55,30,Strielčių (Nr.22) apylinkė
Prienų (Nr.67),11.79%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",27,6,Strielčių (Nr.22) apylinkė
Prienų (Nr.67),13.57%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",18,20,Strielčių (Nr.22) apylinkė
Prienų (Nr.67),4.29%,Liberalų ir centro sąjunga,10,2,Strielčių (Nr.22) apylinkė
Prienų (Nr.67),10.71%,Valstiečių ir Naujosios demokratijos partijų sąjunga,25,5,Strielčių (Nr.22) apylinkė
Prienų (Nr.67),0.36%,Lietuvos lenkų rinkimų akcija,1, ,Strielčių (Nr.22) apylinkė
Prienų (Nr.67),1.43%,Krikščionių konservatorių socialinė sąjunga,2,2,Strielčių (Nr.22) apylinkė
Prienų (Nr.67),5.00%,Lietuvos krikščionys demokratai,7,7,Strielčių (Nr.22) apylinkė
Prienų (Nr.67),0.36%,Nacionalinė centro partija,1, ,Strielčių (Nr.22) apylinkė
Prienų (Nr.67),0.36%,Respublikonų partija,1, ,Strielčių (Nr.22) apylinkė
Prienų (Nr.67), ,Lietuvos socialdemokratų sąjunga, , ,Strielčių (Nr.22) apylinkė
Prienų (Nr.67),0.36%,Lietuvos laisvės sąjunga, ,1,Strielčių (Nr.22) apylinkė
Prienų (Nr.67), ,Tautinė partija Lietuvos kelias, , ,Strielčių (Nr.22) apylinkė
Prienų (Nr.67), ,Lietuvių tautininkų sąjunga, , ,Strielčių (Nr.22) apylinkė
Prienų (Nr.67),23.00%,Darbo partija,50,22,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67),27.48%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",50,36,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67),10.54%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",20,13,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67),5.11%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",12,4,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67),3.83%,Liberalų ir centro sąjunga,9,3,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67),17.25%,Valstiečių ir Naujosios demokratijos partijų sąjunga,40,14,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67), ,Lietuvos lenkų rinkimų akcija, , ,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67),2.56%,Krikščionių konservatorių socialinė sąjunga,4,4,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67),8.31%,Lietuvos krikščionys demokratai,13,13,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67), ,Nacionalinė centro partija, , ,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67),1.60%,Respublikonų partija,4,1,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67),0.32%,Lietuvos socialdemokratų sąjunga,1, ,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67), ,Lietuvos laisvės sąjunga, , ,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67), ,Tautinė partija Lietuvos kelias, , ,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67), ,Lietuvių tautininkų sąjunga, , ,Ašmintos (Nr.21) apylinkė
Prienų (Nr.67),45.45%,Darbo partija,42,3,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67),31.31%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",22,9,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67),10.10%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",10, ,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67),4.04%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",2,2,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67),1.01%,Liberalų ir centro sąjunga,1, ,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67),6.06%,Valstiečių ir Naujosios demokratijos partijų sąjunga,6, ,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67), ,Lietuvos lenkų rinkimų akcija, , ,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67),1.01%,Krikščionių konservatorių socialinė sąjunga,1, ,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67), ,Lietuvos krikščionys demokratai, , ,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67), ,Nacionalinė centro partija, , ,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67), ,Respublikonų partija, , ,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67),1.01%,Lietuvos socialdemokratų sąjunga,1, ,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67), ,Lietuvos laisvės sąjunga, , ,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67), ,Tautinė partija Lietuvos kelias, , ,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67), ,Lietuvių tautininkų sąjunga, , ,Vėžionių (Nr.20) apylinkė
Prienų (Nr.67),19.15%,Darbo partija,33,35,Kašonių (Nr.19) apylinkė
Prienų (Nr.67),40.28%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",59,84,Kašonių (Nr.19) apylinkė
Prienų (Nr.67),6.76%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",12,12,Kašonių (Nr.19) apylinkė
Prienų (Nr.67),16.06%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",36,21,Kašonių (Nr.19) apylinkė
