apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Naujamiesčio,1934.06.10,Vedęs,Nebuvo, ,Petras RUZGUS,Vilnius,,, ,Išsikėlė pats, ,,,Nėra,Neturi
Nacionalinė centro partija,1964.02.03,Vedęs,Nebuvo,"UAB Atlantic fishery company, vyriausiasis finansininkas",Liudvikas RAGAUSKIS,Vilnius,Aukštesnysis;Klaipėdos buhalterijos mokykla;buhalteris;Aukštesnysis;Vilniaus 31 technikos mokykla;elektros įrenginių priežiūros specialistas,Jodinėjimas,"LIETUVA, Vilnius",Nacionalinė centro partija, ,,Rusų,Nėra,Neturi
Lietuvos socialdemokratų partija,1945.03.08,Ištekėjusi,Nebuvo,"LR Seimas, Seimo narė",Giedrė PURVANECKIENĖ,Vilnius,Aukštasis;Vilniaus universitetas;Fizika (puslaidininkių fizika),Gėlininkystė,"LIETUVA, Kaunas",Lietuvos socialdemokratų partija,Lietuvis (-ė),,Anglų,Nėra,Neturi
Lietuvos laisvės sąjunga,1951.03.25,Vedęs,Nebuvo,pensininkas,Jurijus PIVORIŪNAS,Vilnius,"Aukštasis;Vilniaus universitetas, fizikos fakultetas;fizika",Knygos,"LIETUVA, Vilnius",Lietuvos laisvės sąjunga,Lietuvis (-ė),,Vokiečių,Nėra,Neturi
Liberalų demokratų partija,1944.04.06,Ištekėjusi,Nebuvo,"Vilniaus universitetas, Literatūros istorijos ir teorijos katedros profesorė",Marija Aušrinė PAVILIONIENĖ,Vilnius,Aukštasis;Vilniaus universitetas;anglų k. ir literatūra,Filosofija,"LIETUVA, Kaunas",Liberalų demokratų partija,Lietuvis (-ė),,Anglų,Nėra,Neturi
Lietuvos socialdemokratų sąjunga,1957.01.12,Ištekėjusi,Nebuvo,"Lietuvos muzikos akademija, docentė",Audronė NEKROŠIENĖ,Vilnius,Aspirantūra;Maskvos P. Čaikovskio konservatorija (Rusija);kompozicija;Aukštasis;Lietuvos konservatorija (dabartinė muzikos akademija);kompozicija,Opera,"LIETUVA, Vilnius",Lietuvos socialdemokratų sąjunga,Lietuvis (-ė),,Vokiečių,Nėra,Neturi
Valstiečių ir Naujosios demokratijos partijų sąjunga,1952.03.14,Vedęs,Nebuvo,"UAB ""Draudos asistavimas"", direktorius",Vytas NAVICKAS,Vilnius,Aukštasis;Vilniaus universitetas;ekonominė kibernetika,Medžioklė,"LIETUVA, Lazdijų raj. Degėsių k.",Valstiečių ir Naujosios demokratijos partijų sąjunga,Lietuvis (-ė),,Anglų,Nėra,Neturi
Lietuvos rusų sąjunga,1956.07.30,Vedęs,Nebuvo,"UAB ""Ukralita biznis"", direktoriaus pavaduotojas",Nikolajus MANANIKOVAS,Vilnius,"Aukštasis;Minsko aukštoji milicijos mokykla, Vilniaus fakultetas;juristas;Aukštasis;Valstybinę konservatoriją;chorvedys",Muzika,"LIETUVA, Vilnius",Lietuvos rusų sąjunga,Rusas (-ė),,Rusų,Nėra,Neturi
Liberalų ir centro sąjunga,1937.02.11,Vedęs,Nebuvo,"LR Seimas,  Seimo narys",Algirdas GRICIUS,Vilnius,Aukštasis;Šiaulių pedagoginis institutas (universitetas);Fizika,Detektyvai,"LIETUVA, Klaipėda",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų,Nėra,Neturi
"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",1949.06.01,Ištekėjusi,Nebuvo,"LR Seimas, Seimo narė, Socialinių reikalų ir darbo k-to pavaduotoja",Irena DEGUTIENĖ,Vilnius,"Aukštasis;Vilniaus universitetas, Medicinos fakultetas, gydomoji specialybė;gydytoja",Dailė,"LIETUVA, Šiauliai","Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",Lietuvis (-ė),,Lenkų,Nėra,Neturi
Darbo partija,1960.03.22,Vedęs,Nebuvo,"VU Teisės fakultetas, docentas, prodekanas",Gintautas BUŽINSKAS,"Vilniaus r. sav., Antežerių k.",Aspirantūra;Maskvos M. Lomonosovo un-to Teisės fakultetas; ;Aukštasis;VU Teisės fakultetas;Teisininkas;Vidurinis;Vilniaus 31-oji vid. m-la; ,Kelionės,"LIETUVA, Kaltanėnų km., Švenčionių rajonas",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Tautinė partija Lietuvos kelias,1953.03.21,,Nebuvo,"Kultūros, filosofijos ir meno institutas, vyr. mokslo darbuotoja",Lilijana ASTRA,Vilnius,Aukštasis; ; ,,"LIETUVA, Vilnius",Tautinė partija Lietuvos kelias,Lietuvis (-ė),,Anglų,Nėra,Neturi
Lietuvos lenkų rinkimų akcija,1966.11.04,Nevedęs,Nebuvo,"Vilniaus rajono savivaldybė, merės patarėjas",Tadeuš ANDŽEJEVSKI,"Vilniaus r. sav., Grigaičių k.",Aukštasis;Universitet Varšavskij;istorikas;Aukštasis;Kirovogradskoje Vyšaje Liotnoje Učilišče Graždanskoj aviaciji;inžinierius navigatorius,Adminidtracijos ir civilinė teisė,"LIETUVA, Grigaičių k. Vilniaus raj.",Lietuvos lenkų rinkimų akcija,Lenkas (-ė),,Rusų,Nėra,Neturi
Lietuvių tautininkų sąjunga,1949.01.24,Išsiskyręs,Nebuvo,"Asmeninis ūkis, ūkininkas",Ramutis Valentinas ZDANAVIČIUS,Dūkštų sen.,Aukštasis;Vilniaus inžinerinis statybos institutas;radijo elektronikos inžinierius-konstruktorius technologas,,"RUSIJA, Irkutskas",Lietuvių tautininkų sąjunga,Lietuvis (-ė),,Vokiečių,Nėra,Neturi
Lietuvos krikščionys demokratai,1960.10.17,Vedęs,Nebuvo,"Molėtų rajono savivaldybė, meras",Valentinas STUNDYS,Molėtai,Aukštasis;Vilniaus pedagoginis universitetas;Lietuvių k. ir literatūr. mokytojas,Aktyvus poilsis,"LIETUVA, Ukmergės raj. Limonių km.",Lietuvos krikščionys demokratai,Lietuvis (-ė),,Vokiečių,Nėra,Neturi
Darbo partija,1958.08.29,Išsiskyręs,Nebuvo,"UAB ""Latkabels"", direktoriaus pavaduotojas",Algirdas ŽIČKUS,Vilnius,Specialus vidurinis;Vilniaus prekybos technikumas;Prekių žinovas;Aukštasis;VVU prekybos fakultetas;Ekonomistas,Sportas,"LIETUVA, Kelmė",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Darbo partija,1970.08.08,Vedęs,Nebuvo,"VĮ Zarasų PSPC, bendros praktikos gydytojas, Turmanto ambulatorijos vedėjas",Manfredas ŽYMANTAS,Zarasai,Aukštasis;KMU bendros praktikos gydytojo rezidentūra;bendros praktikos gydytojas;Aukštasis;Kauno medicinos universitetas;Gydytojas;Aukštesnysis;Šiaulių medicinos mokykla;med. sesuo,Studijos,"LIETUVA, Kėdainiai",Darbo partija,Lietuvis (-ė),,Anglų,Nėra,Neturi
Darbo partija,1962.10.25,Vedęs,Nebuvo,"Gintaro Vidžiūno vaistinė, savininkas",Gintaras VIDŽIŪNAS,Utena,Aukštasis;Kauno medicinos institutas farmacijos fakultetas;Provizorius;Vidurinis;Utenos Teofilio Tilvyčio vid. m-kla; ,Krepšinis,"LIETUVA, Molėtai",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",1943.06.11,Vedęs,Nebuvo,"UAB ""Zarasų automobilių keliai"", direktorius",Petras Antanas ŠALČIUS,Rokiškis,Aukštasis;Kauno politechnikos institutas (dabar Technologijos universitetas);kelių inžinierius,Darbas miške,"LIETUVA, Prienų raj., Čiudiškių km.","Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",Lietuvis (-ė),,Vokiečių,Nėra,Neturi
Lietuvos socialdemokratų partija,1952.05.16,Vedęs,Nebuvo,LSDP tarybos narys,Antanas VALYS,Vilnius,Aukštasis;Vilniaus valstybinis universitetas;ekonomistas,Darbas sode,"LIETUVA, Kretinga",Lietuvos socialdemokratų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Liberalų ir centro sąjunga,1967.01.05,Vedęs,Nebuvo,Liberalų ir centro sąjungos Panevėžio apskrities koordinatorius,Kęstutis SLAVINSKAS,Biržai,Aukštasis;Kūno kultūros akademija;pedagogas,Dviračių turizmas,"LIETUVA, Biržų raj., Bajoriškių km.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų,Nėra,Neturi
Lietuvos krikščionys demokratai,1961.03.25,Vedęs,Nebuvo,"UAB �Panevėžio būstas"", direktorius",Vitalijus SATKEVIČIUS,Panevėžys,Aukštesnysis;Kauno katalikų teologijos fakultetas aukštesnioji neakivaizdinė katechetų mokykla;Tikybos ir etikos mokytojas;Aukštasis;Kauno technologijos institutas;Inžinierius-mechanikas,Muzika,"LIETUVA, Poežerio km., Vadoklių apyl., Panevėžio raj.",Lietuvos krikščionys demokratai,Lietuvis (-ė),,Anglų,Nėra,Neturi
Liberalų ir centro sąjunga,1955.07.28,Išsiskyręs,Nebuvo,"VšĮ Joniškio socialinių paslaugų ir užimtumo centras, direktorius",Marcijonas URMONAS,Joniškis,Specialus vidurinis;Joniškėlio ŽŪT;technikas-mechanikas;Aukštasis;Vilniaus universitetas;ekonomistas,Muzika,"LIETUVA, Satkūnų k., Joniškio r.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų,Nėra,Neturi
Darbo partija,1969.11.30,Vedęs,Nebuvo,"UAB ""Vaistena"" , direktorius",Artūras TUPIKAS,Kuršėnai,Aukštasis;Kauno Koleg. med. ir soc. mokslų studijų centras;Vaistininko;Aukštesnysis;Kauno Kolegijos medicinos ir socialinių mokslų studijų centras;Farmakotechnikos;Vidurinis;Šiaulių raj. Kuršėnų m. 3-oji vid.m.; ,Medžioklė,"LIETUVA, Kuršėnai, Šiaulių raj.",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Darbo partija,1955.09.30,Ištekėjusi,Nebuvo,"Šiaulių apskrities valstybinė mokesčių inspekcija, Akcizų administravimo skyriaus vedėjos pavaduotoja",Zita ŽVIKIENĖ,Radviliškis,Aukštasis;Vilniaus universitetas;teisininko,Gamta,"LIETUVA, Selvestrų km. Šilalės raj.",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Liberalų ir centro sąjunga,1968.02.21,Vedęs,Nebuvo,"Vilniaus m. savivaldybė, meras",Artūras ZUOKAS,Vilnius,Aukštasis;Vilniaus universitetas;žurnalistika,Buriavimas,"LIETUVA, Kaunas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų,Nėra,Neturi
Krikščionių konservatorių socialinė sąjunga,1959.08.09,Vedęs,Nebuvo,"iki 2004 07 20 SPAB ""Stumbras"", biokuro projekto direktorius",Jonas ŽUKAUSKAS,Kaunas,Aukštasis;Kauno technologijos universitetas ekonomikos ir vadybos fakultetetas;vadyba;Aukštasis;Vilniaus valstybinis pedagoginis institutas;technikos disciplinų ir darbų mokytojas,Fantastinė literatūra,"LIETUVA, Milvyčių km., Nemalūčių seniūnija, Raseinių raj.",Krikščionių konservatorių socialinė sąjunga,Lietuvis (-ė),,Anglų,Nėra,Neturi
"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",1956.09.05,Vedęs,Nebuvo,"Agroserviso kooperatyvas ""Kuršių kraštas"", valdybos pirmininkas",Vytautas ŠIMKŪNAS,"Kelmės r. sav., Skogalio k.",Aukštasis;Vilniaus pedagoginis  institutas;pedagogas,Gamta,"LIETUVA, Švenčionys","Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",Lietuvis (-ė),,Vokiečių,Nėra,Neturi
Telšių,1949.12.01,Ištekėjusi,Nebuvo,"Telšių apskrities ligoninė, direktorė",Alma VITKIENĖ,Telšiai,Aukštasis;Vilniaus Univ.Medicinos fak.;gydytoja,Grožinė literatūra,"LIETUVA, Telšiai",Išsikėlė pati,Lietuvis (-ė),,Rusų,Nėra,Neturi
Valstiečių ir Naujosios demokratijos partijų sąjunga,1948.11.14,Vedęs,Nebuvo,pensininkas,Antanas ŠIDLAUSKAS,Venta,Aukštasis;Lietuvos Teisės Akademija;juristas,Medžioklė,"LIETUVA, Akmenės r.",Valstiečių ir Naujosios demokratijos partijų sąjunga,Lietuvis (-ė),,Rusų,Nėra,Neturi
Liberalų ir centro sąjunga,1953.04.30,Vedęs,Nebuvo,"Akmenės rajono savivaldybės administracija, mero pavaduotojas",Apolinaras NICIUS,Venta,Aukštasis;Šiaulių universitetas;viešasis administravimas;Aukštasis;Vilniaus valstybinis pedagoginis institutas;Vidurinės mokyklos geografijos mokytojas,Mėgėjų menas,"LIETUVA, Kairiškių km., Akmenės raj.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų,Nėra,Neturi
Naujoji sąjunga (socialliberalai),1956.03.29,Vedęs,Nebuvo,"Švietimo ir mokslo ministerija, LRV. Ministras.",Algirdas MONKEVIČIUS,"Akmenės r. sav., Papilės mstl.","Aukštasis;Šiaulių universitetas;informatikos mokyt.;Aukštasis;Šiaulių pedagoginis institutas;matematika, fizika",Sodininkystė,"LIETUVA, Rietavo mstl.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė),,Rusų,Nėra,Neturi
Liberalų demokratų partija,1963.02.09,Netekėjusi,Nebuvo,"Všį Akmenės rajono turizmo ir verslo informacijos centras, direktorė",Sigutė MEŠKYTĖ,Naujoji Akmenė,Aukštasis;Vilniaus inžinierinis statybos institutas;inžinierė statybininkė,Kelionės,"LIETUVA, Alkiškių kaimas, Akmenės rajonas",Liberalų demokratų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Lietuvių tautininkų sąjunga,1941.11.23,Vedęs,Nebuvo,Akmenės rajono savivaldybės administracijos Naujosios Akmenės miesto seniūnas,Klemas INTA,Naujoji Akmenė,Aukštesnysis;Kalugos centrinė aviacijos mokykla (neakivaizdinis sk.);lakūnas-instruktorius;Aukštasis;Lietuvos žemės ūkio akademija;Inžinierius-mechanikas,Aviacijos sportas,"LIETUVA, Viliotės km., Ždiškių seniūnija, Mažeikių rajono savivald.",Lietuvių tautininkų sąjunga,Lietuvis (-ė),,Vokiečių,Nėra,Neturi
"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",1954.06.05,Netekėjusi,Nebuvo,"LR Valstybinė darbo inspekcija, vyresn. darbo inspektorė darbo teisei",Jadvyga DUNAUSKAITĖ,"Akmenės r. sav., Kanteikių k.",Aukštasis;Kauno politechnikos institutas;inžinierė statybininkė;Aukštasis;Lietuvos teisės universitetas;teisės bakalauras,,"LIETUVA, Konteikių km., Akmenės raj.","Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",Lietuvis (-ė),,Rusų,Nėra,Neturi
Darbo partija,1967.10.10,Vedęs,Nebuvo,"UAB ""Hemiris ir Ko"", direktorius",Saulius BUCEVIČIUS,Naujoji Akmenė,"Nebaigtas aukštasis;Baltarusijos valstybinis techninis universitetas (3 kursas, įmonių administravimas);Įmonių administravimas",Autosportas,"LIETUVA, Kelmės raj.",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Krikščionių konservatorių socialinė sąjunga,1957.06.10,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys, biudžeto ir fin. kom.",Gediminas VAGNORIUS,Vilnius,Aspirantūra;Vilniaus Gedimino technikos universitetas;ekonomikos;Aukštasis;Vilniaus Gedimino technikos universitetas;ekonomistas;Vidurinis;Telšių  IV m-la; ,Akademinė literatūra,"LIETUVA, Plungės raj., Vilkaičių km.",Krikščionių konservatorių socialinė sąjunga,Lietuvis (-ė),,Vokiečių,Nėra,Neturi
Liberalų ir centro sąjunga,1970.03.03,Vedęs,Nebuvo,"Liberalų ir centro sąjungos sekretoriatas, Liberalų ir centro sąjungos centrinio rinkimų štabo vadovas",Žilvinas ŠILGALIS,Telšiai,Aukštasis;KTU;inžinierius ekologas,Krepšinis,"LIETUVA, Kaunas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų,Nėra,Neturi
Nacionalinė centro partija,1956.06.24,Vedęs,Nebuvo,"Šiaulių teritorinė ligonių kasa, pavaduotojas",Paulius RUMBUTIS,Telšiai,Aukštasis;Kauno Medicinos institutas;gydytojas traumatologas,Spiningavimas,"LIETUVA, Telšių r. Žarėnų miest.",Nacionalinė centro partija,Lietuvis (-ė),,Vokiečių,Nėra,Neturi
Lietuvos krikščionys demokratai,1962.02.01,Nevedęs,Nebuvo,"Laikraščio �Penktadienio žemaitis"" redaktorius",Faustas MEIŽENIS,Telšių r. sav.,Aukštasis;Kauno technologijos universitetas;viešasis administravimas;Aukštasis;Vilniaus technikos universitetas;inžinierius-ekonomistas;Specialus vidurinis;Šiaulių K.Didžiulio politechnikumas;technikas-mechanikas,Skaitymas,"LIETUVA, Telšiai",Lietuvos krikščionys demokratai,Lietuvis (-ė),,Rusų,Nėra,Neturi
Naujoji sąjunga (socialliberalai),1950.06.03,Vedęs,Nebuvo,Telšių apskrities viršininko administracija. Viršininkas.,Kazys LEČKAUSKAS,Telšių r. sav.,Aukštasis;Kauno politechnikos institutas;inžinierius-mechanikas,Automobilizmas,"LIETUVA, Šiaulių m.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė),,Rusų,Nėra,Neturi
Valstiečių ir Naujosios demokratijos partijų sąjunga,1946.11.28,Vedęs,Nebuvo,"Telšių apskrities viršininko administracija, Kaimo reikalų tarnybos vedėjas",Ričardas KRANAUSKAS,Telšiai,Aukštasis;Lietuvos Žemės Ūkio akademija;Inžinierius-hidrotechnikas,Sportas,"LIETUVA, Kėdainių raj. Užupės k.",Valstiečių ir Naujosios demokratijos partijų sąjunga,Lietuvis (-ė),,Rusų,Nėra,Neturi
Liberalų demokratų partija,1945.11.14,Vedęs,Nebuvo, ,Edmundas GANUSAUSKAS,Vilnius,Aukštasis;Vilniaus universitetas;žurnalistas,Aviacija,"LIETUVA, Raseiniai",Liberalų demokratų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Darbo partija,1962.11.25,Vedęs,Nebuvo,"UAB ""Šiaulių skalbykla"", direktorius",Valentinas BUKAUSKAS,Telšiai,Nebaigtas aukštasis;Vakarų Lietuvos Verslo kolegija;Ekonomisto;Aukštesnysis;Šiaulių K. Didžiulio politechnikumas;Technikas-elektrikas;Vidurinis;Tryškių vidurinė mokykla; ,Medžioklė,"LIETUVA, Telšių r. Sukančių kaimas",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Liberalų demokratų partija,1953.05.09,Vedęs,Nebuvo,"Kelmės rajono valstybinė maisto ir veterinarijos tarnyba, vyriausias veterinarijos gydytojas inspektorius",Albinas SUTKUS,Kelmė,Aukštasis;Lietuvos Veterinarijos akademija;veterinarijos gydytojas,Medžioklė,"LIETUVA, Padubysio k., Liolių sen., Kelmės raj.",Liberalų demokratų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Darbo partija,1961.09.04,Vedęs,Nebuvo,"Zenono Mikučio komercijos įmonė, savininkas",Zenonas MIKUTIS,Kelmė,Aukštasis;Šiaulių K. Preikšo pedagoginis institutas; ;Vidurinis;Laukuvos vidurinė mokykla; ,Radiotechnika,"LIETUVA, Bilionių k., Šilalės raj.",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Lietuvos socialdemokratų partija,1947.05.01,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo KRK narys",Zenonas MAČERNIUS,"Kelmės r. sav., Maudžiorų k.",Aukštasis;Leningrado aukštoji part. m-la;politologija;Aukštasis;Lietuvos žemės ūkio akademija;Agronomas,Ūkininkavimas,"LIETUVA, Kadaršių k., Plungės raj.",Lietuvos socialdemokratų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Valstiečių ir Naujosios demokratijos partijų sąjunga,1950.02.27,Vedęs,Nebuvo,"Lietuvos kaimo sporto klubų sąjunga ""Nemunas"", pirmininkas",Kęstutis LEVICKIS,"Vilniaus r. sav., Zujūnų k.",Aukštasis;Vilniaus valstybinis Pedagoginis institutas (dabar universitetas);geografijos-fizinio auklėjimo mokytojas,Sportas,"LIETUVA, Kelmė",Valstiečių ir Naujosios demokratijos partijų sąjunga,Lietuvis (-ė),,Anglų,Nėra,Neturi
Liberalų ir centro sąjunga,1958.10.10,Vedęs,Nebuvo,"Lionės Bilienės įmonė, direktorius",Kęstutis BILIUS,Kelmė,Aukštasis;Vilniaus valstybinis pedagoginis universitetas;geografijos-fizinio lavinimo mokytojas,Muzika,"LIETUVA, Kelmės raj., Noreišių km.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų,Nėra,Neturi
Lietuvos krikščionys demokratai,1949.12.27,Vedęs,Nebuvo,"Kelmės raj. Šaukėnų vidurinė mokykla, direktorius",Algimantas ARMALIS,"Kelmės r. sav., Šaukėnų mstl.",Aukštasis;Šiaulių K.Preikšo pedagoginis institutas;Rusų klb. ir literatūra,Politika,"LIETUVA, Šaukėnų mstl., Kelmės raj.",Lietuvos krikščionys demokratai,Lietuvis (-ė),,Rusų,Nėra,Neturi
Raseinių,1948.06.12,Vedęs,Nebuvo,"L/p fondo ""Balsas"" , koordinatorius ir sąskrydžio ""Laisvės ugnis - ateities kartoms"" direktorius",Antanas VIZBARAS,Raseiniai,Aukštasis;J.Tallat-Kelpšos konservatorija;mokytojas,Kultūra,RUSIJA,Išsikėlė pats,Lietuvis (-ė),,Rusų,Nėra,Neturi
Darbo partija,1959.03.21,Vedęs,Nebuvo,"UAB ""Raseinių Agroprekyba"" direktorius",Rimas URBONAS,Raseiniai,"Aukštasis;Vilniaus Gedimino technikos universitetas;Inžinierius - statybininkas;Vidurinis;Raseinių ""Žemaičių"" gimnazija; ",Žvejyba,"LIETUVA, Raseinių r., Šiluvos sen., Velpešių km",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Raseinių,1952.07.03,Vedęs,Nebuvo,"LR Seimas, Seimo narys",Kęstutis SKAMARAKAS,Raseiniai,Nebaigtas aukštasis;Vilniaus Gedimino technikos universitetas;inžinerija;Aukštesnysis;Kelmės raj. Tytuvėnų TŪT;zootechn.,Sportas,"LIETUVA, Ariogala, Raseinių raj.",Išsikėlė pats,Lietuvis (-ė),,Rusų,Nėra,Neturi
"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",1956.01.19,Vedęs,Nebuvo,"Muitinės departamentas prie Finansų ministerijos, Pažeidimų prevencijos skyriaus vyriausiasis inspektorius",Saulius PEČELIŪNAS,Vilnius,Aukštasis;Vilniaus inžinerinis statybos institutas;inžinierius kelininkas,Fotografija,"LIETUVA, Druskininkai","Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",Lietuvis (-ė),,Anglų,Nėra,Neturi
Valstiečių ir Naujosios demokratijos partijų sąjunga,1944.11.24,Ištekėjusi,Nebuvo,"savo ūkis, ūkininkė",Danguolė Marija PECKUVIENĖ,"Raseinių r. sav., Viduklės mstl.",Specialus vidurinis;Tytuvėnų žemės ūkio technikumas;zootechnikė,Poezija,"LIETUVA, Jurbarkas",Valstiečių ir Naujosios demokratijos partijų sąjunga,Lietuvis (-ė),,Rusų,Nėra,Neturi
Lietuvos socialdemokratų partija,1959.12.19,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Gintautas MIKOLAITIS,Raseiniai,Aukštasis;Kauno A.Sniečkaus politechnikos institutas;lengvosios pramonės mašinų ir aparatų inžinierius mechanikas,Bitininkystė,"LIETUVA, Liepynų km., Girkalnio apyl., Raseinių raj.",Lietuvos socialdemokratų partija,Lietuvis (-ė),,Vokiečių,Nėra,Neturi
Raseinių,1967.09.29,Vedęs,Nebuvo,"Raseinių ligoninė, gydytojas anesteziologas-reanimatologas",Kastytis AUGUSTAITIS,Raseiniai,Aukštasis;Kauno medicinos akademija;anesteziologas-reanimatologas,,"LIETUVA, Kaunas",Išsikėlė pats,Lietuvis (-ė),,Rusų,Nėra,Neturi
Liberalų demokratų partija,1962.12.27,Vedęs,Nebuvo,"Liberalų demokratų partija, atsak. sekretorius",Remigijus AČAS,Vilnius,Nebaigtas aukštasis;Lietuvos teisės universitetas;teisė ir valdymas;Aukštasis;Lietuvos Žemės Ūkio Akademija;Inžnierius mechanikas,Turizmas,"LIETUVA, Plungės raj., Rietavo miestelis",Liberalų demokratų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Darbo partija,1959.07.24,Vedęs,Nebuvo,"LR Seimas, LR Seimo narys",Viktor USPASKICH,Kėdainiai,Aukštasis;Kauno Technologijos universitetas;Ekonomikos magistras;Aukštasis;Maskvos Plechanovo liaudies ūkio akademija;Ekonomikos bakalauras;Vidurinis;Urdomos vidurinė mokykla; ,Bilijardas,"RUSIJA, Archangelsko sritis",Darbo partija,Rusas (-ė),,Rusų,Nėra,Neturi
Lietuvos socialdemokratų partija,1952.09.04,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Etikos ir procedūrų komisijos pirmininkas",Algimantas SALAMAKINAS,Kėdainiai,Specialus vidurinis;Radviliškio technikos m-la; ,Baidarės,"LIETUVA, Baroninės km. Kėdainių raj.",Lietuvos socialdemokratų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Lietuvos socialdemokratų partija,1956.12.02,Ištekėjusi,Nebuvo,"Lietuvos Respublikos Vyriausybė, LR Kultūros ministrė",Roma ŽAKAITIENĖ,Vilnius,Aukštasis;Vilniaus valstybinis universitetas;teisininkė,Kelionės,"LIETUVA, Šiauliai",Lietuvos socialdemokratų partija,Lietuvis (-ė),,Anglų,Nėra,Neturi
Liberalų demokratų partija,1964.04.27,Vedęs,Nebuvo,"UAB ""Palangos žuvėdra"", direktorius",Gediminas VALINEVIČIUS,Šeduva,Aukštasis;Lietuvos žemės ūkio akademija;inžinierius-mechanikas,Automobiliai,"LIETUVA, Radviliškio r.,Šeduva",Liberalų demokratų partija,Lietuvis (-ė),,Prancūzų,Nėra,Neturi
Valstiečių ir Naujosios demokratijos partijų sąjunga,1948.01.14,Vedęs,Nebuvo,"Radviliškio rajono savivaldybė, mero pavaduotojas",Jonas POVILAITIS,Radviliškis,Aukštasis;Lietuvos žemės ūkio akademijos Mechanizacijos fakultetas;Inžinierius mechanikas,Medžioklė,"LIETUVA, Kelmės r., Šakalių k.",Valstiečių ir Naujosios demokratijos partijų sąjunga,Lietuvis (-ė),,Rusų,Nėra,Neturi
"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",1954.10.25,Vedęs,Nebuvo,"UAB ""Radviliškio komunalinės paslaugos"", direktoriaus pavaduotojas",Vitolis JANUŠEVIČIUS,"Radviliškio r. sav., Baisogalos mstl.",Aukštasis;Lietuvos žemės ūkio akademija;inžinierius-mechanikas,Fotografija,"LIETUVA, Vilniaus m.","Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",Lietuvis (-ė),,Vokiečių,Nėra,Neturi
Liberalų ir centro sąjunga,1963.06.11,Išsiskyrusi,Nebuvo,"LR Seimas, Seimo narė",Ilona STULPINIENĖ,Vilnius,Aukštasis;Muzikos akademija;Pedagogė,Kelionės,"LIETUVA, Šiauliai",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų,Nėra,Neturi
