kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Raimundas MARKAUSKAS,,"67,30%",189,"64,07%",25,Ūdrijos  (Nr.14) apylinkė  
Gediminas KRASAUSKAS,,"32,70%",91,"31,14%",13,Ūdrijos  (Nr.14) apylinkė  
Raimundas MARKAUSKAS,,"65,00%",97,"64,68%",33,Kumečių  (Nr.14) apylinkė  
Gediminas KRASAUSKAS,,"35,00%",59,"34,83%",11,Kumečių  (Nr.14) apylinkė  
Raimundas MARKAUSKAS,,"52,17%",32,"50,00%",16,Papėčių  (Nr.13) apylinkė  
Gediminas KRASAUSKAS,,"47,83%",23,"45,83%",21,Papėčių  (Nr.13) apylinkė  
Raimundas MARKAUSKAS,,"62,18%",436,"56,77%",21,Šaltinių  (Nr.13) apylinkė  
Gediminas KRASAUSKAS,,"37,82%",258,"34,53%",20,Šaltinių  (Nr.13) apylinkė  
Raimundas MARKAUSKAS,,"40,86%",62,"40,64%",14,Parėčėnų  (Nr.12) apylinkė  
Gediminas KRASAUSKAS,,"59,14%",71,"58,82%",39,Parėčėnų  (Nr.12) apylinkė  
Raimundas MARKAUSKAS,,"61,17%",416,"56,90%",25,Putinų  (Nr.12) apylinkė  
Gediminas KRASAUSKAS,,"38,83%",247,"36,13%",33,Putinų  (Nr.12) apylinkė  
Raimundas MARKAUSKAS,,"54,68%",224,"52,81%",39,Miroslavo  (Nr.9) apylinkė  
Gediminas KRASAUSKAS,,"45,32%",133,"43,78%",85,Miroslavo  (Nr.9) apylinkė  
Raimundas MARKAUSKAS,,"64,84%",212,"60,88%",37,Geištarų  (Nr.8) apylinkė  
Gediminas KRASAUSKAS,,"35,16%",88,"33,01%",47,Geištarų  (Nr.8) apylinkė  
Raimundas MARKAUSKAS,,"51,69%",514,"48,28%",35,Kolegijos  (Nr.6) apylinkė  
Gediminas KRASAUSKAS,,"48,31%",441,"45,12%",72,Kolegijos  (Nr.6) apylinkė  
Raimundas MARKAUSKAS,,"69,35%",155,"66,93%",17,Luksnėnų  (Nr.6) apylinkė  
Gediminas KRASAUSKAS,,"30,65%",67,"29,57%",9,Luksnėnų  (Nr.6) apylinkė  
Raimundas MARKAUSKAS,,"55,49%",174,"51,30%",23,Santaikos  (Nr.5) apylinkė  
Gediminas KRASAUSKAS,,"44,51%",139,"41,15%",19,Santaikos  (Nr.5) apylinkė  
Raimundas MARKAUSKAS,,"52,09%",215,"49,89%",9,Miklusėnų  (Nr.4) apylinkė  
Gediminas KRASAUSKAS,,"47,91%",178,"45,88%",28,Miklusėnų  (Nr.4) apylinkė  
Raimundas MARKAUSKAS,,"64,62%",78,"62,22%",6,Genių  (Nr.3) apylinkė  
Gediminas KRASAUSKAS,,"35,38%",41,"34,07%",5,Genių  (Nr.3) apylinkė  
Raimundas MARKAUSKAS,,"53,04%",98,"51,37%",33,Praniūnų  (Nr.2) apylinkė  
Gediminas KRASAUSKAS,,"46,96%",84,"45,49%",32,Praniūnų  (Nr.2) apylinkė  
Algis KAŠĖTA,,"86,97%",630,"83,05%",144,Šilo  (Nr.38) apylinkė  
Zdzislav PALEVIČ,,"13,03%",90,"12,45%",26,Šilo  (Nr.38) apylinkė  
Algis KAŠĖTA,,"83,09%",470,"78,52%",144,Dzūkų  (Nr.37) apylinkė  
Zdzislav PALEVIČ,,"16,91%",84,"15,98%",41,Dzūkų  (Nr.37) apylinkė  
Algis KAŠĖTA,,"4,44%",6,"4,32%",0,Tausiūnų  (Nr.37) apylinkė  
Zdzislav PALEVIČ,,"95,56%",97,"92,81%",32,Tausiūnų  (Nr.37) apylinkė  
Algis KAŠĖTA,,"85,28%",645,"81,57%",178,Parko  (Nr.36) apylinkė  
Zdzislav PALEVIČ,,"14,72%",103,"14,07%",39,Parko  (Nr.36) apylinkė  
Algis KAŠĖTA,,"85,85%",30,"78,45%",61,Rudnios  (Nr.35) apylinkė  
Zdzislav PALEVIČ,,"14,15%",11,"12,93%",4,Rudnios  (Nr.35) apylinkė  
Algis KAŠĖTA,,"10,70%",23,"10,60%",0,Dailidžių  (Nr.35) apylinkė  
Zdzislav PALEVIČ,,"89,30%",156,"88,48%",36,Dailidžių  (Nr.35) apylinkė  
Algis KAŠĖTA,,"75,51%",109,"74,00%",76,Vydenių  (Nr.34) apylinkė  
Zdzislav PALEVIČ,,"24,49%",41,"24,00%",19,Vydenių  (Nr.34) apylinkė  
Algis KAŠĖTA,,"87,18%",115,"85,53%",21,Krivilių  (Nr.33) apylinkė  
Zdzislav PALEVIČ,,"12,82%",19,"12,58%",1,Krivilių  (Nr.33) apylinkė  
Algis KAŠĖTA,,"90,35%",59,"83,74%",44,Tolkūnų  (Nr.32) apylinkė  
Zdzislav PALEVIČ,,"9,65%",9,"8,94%",2,Tolkūnų  (Nr.32) apylinkė  
Algis KAŠĖTA,,"91,30%",77,"90,52%",28,Sarapiniškių  (Nr.31) apylinkė  
Zdzislav PALEVIČ,,"8,70%",10,"8,62%",0,Sarapiniškių  (Nr.31) apylinkė  
Algis KAŠĖTA,,"87,02%",140,"84,19%",41,Perlojos  (Nr.30) apylinkė  
Zdzislav PALEVIČ,,"12,98%",23,"12,56%",4,Perlojos  (Nr.30) apylinkė  
Algis KAŠĖTA,,"93,10%",70,"92,05%",11,Nedzingės  (Nr.29) apylinkė  
Zdzislav PALEVIČ,,"6,90%",6,"6,82%",0,Nedzingės  (Nr.29) apylinkė  
Algis KAŠĖTA,,"90,51%",78,"83,22%",46,Gudžių  (Nr.28) apylinkė  
Zdzislav PALEVIČ,,"9,49%",11,"8,72%",2,Gudžių  (Nr.28) apylinkė  
Algis KAŠĖTA,,"94,06%",167,"91,79%",23,Pušelės  (Nr.27) apylinkė  
Zdzislav PALEVIČ,,"5,94%",9,"5,80%",3,Pušelės  (Nr.27) apylinkė  
Algis KAŠĖTA,,"87,73%",187,"85,20%",49,Valkininkų  (Nr.26) apylinkė  
Zdzislav PALEVIČ,,"12,27%",26,"11,91%",7,Valkininkų  (Nr.26) apylinkė  
Algis KAŠĖTA,,"93,94%",81,"85,52%",43,Dargužių  (Nr.25) apylinkė  
Zdzislav PALEVIČ,,"6,06%",5,"5,52%",3,Dargužių  (Nr.25) apylinkė  
Algis KAŠĖTA,,"96,67%",37,"93,55%",21,Daržininkų  (Nr.24) apylinkė  
Zdzislav PALEVIČ,,"3,33%",2,"3,23%",0,Daržininkų  (Nr.24) apylinkė  
Algis KAŠĖTA,,"29,07%",30,"27,93%",20,Tetėnų  (Nr.19) apylinkė  
Zdzislav PALEVIČ,,"70,93%",90,"68,16%",32,Tetėnų  (Nr.19) apylinkė  
Algis KAŠĖTA,,"8,58%",32,"8,45%",9,Pabarės  (Nr.18) apylinkė  
Zdzislav PALEVIČ,,"91,42%",347,"90,10%",90,Pabarės  (Nr.18) apylinkė  
Algis KAŠĖTA,,"93,20%",58,"85,71%",38,Pilvingių  (Nr.18) apylinkė  
Zdzislav PALEVIČ,,"6,80%",3,"6,25%",4,Pilvingių  (Nr.18) apylinkė  
Algis KAŠĖTA,,"7,87%",22,"7,77%",9,Dainavos  (Nr.17) apylinkė  
Zdzislav PALEVIČ,,"92,13%",255,"90,98%",108,Dainavos  (Nr.17) apylinkė  
Algis KAŠĖTA,,"99,36%",115,"93,94%",40,Vilkiautinio  (Nr.17) apylinkė  
Zdzislav PALEVIČ,,"0,64%",1,"0,61%",0,Vilkiautinio  (Nr.17) apylinkė  
Algis KAŠĖTA,,"13,91%",42,"13,66%",11,Purvėnų  (Nr.16) apylinkė  
Zdzislav PALEVIČ,,"86,09%",240,"84,54%",88,Purvėnų  (Nr.16) apylinkė  
Algis KAŠĖTA,,"91,21%",54,"91,21%",29,Panaros  (Nr.16) apylinkė  
Zdzislav PALEVIČ,,"8,79%",5,"8,79%",3,Panaros  (Nr.16) apylinkė  
Algis KAŠĖTA,,"11,82%",46,"11,61%",8,Kalesninkų  (Nr.15) apylinkė  
Zdzislav PALEVIČ,,"88,18%",325,"86,67%",78,Kalesninkų  (Nr.15) apylinkė  
Algis KAŠĖTA,,"89,30%",342,"84,11%",92,Merkinės  (Nr.15) apylinkė  
Zdzislav PALEVIČ,,"10,70%",47,"10,08%",5,Merkinės  (Nr.15) apylinkė  
Algis KAŠĖTA,,"10,78%",33,"10,75%",3,Gornostajiškių  (Nr.14) apylinkė  
Zdzislav PALEVIČ,,"89,22%",220,"88,96%",78,Gornostajiškių  (Nr.14) apylinkė  
Algis KAŠĖTA,,"96,61%",78,"89,76%",36,Kibyšių  (Nr.14) apylinkė  
Zdzislav PALEVIČ,,"3,39%",4,"3,15%",0,Kibyšių  (Nr.14) apylinkė  
Algis KAŠĖTA,,"95,45%",36,"93,33%",6,Gudakiemio  (Nr.13) apylinkė  
Zdzislav PALEVIČ,,"4,55%",1,"4,44%",1,Gudakiemio  (Nr.13) apylinkė  
Algis KAŠĖTA,,"15,61%",38,"15,16%",4,Jurzdikos  (Nr.13) apylinkė  
Zdzislav PALEVIČ,,"84,39%",190,"81,95%",37,Jurzdikos  (Nr.13) apylinkė  
Algis KAŠĖTA,,"17,60%",152,"17,22%",8,Eišiškių  (Nr.12) apylinkė  
Zdzislav PALEVIČ,,"82,40%",622,"80,62%",127,Eišiškių  (Nr.12) apylinkė  
Algis KAŠĖTA,,"82,04%",252,"77,78%",77,Matuizų  (Nr.11) apylinkė  
Zdzislav PALEVIČ,,"17,96%",52,"17,02%",20,Matuizų  (Nr.11) apylinkė  
Algis KAŠĖTA,,"4,36%",8,"4,26%",5,Jančiūnų  (Nr.11) apylinkė  
Zdzislav PALEVIČ,,"95,64%",233,"93,44%",52,Jančiūnų  (Nr.11) apylinkė  
Algis KAŠĖTA,,"3,56%",13,"3,50%",2,Butrimonių  (Nr.10) apylinkė  
Zdzislav PALEVIČ,,"96,44%",302,"94,64%",104,Butrimonių  (Nr.10) apylinkė  
Algis KAŠĖTA,,"86,61%",72,"83,33%",38,Krūminių  (Nr.10) apylinkė  
Zdzislav PALEVIČ,,"13,39%",8,"12,88%",9,Krūminių  (Nr.10) apylinkė  
Algis KAŠĖTA,,"92,65%",48,"91,30%",15,Žiūrų  (Nr.9) apylinkė  
Zdzislav PALEVIČ,,"7,35%",3,"7,25%",2,Žiūrų  (Nr.9) apylinkė  
Algis KAŠĖTA,,"95,77%",47,"95,77%",21,Puvočių  (Nr.8) apylinkė  
Zdzislav PALEVIČ,,"4,23%",3,"4,23%",0,Puvočių  (Nr.8) apylinkė  
Algis KAŠĖTA,,"96,26%",38,"96,26%",65,Margionių  (Nr.7) apylinkė  
Zdzislav PALEVIČ,,"3,74%",3,"3,74%",1,Margionių  (Nr.7) apylinkė  
Algis KAŠĖTA,,"94,27%",156,"93,04%",58,Marcinkonių  (Nr.6) apylinkė  
Zdzislav PALEVIČ,,"5,73%",9,"5,65%",4,Marcinkonių  (Nr.6) apylinkė  
Algis KAŠĖTA,,"89,52%",62,"84,68%",32,Kabelių  (Nr.5) apylinkė  
Zdzislav PALEVIČ,,"10,48%",7,"9,91%",4,Kabelių  (Nr.5) apylinkė  
Algis KAŠĖTA,,"88,82%",75,"83,85%",60,Panočių  (Nr.4) apylinkė  
Zdzislav PALEVIČ,,"11,18%",11,"10,56%",6,Panočių  (Nr.4) apylinkė  
Algis KAŠĖTA,,"83,15%",90,"79,57%",58,Dubičių  (Nr.3) apylinkė  
Zdzislav PALEVIČ,,"16,85%",20,"16,13%",10,Dubičių  (Nr.3) apylinkė  
Algis KAŠĖTA,,"95,61%",137,"95,61%",59,Žilinų  (Nr.2) apylinkė  
Zdzislav PALEVIČ,,"4,39%",7,"4,39%",2,Žilinų  (Nr.2) apylinkė  
Algis KAŠĖTA,,"92,52%",92,"90,67%",44,Puodžių  (Nr.1) apylinkė  
Zdzislav PALEVIČ,,"7,48%",7,"7,33%",4,Puodžių  (Nr.1) apylinkė  
Kristina MIŠKINIENĖ,,"59,50%",61,"58,54%",11,Žagarių  (Nr.29) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"40,50%",30,"39,84%",19,Žagarių  (Nr.29) apylinkė  
Kristina MIŠKINIENĖ,,"53,54%",49,"51,91%",19,Viktarinos  (Nr.28) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"46,46%",40,"45,04%",19,Viktarinos  (Nr.28) apylinkė  
Kristina MIŠKINIENĖ,,"63,43%",342,"61,19%",109,Veisiejų  (Nr.27) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"36,57%",181,"35,28%",79,Veisiejų  (Nr.27) apylinkė  
Kristina MIŠKINIENĖ,,"42,61%",61,"42,13%",14,Verstaminų  (Nr.26) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"57,39%",70,"56,74%",31,Verstaminų  (Nr.26) apylinkė  
Kristina MIŠKINIENĖ,,"60,79%",104,"58,97%",34,Teizų  (Nr.25) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"39,21%",61,"38,03%",28,Teizų  (Nr.25) apylinkė  
Kristina MIŠKINIENĖ,,"47,63%",129,"46,94%",32,Šventežerio  (Nr.24) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"52,37%",136,"51,60%",41,Šventežerio  (Nr.24) apylinkė  
Kristina MIŠKINIENĖ,,"56,86%",147,"53,64%",52,Šeštokų  (Nr.23) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"43,14%",105,"40,70%",46,Šeštokų  (Nr.23) apylinkė  
Kristina MIŠKINIENĖ,,"40,50%",57,"38,94%",24,Stebulių  (Nr.22) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"59,50%",67,"57,21%",52,Stebulių  (Nr.22) apylinkė  
Kristina MIŠKINIENĖ,,"64,21%",343,"62,91%",93,Seirijų  (Nr.21) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"35,79%",165,"35,06%",78,Seirijų  (Nr.21) apylinkė  
Kristina MIŠKINIENĖ,,"73,17%",62,"70,87%",28,Seiliūnų  (Nr.20) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"26,83%",16,"25,98%",17,Seiliūnų  (Nr.20) apylinkė  
Kristina MIŠKINIENĖ,,"42,78%",55,"41,40%",22,Rudaminos  (Nr.19) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"57,22%",49,"55,38%",54,Rudaminos  (Nr.19) apylinkė  
Kristina MIŠKINIENĖ,,"60,71%",26,"60,71%",8,Petroškų  (Nr.18) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"39,29%",11,"39,29%",11,Petroškų  (Nr.18) apylinkė  
Kristina MIŠKINIENĖ,,"72,00%",40,"69,90%",32,Noragėlių  (Nr.17) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"28,00%",15,"27,18%",13,Noragėlių  (Nr.17) apylinkė  
Kristina MIŠKINIENĖ,,"52,38%",41,"51,16%",25,Nemajūnų  (Nr.16) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"47,62%",33,"46,51%",27,Nemajūnų  (Nr.16) apylinkė  
Kristina MIŠKINIENĖ,,"57,73%",43,"51,38%",13,Metelių  (Nr.15) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"42,27%",32,"37,61%",9,Metelių  (Nr.15) apylinkė  
Kristina MIŠKINIENĖ,,"55,82%",744,"53,92%",239,Lazdijų  (Nr.14) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"44,18%",509,"42,68%",269,Lazdijų  (Nr.14) apylinkė  
Kristina MIŠKINIENĖ,,"70,47%",126,"67,96%",84,Ricielių  (Nr.14) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"29,53%",42,"28,48%",46,Ricielių  (Nr.14) apylinkė  
Kristina MIŠKINIENĖ,,"54,37%",28,"52,34%",28,Vytautų  (Nr.13) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"45,63%",21,"43,93%",26,Vytautų  (Nr.13) apylinkė  
Kristina MIŠKINIENĖ,,"63,16%",38,"59,26%",10,Lipliūnų  (Nr.13) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"36,84%",18,"34,57%",10,Lipliūnų  (Nr.13) apylinkė  
Kristina MIŠKINIENĖ,,"53,78%",99,"52,53%",36,Kučiūnų  (Nr.12) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"46,22%",59,"45,14%",57,Kučiūnų  (Nr.12) apylinkė  
Kristina MIŠKINIENĖ,,"71,00%",377,"67,21%",76,Leipalingio  (Nr.12) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"29,00%",162,"27,45%",23,Leipalingio  (Nr.12) apylinkė  
Kristina MIŠKINIENĖ,,"71,43%",196,"69,54%",14,Neravų  (Nr.11) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"28,57%",76,"27,81%",8,Neravų  (Nr.11) apylinkė  
Kristina MIŠKINIENĖ,,"53,21%",65,"50,92%",18,Kuklių  (Nr.11) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"46,79%",53,"44,79%",20,Kuklių  (Nr.11) apylinkė  
Kristina MIŠKINIENĖ,,"50,49%",126,"47,71%",30,Krosnos  (Nr.10) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"49,51%",124,"46,79%",29,Krosnos  (Nr.10) apylinkė  
Kristina MIŠKINIENĖ,,"77,90%",350,"75,94%",13,Viečiūnų  (Nr.10) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"22,10%",88,"21,55%",15,Viečiūnų  (Nr.10) apylinkė  
Kristina MIŠKINIENĖ,,"64,76%",56,"63,55%",12,Švendubrės  (Nr.9) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"35,24%",30,"34,58%",7,Švendubrės  (Nr.9) apylinkė  
Kristina MIŠKINIENĖ,,"49,71%",63,"46,70%",22,Krikštonių  (Nr.9) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"50,29%",63,"47,25%",23,Krikštonių  (Nr.9) apylinkė  
Kristina MIŠKINIENĖ,,"77,11%",50,"76,19%",14,Grūto  (Nr.8) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"22,89%",16,"22,62%",3,Grūto  (Nr.8) apylinkė  
Kristina MIŠKINIENĖ,,"44,44%",58,"43,43%",18,Kirsnos  (Nr.8) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"55,56%",70,"54,29%",25,Kirsnos  (Nr.8) apylinkė  
Kristina MIŠKINIENĖ,,"57,62%",202,"56,60%",21,Ratnyčios  (Nr.7) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"42,38%",140,"41,62%",24,Ratnyčios  (Nr.7) apylinkė  
Kristina MIŠKINIENĖ,,"38,79%",70,"37,66%",20,A.Kirsnos  (Nr.7) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"61,21%",85,"59,41%",57,A.Kirsnos  (Nr.7) apylinkė  
Kristina MIŠKINIENĖ,,"52,92%",112,"49,24%",51,Kapčiamiesčio  (Nr.6) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"47,08%",93,"43,81%",52,Kapčiamiesčio  (Nr.6) apylinkė  
Kristina MIŠKINIENĖ,,"72,48%",356,"70,83%",47,Eglės  (Nr.6) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"27,52%",131,"26,89%",22,Eglės  (Nr.6) apylinkė  
Kristina MIŠKINIENĖ,,"45,65%",41,"45,00%",22,Dumblio  (Nr.5) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"54,35%",39,"53,57%",36,Dumblio  (Nr.5) apylinkė  
Kristina MIŠKINIENĖ,,"69,04%",768,"67,03%",84,Kalviškės  (Nr.5) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"30,96%",331,"30,06%",51,Kalviškės  (Nr.5) apylinkė  
Kristina MIŠKINIENĖ,,"72,85%",388,"69,84%",52,Kloniškių  (Nr.4) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"27,15%",136,"26,03%",28,Kloniškių  (Nr.4) apylinkė  
Kristina MIŠKINIENĖ,,"45,74%",34,"43,88%",9,Būdviečio  (Nr.4) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"54,26%",34,"52,04%",17,Būdviečio  (Nr.4) apylinkė  
Kristina MIŠKINIENĖ,,"62,62%",513,"60,41%",70,Atgimimo  (Nr.3) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"37,38%",317,"36,06%",31,Atgimimo  (Nr.3) apylinkė  
Kristina MIŠKINIENĖ,,"50,00%",10,"50,00%",16,Bugiedos  (Nr.3) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"50,00%",13,"50,00%",13,Bugiedos  (Nr.3) apylinkė  
Kristina MIŠKINIENĖ,,"50,68%",29,"48,68%",8,Bartelių  (Nr.2) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"49,32%",24,"47,37%",12,Bartelių  (Nr.2) apylinkė  
Kristina MIŠKINIENĖ,,"65,22%",401,"61,81%",36,Naujamiesčio  (Nr.2) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"34,78%",203,"32,96%",30,Naujamiesčio  (Nr.2) apylinkė  
Kristina MIŠKINIENĖ,,"48,86%",95,"47,32%",55,Avižienių  (Nr.1) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"51,14%",72,"49,53%",85,Avižienių  (Nr.1) apylinkė  
Kristina MIŠKINIENĖ,,"66,33%",335,"64,94%",65,Senamiesčio  (Nr.1) apylinkė  
Vaidas ŠALAŠEVIČIUS,,"33,67%",176,"32,95%",27,Senamiesčio  (Nr.1) apylinkė  
Irena DEGUTIENĖ,,"45,44%",221,"40,65%",18,Brolių  (Nr.458) apylinkė  
Neringa VENCKIENĖ,,"54,56%",269,"48,81%",18,Brolių  (Nr.458) apylinkė  
Irena DEGUTIENĖ,,"50,55%",257,"45,25%",19,Naujininkų  (Nr.457) apylinkė  
Neringa VENCKIENĖ,,"49,45%",262,"44,26%",8,Naujininkų  (Nr.457) apylinkė  
Irena DEGUTIENĖ,,"65,86%",662,"61,42%",48,Algirdo  (Nr.17) apylinkė  
Neringa VENCKIENĖ,,"34,14%",348,"31,83%",20,Algirdo  (Nr.17) apylinkė  
Irena DEGUTIENĖ,,"48,44%",397,"43,85%",38,Naugarduko  (Nr.16) apylinkė  
Neringa VENCKIENĖ,,"51,56%",440,"46,67%",23,Naugarduko  (Nr.16) apylinkė  
Irena DEGUTIENĖ,,"61,73%",482,"56,02%",39,Vytenio  (Nr.15) apylinkė  
Neringa VENCKIENĖ,,"38,27%",305,"34,73%",18,Vytenio  (Nr.15) apylinkė  
Irena DEGUTIENĖ,,"66,39%",592,"63,61%",46,Mindaugo  (Nr.13) apylinkė  
Neringa VENCKIENĖ,,"33,61%",300,"32,20%",23,Mindaugo  (Nr.13) apylinkė  
Irena DEGUTIENĖ,,"69,68%",990,"65,23%",83,S. Konarskio  (Nr.12) apylinkė  
Neringa VENCKIENĖ,,"30,32%",453,"28,39%",14,S. Konarskio  (Nr.12) apylinkė  
Irena DEGUTIENĖ,,"75,55%",507,"71,32%",40,Taurakalnio  (Nr.10) apylinkė  
Neringa VENCKIENĖ,,"24,45%",173,"23,08%",4,Taurakalnio  (Nr.10) apylinkė  
Irena DEGUTIENĖ,,"67,34%",243,"64,11%",25,Pamėnkalnio  (Nr.8) apylinkė  
Neringa VENCKIENĖ,,"32,66%",122,"31,10%",8,Pamėnkalnio  (Nr.8) apylinkė  
Irena DEGUTIENĖ,,"73,70%",616,"69,89%",34,Birutės  (Nr.7) apylinkė  
Neringa VENCKIENĖ,,"26,30%",218,"24,95%",14,Birutės  (Nr.7) apylinkė  
Irena DEGUTIENĖ,,"67,18%",356,"63,05%",33,Vytauto  (Nr.6) apylinkė  
Neringa VENCKIENĖ,,"32,82%",181,"30,79%",9,Vytauto  (Nr.6) apylinkė  
Irena DEGUTIENĖ,,"71,39%",493,"67,25%",41,Liubarto  (Nr.5) apylinkė  
Neringa VENCKIENĖ,,"28,61%",203,"26,95%",11,Liubarto  (Nr.5) apylinkė  
Irena DEGUTIENĖ,,"76,82%",372,"73,44%",29,Sėlių  (Nr.4) apylinkė  
Neringa VENCKIENĖ,,"23,18%",121,"22,16%",0,Sėlių  (Nr.4) apylinkė  
Irena DEGUTIENĖ,,"75,86%",931,"72,60%",81,Saltoniškių  (Nr.3) apylinkė  
Neringa VENCKIENĖ,,"24,14%",301,"23,10%",21,Saltoniškių  (Nr.3) apylinkė  
Irena DEGUTIENĖ,,"70,15%",1096,"67,04%",234,Gedimino  (Nr.2) apylinkė  
Neringa VENCKIENĖ,,"29,85%",389,"28,53%",177,Gedimino  (Nr.2) apylinkė  
Šarūnas BIRUTIS,,"52,78%",50,"51,08%",45,Vidutinės  (Nr.29) apylinkė  
Vilius CIBULSKAS,,"47,22%",53,"45,70%",32,Vidutinės  (Nr.29) apylinkė  
Milda PETRAUSKIENĖ,,"53,64%",271,"50,77%",24,Smėlio  (Nr.31) apylinkė  
Edmundas PUPINIS,,"46,36%",227,"43,89%",28,Smėlio  (Nr.31) apylinkė  
Vytautas SAULIS,,"57,75%",59,"55,03%",23,Panemunėlio  (Nr.42) apylinkė  
Aloyzas JOČYS,,"42,25%",53,"40,27%",7,Panemunėlio  (Nr.42) apylinkė  
Ričardas SARGŪNAS,,"41,14%",87,"40,46%",36,Viešintų  (Nr.37) apylinkė  
Jonas ŠIMĖNAS,,"58,86%",128,"57,89%",48,Viešintų  (Nr.37) apylinkė  
Aleksandras ZELTINIS,,"52,57%",162,"49,54%",53,Vabalninko  (Nr.32) apylinkė  
Ritas VAIGINAS,,"47,43%",168,"44,70%",26,Vabalninko  (Nr.32) apylinkė  
Antanas MATULAS,,"24,81%",23,"23,53%",9,Skaistgirių  (Nr.44) apylinkė  
Vytautas LIEPA,,"75,19%",85,"71,32%",12,Skaistgirių  (Nr.44) apylinkė  
Vitalijus GAILIUS,,"42,86%",42,"41,96%",18,Žvirblonių  (Nr.39) apylinkė  
Stasys TUMĖNAS,,"57,14%",63,"55,94%",17,Žvirblonių  (Nr.39) apylinkė  
Rima BAŠKIENĖ,,"35,33%",30,"34,30%",29,Žarėnų  (Nr.40) apylinkė  
Linas ANDRULIS,,"64,67%",83,"62,79%",25,Žarėnų  (Nr.40) apylinkė  
Algimantas SALAMAKINAS,,"67,72%",503,"66,63%",74,Eibariškių  (Nr.44) apylinkė  
Zita ŽVIKIENĖ,,"32,28%",253,"31,76%",22,Eibariškių  (Nr.44) apylinkė  
Edmundas JONYLA,,"75,00%",83,"72,97%",52,Didžiulių  (Nr.46) apylinkė  
Darius ULICKAS,,"25,00%",36,"24,32%",9,Didžiulių  (Nr.46) apylinkė  
Alma MONKAUSKAITĖ,,"25,62%",25,"25,20%",6,Žalpių  (Nr.41) apylinkė  
Izidorius ŠIMKUS,,"74,38%",69,"73,17%",21,Žalpių  (Nr.41) apylinkė  
Valentinas BUKAUSKAS,,"58,36%",152,"56,75%",12,Rainių  (Nr.33) apylinkė  
Vytautas KLEIVA,,"41,64%",97,"40,48%",20,Rainių  (Nr.33) apylinkė  
Saulius BUCEVIČIUS,,"78,22%",72,"75,24%",7,Jurdaičių  (Nr.34) apylinkė  
Zofija PAULIKIENĖ,,"21,78%",15,"20,95%",7,Jurdaičių  (Nr.34) apylinkė  
Kęstutis BARTKEVIČIUS,,"53,60%",393,"51,00%",39,Viekšnių  (Nr.38) apylinkė  
Laima NAGIENĖ,,"46,40%",322,"44,16%",52,Viekšnių  (Nr.38) apylinkė  
Audronė PITRĖNIENĖ,,"64,52%",32,"58,82%",8,Pievėnų  (Nr.35) apylinkė  
Gediminas ANUŽIS,,"35,48%",13,"32,35%",9,Pievėnų  (Nr.35) apylinkė  
Jolita VAICKIENĖ,,"70,65%",55,"70,65%",10,Leliūnų  (Nr.39) apylinkė  
Vaidotas BACEVIČIUS,,"29,35%",20,"29,35%",7,Leliūnų  (Nr.39) apylinkė  
