kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Saulius LAPĖNAS,Jurbarko (Nr.62) apygarda,56.05%,57,55.70%,31,Rutkiškių (Nr.10) apylinkė
Darius DRAGŪNAVIČIUS,Jurbarko (Nr.62) apygarda,43.95%,40,43.67%,29,Rutkiškių (Nr.10) apylinkė
Saulius LAPĖNAS,Jurbarko (Nr.62) apygarda,40.40%,35,40.20%,45,Kartupių (Nr.9) apylinkė
Darius DRAGŪNAVIČIUS,Jurbarko (Nr.62) apygarda,59.60%,71,59.30%,47,Kartupių (Nr.9) apylinkė
Saulius LAPĖNAS,Jurbarko (Nr.62) apygarda,48.46%,78,47.65%,64,Lybiškių (Nr.8) apylinkė
Darius DRAGŪNAVIČIUS,Jurbarko (Nr.62) apygarda,51.54%,115,50.67%,36,Lybiškių (Nr.8) apylinkė
Saulius LAPĖNAS,Jurbarko (Nr.62) apygarda,34.72%,37,33.78%,13,Pašaltuonio (Nr.7) apylinkė
Darius DRAGŪNAVIČIUS,Jurbarko (Nr.62) apygarda,65.28%,75,63.51%,19,Pašaltuonio (Nr.7) apylinkė
Saulius LAPĖNAS,Jurbarko (Nr.62) apygarda,58.78%,69,57.89%,85,Eržvilko (Nr.6) apylinkė
Darius DRAGŪNAVIČIUS,Jurbarko (Nr.62) apygarda,41.22%,65,40.60%,43,Eržvilko (Nr.6) apylinkė
Saulius LAPĖNAS,Jurbarko (Nr.62) apygarda,54.33%,79,53.91%,59,Žindaičių (Nr.5) apylinkė
Darius DRAGŪNAVIČIUS,Jurbarko (Nr.62) apygarda,45.67%,70,45.31%,46,Žindaičių (Nr.5) apylinkė
Saulius LAPĖNAS,Jurbarko (Nr.62) apygarda,66.52%,124,64.50%,25,Rotulių (Nr.4) apylinkė
Darius DRAGŪNAVIČIUS,Jurbarko (Nr.62) apygarda,33.48%,70,32.47%,5,Rotulių (Nr.4) apylinkė
Saulius LAPĖNAS,Jurbarko (Nr.62) apygarda,70.69%,279,68.91%,131,Jurbarkų (Nr.3) apylinkė
Darius DRAGŪNAVIČIUS,Jurbarko (Nr.62) apygarda,29.31%,107,28.57%,63,Jurbarkų (Nr.3) apylinkė
Saulius LAPĖNAS,Jurbarko (Nr.62) apygarda,64.63%,240,63.80%,109,Smalininkų (Nr.2) apylinkė
Darius DRAGŪNAVIČIUS,Jurbarko (Nr.62) apygarda,35.37%,159,34.92%,32,Smalininkų (Nr.2) apylinkė
Saulius LAPĖNAS,Jurbarko (Nr.62) apygarda,45.88%,143,44.40%,63,Viešvilės (Nr.1) apylinkė
Darius DRAGŪNAVIČIUS,Jurbarko (Nr.62) apygarda,54.12%,176,52.37%,67,Viešvilės (Nr.1) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,55.26%,52,52.07%,11,Dženčialaukos (Nr.40) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,44.74%,45,42.15%,6,Dženčialaukos (Nr.40) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,71.79%,73,71.79%,11,Kūlokų (Nr.39) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,28.21%,18,28.21%,15,Kūlokų (Nr.39) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,55.45%,142,54.55%,26,Meškučių (Nr.38) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,44.55%,99,43.83%,36,Meškučių (Nr.38) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,71.29%,54,67.29%,18,Liucinavo (Nr.37) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,28.71%,16,27.10%,13,Liucinavo (Nr.37) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,63.41%,42,61.90%,10,Varnupių (Nr.36) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,36.59%,24,35.71%,6,Varnupių (Nr.36) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,64.37%,131,63.46%,93,Balsupių (Nr.35) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,35.63%,78,35.13%,46,Balsupių (Nr.35) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,55.91%,56,53.02%,67,Valavičių (Nr.34) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,44.09%,48,41.81%,49,Valavičių (Nr.34) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,62.19%,117,61.54%,59,Netičkampio (Nr.33) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,37.81%,70,37.41%,37,Netičkampio (Nr.33) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,55.61%,182,53.44%,51,Liudvinavo (Nr.32) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,44.39%,134,42.66%,52,Liudvinavo (Nr.32) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,57.26%,67,55.87%,71,Želsvos (Nr.31) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,42.74%,61,41.70%,42,Želsvos (Nr.31) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,55.96%,38,54.95%,23,Buktos (Nr.30) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,44.04%,36,43.24%,12,Buktos (Nr.30) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,57.46%,65,56.83%,39,Padovinio (Nr.29) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,42.54%,37,42.08%,40,Padovinio (Nr.29) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,44.44%,38,42.98%,14,Daukšių (Nr.28) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,55.56%,36,53.72%,29,Daukšių (Nr.28) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,41.75%,23,41.35%,20,Daugirdų (Nr.27) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,58.25%,35,57.69%,25,Daugirdų (Nr.27) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,34.87%,47,33.74%,36,Gudelių (Nr.26) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,65.13%,71,63.01%,84,Gudelių (Nr.26) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,45.51%,50,44.65%,21,Šventragio (Nr.25) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,54.49%,59,53.46%,26,Šventragio (Nr.25) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,46.05%,123,44.90%,75,Igliaukos (Nr.24) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,53.95%,158,52.61%,74,Igliaukos (Nr.24) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,59.35%,76,58.60%,16,Igliškėlių (Nr.23) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,40.65%,41,40.13%,22,Igliškėlių (Nr.23) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,57.57%,157,56.56%,37,Patašinės (Nr.22) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,42.43%,101,41.69%,42,Patašinės (Nr.22) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,51.46%,119,50.26%,75,Baraginės (Nr.21) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,48.54%,121,47.41%,62,Baraginės (Nr.21) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,45.90%,39,44.44%,17,Smilgių (Nr.20) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,54.10%,48,52.38%,18,Smilgių (Nr.20) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,54.81%,94,51.12%,20,Puskelnių (Nr.19) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,45.19%,67,42.15%,27,Puskelnių (Nr.19) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,45.16%,87,43.63%,67,Sasnavos (Nr.18) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,54.84%,129,52.97%,58,Sasnavos (Nr.18) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,46.24%,75,43.88%,54,Šunskų (Nr.17) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,53.76%,97,51.02%,53,Šunskų (Nr.17) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,53.07%,78,51.91%,17,Aistiškių (Nr.17) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,46.93%,66,45.90%,18,Aistiškių (Nr.17) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,50.54%,171,49.34%,16,Mokolų kaimo (Nr.16) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,49.46%,149,48.28%,34,Mokolų kaimo (Nr.16) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,56.56%,59,56.56%,10,Kampinių (Nr.16) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,43.44%,41,43.44%,12,Kampinių (Nr.16) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,71.54%,60,70.99%,33,Akmenynų (Nr.15) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,28.46%,30,28.24%,7,Akmenynų (Nr.15) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,65.64%,59,64.85%,48,Tarprubežių (Nr.14) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,34.36%,30,33.94%,26,Tarprubežių (Nr.14) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,38.46%,71,37.11%,24,Jankų (Nr.14) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,61.54%,117,59.38%,35,Jankų (Nr.14) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,62.59%,46,56.49%,41,Jurgežerių (Nr.13) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,37.41%,14,33.77%,38,Jurgežerių (Nr.13) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,51.88%,70,51.23%,13,Būdos (Nr.13) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,48.13%,56,47.53%,21,Būdos (Nr.13) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,55.00%,37,53.23%,29,Brazavo (Nr.12) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,45.00%,30,43.55%,24,Brazavo (Nr.12) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,49.62%,35,48.87%,30,Bebruliškių (Nr.12) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,50.38%,26,49.62%,40,Bebruliškių (Nr.12) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,44.81%,50,44.09%,32,Liubavo (Nr.11) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,55.19%,43,54.30%,58,Liubavo (Nr.11) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,51.35%,98,50.94%,92,Ąžuolų Būdos (Nr.11) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,48.65%,72,48.26%,108,Ąžuolų Būdos (Nr.11) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,36.80%,25,36.80%,21,Salaperaugio (Nr.10) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,63.20%,25,63.20%,54,Salaperaugio (Nr.10) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,52.75%,39,52.46%,57,Plutiškių (Nr.10) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,47.25%,57,46.99%,29,Plutiškių (Nr.10) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,50.91%,40,49.56%,16,Radiškės (Nr.9) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,49.09%,38,47.79%,16,Radiškės (Nr.9) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,54.68%,90,54.15%,21,Jūrės (Nr.9) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,45.32%,67,44.88%,25,Jūrės (Nr.9) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,46.86%,75,45.34%,37,Sangrūdos (Nr.8) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,53.14%,103,51.42%,24,Sangrūdos (Nr.8) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,42.96%,89,42.18%,27,Jūrės (Nr.8) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,57.04%,99,56.00%,55,Jūrės (Nr.8) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,37.28%,52,36.02%,33,Višakio Rūdos (Nr.7) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,62.72%,88,60.59%,55,Višakio Rūdos (Nr.7) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,53.57%,108,52.45%,42,Jusevičių (Nr.7) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,46.43%,79,45.45%,51,Jusevičių (Nr.7) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,57.96%,59,54.82%,32,Mockų (Nr.6) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,42.04%,43,39.76%,23,Mockų (Nr.6) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,56.76%,79,54.44%,68,Antanavo (Nr.6) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,43.24%,61,41.48%,51,Antanavo (Nr.6) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,60.66%,62,60.66%,12,Sūsninkų (Nr.5) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,39.34%,28,39.34%,20,Sūsninkų (Nr.5) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,48.75%,87,47.18%,30,Bagotosios (Nr.5) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,51.25%,73,49.60%,50,Bagotosios (Nr.5) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,38.31%,99,37.54%,14,Liepų (Nr.4) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,61.69%,145,60.47%,37,Liepų (Nr.4) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,47.29%,42,46.56%,19,Brukų (Nr.4) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,52.71%,47,51.91%,21,Brukų (Nr.4) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,39.27%,177,38.14%,61,Mindaugo (Nr.3) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,60.73%,272,58.97%,96,Mindaugo (Nr.3) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,53.33%,130,52.17%,86,Jungėnų (Nr.3) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,46.67%,117,45.65%,72,Jungėnų (Nr.3) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,44.53%,271,43.62%,112,Pušų (Nr.2) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,55.47%,339,54.33%,138,Pušų (Nr.2) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,44.55%,225,43.51%,90,Kalvarijos Rytinė (Nr.2) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,55.45%,268,54.14%,124,Kalvarijos Rytinė (Nr.2) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,44.26%,202,43.16%,41,Kazlų Rūdos (Nr.1) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,55.74%,264,54.35%,42,Kazlų Rūdos (Nr.1) apylinkė
Vytautas Sigitas DRAUGELIS,Suvalkijos (Nr.63) apygarda,43.74%,253,42.73%,79,Kalvarijos Vakarinė (Nr.1) apylinkė
Juozas OLEKAS,Suvalkijos (Nr.63) apygarda,56.26%,306,54.95%,121,Kalvarijos Vakarinė (Nr.1) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,69.63%,105,67.73%,44,Briedžių (Nr.37) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,30.37%,45,29.55%,20,Briedžių (Nr.37) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,58.86%,215,56.80%,44,Girėnų (Nr.36) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,41.14%,145,39.69%,36,Girėnų (Nr.36) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,71.43%,64,70.06%,46,Ritinių (Nr.35) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,28.57%,17,28.03%,27,Ritinių (Nr.35) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,58.31%,140,57.06%,46,Giedručių (Nr.34) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,41.69%,116,40.80%,17,Giedručių (Nr.34) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,62.50%,111,59.91%,19,Išdagų (Nr.33) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,37.50%,60,35.94%,18,Išdagų (Nr.33) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,68.18%,43,65.22%,17,Duobiškių (Nr.32) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,31.82%,19,30.43%,9,Duobiškių (Nr.32) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,72.38%,379,69.45%,153,Pilviškių (Nr.31) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,27.62%,146,26.50%,57,Pilviškių (Nr.31) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,61.04%,71,58.39%,23,Gotlybiškių (Nr.31) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,38.96%,37,37.27%,23,Gotlybiškių (Nr.31) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,78.44%,212,76.29%,39,Slavikų (Nr.30) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,21.56%,52,20.97%,17,Slavikų (Nr.30) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,69.70%,144,68.40%,40,Žvirgždaičių (Nr.29) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,30.30%,50,29.74%,30,Žvirgždaičių (Nr.29) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,75.69%,99,75.34%,66,Keturnaujienos (Nr.28) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,24.31%,38,24.20%,15,Keturnaujienos (Nr.28) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,64.48%,92,58.42%,26,Veršių (Nr.27) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,35.52%,53,32.18%,12,Veršių (Nr.27) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,61.02%,135,59.87%,56,Sintautų (Nr.26) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,38.98%,102,38.24%,20,Sintautų (Nr.26) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,80.00%,167,78.48%,81,Sūdavos (Nr.25) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,20.00%,40,19.62%,22,Sūdavos (Nr.25) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,74.16%,102,73.18%,119,Liepalotų (Nr.25) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,25.84%,44,25.50%,33,Liepalotų (Nr.25) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,64.37%,329,63.73%,119,Lukšių (Nr.24) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,35.63%,176,35.28%,72,Lukšių (Nr.24) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,67.61%,69,63.16%,27,Mikytų (Nr.23) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,32.39%,29,30.26%,17,Mikytų (Nr.23) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,82.12%,88,80.52%,36,Daržininkų (Nr.23) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,17.88%,19,17.53%,8,Daržininkų (Nr.23) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,66.59%,202,64.08%,103,Lekėčių (Nr.22) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,33.41%,90,32.14%,63,Lekėčių (Nr.22) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,68.91%,136,68.04%,79,Gerdžiūnų (Nr.21) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,31.09%,63,30.70%,34,Gerdžiūnų (Nr.21) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,60.94%,173,59.00%,86,Kriūkų (Nr.20) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,39.06%,113,37.81%,53,Kriūkų (Nr.20) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,71.57%,205,69.69%,87,Sudargo (Nr.19) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,28.43%,75,27.68%,41,Sudargo (Nr.19) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,42.86%,38,42.15%,13,Valenčiūnų (Nr.18) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,57.14%,50,56.20%,18,Valenčiūnų (Nr.18) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,69.94%,71,67.86%,43,Voverių (Nr.17) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,30.06%,33,29.17%,16,Voverių (Nr.17) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,66.25%,269,63.66%,155,Kidulių (Nr.16) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,33.75%,126,32.43%,90,Kidulių (Nr.16) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,48.95%,96,48.75%,21,Paluobių (Nr.13) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,51.05%,91,50.83%,31,Paluobių (Nr.13) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,67.71%,105,67.24%,90,Patašinės (Nr.12) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,32.29%,54,32.07%,39,Patašinės (Nr.12) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,88.89%,110,88.89%,42,Degutinės (Nr.11) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,11.11%,15,11.11%,4,Degutinės (Nr.11) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,63.50%,167,62.03%,127,Griškabūdžio (Nr.10) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,36.50%,108,35.65%,61,Griškabūdžio (Nr.10) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,56.05%,126,53.79%,101,Plokščių (Nr.9) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,43.95%,114,42.18%,64,Plokščių (Nr.9) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,58.37%,401,56.80%,171,Gelgaudiškio (Nr.8) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,41.63%,286,40.52%,122,Gelgaudiškio (Nr.8) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,77.61%,123,76.14%,78,Panovių (Nr.7) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,22.39%,39,21.97%,19,Panovių (Nr.7) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,75.00%,82,74.23%,62,Būblelių (Nr.6) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,25.00%,29,24.74%,19,Būblelių (Nr.6) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,82.89%,124,82.45%,31,Baltrušių (Nr.5) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,17.11%,19,17.02%,13,Baltrušių (Nr.5) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,84.55%,143,83.41%,43,Barzdų (Nr.4) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,15.45%,27,15.25%,7,Barzdų (Nr.4) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,46.97%,199,45.29%,80,Aušros (Nr.3) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,53.03%,252,51.14%,63,Aušros (Nr.3) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,52.66%,338,50.31%,147,Varpo (Nr.2) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,47.34%,324,45.23%,112,Varpo (Nr.2) apylinkė
Jonas RAMONAS,Šakių (Nr.64) apygarda,52.94%,329,50.47%,103,Žiburio (Nr.1) apylinkė
Arvydas VIDŽIŪNAS,Šakių (Nr.64) apygarda,47.06%,289,44.86%,95,Žiburio (Nr.1) apylinkė
Viktoras MUNTIANAS,Kauno - Kėdainių (Nr.65) apygarda,45.01%,320,43.84%,36,Žalgirio (Nr.48) apylinkė
Petras MIKELIONIS,Kauno - Kėdainių (Nr.65) apygarda,54.99%,380,53.57%,55,Žalgirio (Nr.48) apylinkė
Viktoras MUNTIANAS,Kauno - Kėdainių (Nr.65) apygarda,42.09%,285,40.78%,69,Vilkijos (Nr.46) apylinkė
Petras MIKELIONIS,Kauno - Kėdainių (Nr.65) apygarda,57.91%,380,56.11%,107,Vilkijos (Nr.46) apylinkė
