apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Daugiamandatė,1958.03.01,Ištekėjusi,Nebuvo,"UAB ""GESINA"", direktoriaus pavaduotoja finansams ir ekonomikai",Genovaitė SINSKIENĖ,"Klaipėdos r. sav., Agluonėnų k.",Aukštasis;Klaipėdos universitetas;Vadyba ir verslo administravimas,Aerobika,"LIETUVA, Tauragė",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Daugiamandatė,1959.07.13,Ištekėjusi,Nebuvo,"Pagrindinė mokykla ""Vilija"", direktorė",Sofija MATAREVIČ,Vilnius,Aukštasis;Vilniaus pedagoginis universitetas;socialinė pedagogika ir psichologija,Turizmas,"BALTARUSIJA, Gardino sritis",Liberalų ir centro sąjunga,Lenkas (-ė),,Anglų;Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1959.05.01,,Nebuvo,"UAB ""Vesiga"", direktorius",Saulius GRINKEVIČIUS,"Kėdainių r. sav., Pelėdnagių k.",Aukštasis; ; ,,LIETUVA,Liberalų ir centro sąjunga,Lietuvis (-ė),,,Nėra,Neturi
Daugiamandatė,1958.02.07,Vedęs,Nebuvo,"Vilniaus universitetas, docentas, Vaikų psichiatrijos ir socialinės pediatrijos centro vedėjas",Dainius PŪRAS,Vilnius,Aukštasis;Vilniaus universitetas;medicina,,"LIETUVA, Vilnius",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Vokiečių;Rusų,Nėra,Neturi
Daugiamandatė,1944.11.18,Vedęs,Nebuvo,"Kaišiadorių psichikos sveikatos centras, direktorius",Vytautas VYČINAS,"Kaišiadorių r. sav., Padūmio k.",Aukštasis;Vilniaus valstybinis universitetas;teisininkas;Aukštesnysis;Ukmergės ŽŪ technikumas;technikas mechanikas,Gamta,"LIETUVA, Panevėžys",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1977.01.25,Netekėjusi,Nebuvo,"UAB ""Lindra"", konsultantė",Aida PODINSKAITĖ,Vilnius,Aukštasis;Vilniaus universitetas;soc. darbas,Knygų skaitymas,"LIETUVA, Biržai",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Nevėžio,1963.03.31,Vedęs,Nebuvo,"UAB ""Urėdijų servisas"", direktorius",Ramūnas VYŽINTAS,Panevėžys,Aukštasis;VISI (dabartinis VGTU);inžinierius,Aviacija,"LIETUVA, Šiaulių raj.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Daugiamandatė,1946.11.27,Vedęs,Nebuvo,"Šiaulių  universitetas, rektorius",Vincas LAURUTIS,Šiauliai,Aukštasis;Kauno politechnikos institutas;elektroinžinierius,Kelionės,"LIETUVA, Šiauliai",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Kauno kaimiškoji,1972.05.19,Vedęs,Nebuvo,"AB bankas NORD/LB Lietuva, kreditų analitikas",Mindaugas KUKLIERIUS,Garliava,"Aukštasis;Pietų Danijos universitetas Odensėje;Europos studijų programa;Aukštasis;Ilinojaus universitetas JAV;žemės ūkio verslo ekonomika;Aukštasis;Lietuvos žemės ūkio universitetas, magistras;ekonomika ir organizavimas;Aukštasis;Pietų Ilinojaus universitetas JAV;žemės ūkio verslo ekonomika",Kelionės,"LIETUVA, Garliava, Kauno rajonas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Vokiečių;Danų,Nėra,Neturi
Daugiamandatė,1960.02.04,Vedęs,Nebuvo,"UAB ""Jundos stalių gaminiai"", direktorius",Gediminas JEGELEVIČIUS,Alytus,Aukštasis;Vilniaus universitetas;materialinio-techninio aprūpinimo ekonomika ir planavimas,Sportiniai šokiai,"LIETUVA, Vabalių km., Alytaus raj.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Daugiamandatė,1963.04.29,Vedęs,Nebuvo,"UAB ""Vėtrija"", direktoriaus pavaduotojas",Gediminas DAUKŠYS,Alytus,Aukštasis;Vilniaus Universitetas;Ekonomistas;Vidurinis;Alytaus Dainavos (5-oji) mokykla; ,Žvejyba,"LIETUVA, Alytaus miestas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Lenkų,Nėra,Neturi
Biržų - Kupiškio,1967.01.05,Vedęs,Nebuvo,Liberalų ir centro sąjungos Panevėžio apskrities koordinatorius,Kęstutis SLAVINSKAS,Biržai,Aukštasis;Kūno kultūros akademija;pedagogas,Dviračių turizmas,"LIETUVA, Biržų raj., Bajoriškių km.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Danės,1956.12.01,Vedęs,Nebuvo,Klaipėdos universitetas. Menų fakultetas. Džiazo muzikos katedros vedėjas. Docentas.,Vytautas GRUBLIAUSKAS,"Klaipėdos r. sav., Kvietinių k.",Aukštasis;Klaipėdos valstybines konservatorijos Klaipėdos fakultetas;estradinės muzikos,Automobilizmas,"LIETUVA, Klaipėda",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Lenkų;Latvių,Nėra,Neturi
Daugiamandatė,1959.10.08,Vedęs,Nebuvo,"Radviliškio rajono seniūnija, seniūnas",Leonas GRIGALIŪNAS,Radviliškis,Aukštasis;Šiaulių universitetas;verslo administravimas;Aukštesnysis;Kauno A.Kvedaro miškų technikumas;miškų ūkio technikas,Gamta,"LIETUVA, Pasvalio r., Vaškų m.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Daugiamandatė,1957.11.05,Išsiskyręs,Nebuvo,"Vilniaus universitetas, docentas",Albinas KUNCEVIČIUS,Vilnius,Aukštasis;Vilniaus universitetas;archeologas,,"LIETUVA, Marijampolė",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Lenkų;Rusų,Nėra,Neturi
Akmenės - Joniškio,1953.04.30,Vedęs,Nebuvo,"Akmenės rajono savivaldybės administracija, mero pavaduotojas",Apolinaras NICIUS,Venta,Aukštasis;Šiaulių universitetas;viešasis administravimas;Aukštasis;Vilniaus valstybinis pedagoginis institutas;Vidurinės mokyklos geografijos mokytojas,Mėgėjų menas,"LIETUVA, Kairiškių km., Akmenės raj.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Kretingos,1955.06.14,Vedęs,Nebuvo,"VšĮ Kretingos ligoninė, bendrosios chirurgijos sk. vedėjas",Vytautas KARALIŪNAS,Kretinga,Aukštasis;Vilniaus universitetas;gydytojas,,"LIETUVA, Dvylių k., Klaipėdos raj.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų;Vokiečių,Nėra,Neturi
Daugiamandatė,1959.10.28,Išsiskyrusi,Nebuvo,"Kauno apskrities valstybinė mokesčių inspekcija,  poskyrio vedėja",Adelė ECHODIENĖ,Kaunas,Aukštasis;Kauno technologijos universitetas;bankų ir finansinių institucijų vadyba;Aukštasis;Kauno technologijos universitetas;Inžinierė-ekonomistė,Bendravimas su žmonėmis,"LIETUVA, Raseiniai",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Marijampolės,1962.11.05,Vedęs,Nebuvo,"UAB ""Lavirda"", direktorius
",Virgilijus ŽIBŪDA,Marijampolė,Aukštasis;Lietuvos žemės ūkio akademija;agronomas,Krepšinis,"LIETUVA, Marijampolės r., Netičkampio k.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Lenkų,Nėra,Neturi
Dainų,1962.01.03,Vedęs,Nebuvo,"UAB Šiaulių MAX'as, įmonės vadovas",Laimontas DINIUS,Šiauliai,Nebaigtas aukštasis;Šiaulių universitetas; ;Nebaigtas aukštasis;VU -TSPMI; ,Kelionės,"LIETUVA, Šiauliai",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Vokiečių;Latvių,Nėra,Neturi
Mažeikių,1953.09.07,Ištekėjusi,Nebuvo,"Mažeikių politechnikos mokykla, mokytoja",Stasė ČUPKOVIENĖ,Mažeikiai,"Nebaigtas aukštasis;KTU, magistrantūra;viešasis administravimas;Aukštasis;Vilniaus universitetas;matematikė, matematikos mokytoja;Specialus vidurinis;Klaipėdos pedagoginė mokykla;pradinių klasių mokytoja",Kelionės,"LIETUVA, Šilalės raj., Deblių k.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Daugiamandatė,1949.11.26,Ištekėjusi,Nebuvo,"Lietuvos teatro, muzikos ir kino muziejus, direktorė",Regina LOPIENĖ,Vilnius,"Aukštasis;Vilniaus valstybinis universitetas, istorijos fakultetas;istorikė",Knygų skaitymas,"LIETUVA, Anykščiai",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1956.04.25,Ištekėjusi,Nebuvo,Vilniaus pedagoginio  universiteto socialinės komunikacijos instituto direktorė,Giedrė KVIESKIENĖ,Vilnius,Aukštasis;Vilniaus pedagoginis universitetas;istorijos mokytoja,Gamta,"LIETUVA, Telšių raj. Varniai",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1955.04.23,Vedęs,Nebuvo,"Telšių apskrities viršininko administracija, apskrities gydytojas",Antanas MARTUSEVIČIUS,Telšiai,"Aukštasis;Kauno technologijos universitetas, magistrantūra;viešasis administravimas;Aukštasis;Kauno medicinos institutas;Gydytojas",Gamta,"LIETUVA, Plungės r. Milašaičių k.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Panemunės,1942.07.23,Nevedęs,Nebuvo,"LR Seimas, Seimo narys",Romanas Algimantas SEDLICKAS,Vilnius,"Doktorantūra;University of the state of New York at Buffalo, New York, JAV;Juris doctor ( teisės daktaras);Aukštasis;Fordham university, New York City,New York (JAV);Filosofija (bakalauras)",Alpinizmas,"LIETUVA, Vievis",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Vokiečių;Rusų,Nėra,Neturi
Daugiamandatė,1954.09.04,Vedęs,Nebuvo,"AB ""Autrolis"", bendrųjų reikalų direktorius",Arvydas AUGONIS,Kaunas,Aukštasis;Kauno politechnikos institutas;šiluminės pramonės energetikos inžinierius;Vidurinis;Kauno m. 7-oji vid. m-la; ,Kelionės,"LIETUVA, Kaunas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Kalniečių,1952.06.11,Vedęs,Nebuvo,"Lietuvos Respublikos  Seimas, Seimo narys, švietimo, mokslo ir kultūros komiteto narys",Jonas JUČAS,Kaunas,Aukštasis;Lietuvos valstybinė konservatorija - dabar Lietuvos muzikos akademija;Kultūros - švietimo darbo;Specialus vidurinis;Kauno J. Gruodžio aukštesnioji muzikos mokykla;Muzikos teorijos,Kelionės,"LIETUVA, Kauno m.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Vokiečių;Rusų,Nėra,Neturi
Ignalinos - Švenčionių,1959.12.17,Vedęs,Nebuvo,"UADB ""Baltikums draudimas"", agentūros vadovas",Kęstutis TRAPIKAS,Švenčionys,"Aukštasis;Vilniaus universitetas, magistras;verslo administrav. ir vadyba;Aukštasis;Kauno politechnikos institutas;inžinierius",Krepšinis,"LIETUVA, Švenčionys",Liberalų ir centro sąjunga,Lietuvis (-ė),,Vokiečių;Rusų,Nėra,Neturi
Zarasų - Visagino,1959.02.06,Išsiskyrusi,Nebuvo,"Visagino savivaldybė, mero pavaduotoja",Dalia ŠTRAUPAITĖ,Visaginas,Aukštasis;Vilniaus valstybinis universitetas;Istorija-bibliografija,Astrologija,"LIETUVA, Ignalinos raj., Dūkštas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Vokiečių;Rusų,Nėra,Neturi
Rokiškio,1964.08.21,Vedęs,Nebuvo,"Rokiškio ""Romuvos""gimnazija, direktorius",Gediminas MATIEKUS,Rokiškis,Aukštasis;Šiaulių pedagoginis universitetas;liet. k. ir lit. mokytojas;Aukštasis;Vilniaus pedagoginis universitetas;rusų k. ir lit. mokytojas,Literatūra,"LIETUVA, Čibilių k., Rokiškio r.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Vokiečių;Rusų,Nėra,Neturi
Jonavos,1970.09.25,Vedęs,Nebuvo,"LR Seimas, Seimo narys",Jonas ČEKUOLIS,Jonava,"Aukštasis;Arhus universiettas, Danija;politikos mokslai;Aukštasis;Vilniaus universitetas;Istorija;Vidurinis;Vilniaus S. Nėries vid. m-kla; ",Sporto statistika,"LIETUVA, Vilnius",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Lenkų;Danų,Nėra,Neturi
Aleksoto -  Vilijampolės,1944.02.11,Vedęs,Nebuvo,"UAB ""Automobilių stovėjimo aikštelės"", rinkliavos vadovas",Gediminas BUDNIKAS,Kaunas,"Nebaigtas aukštasis;KTU soc.mokslų fakultetas, viešasis administravimas, magistrantūra, I kursas; ;Aukštasis;Vilniaus valstybinis universitetas;ekonomistas;Aukštesnysis;Kauno pramonės technikumas;mėsos ir paukštienos technologas;Vidurinis;Kauno prof. techn. mokykla Nr.4;šaltkalvis-tekintojas",Buvimas gamtoje,"LIETUVA, Ukmergė",Liberalų ir centro sąjunga,Lietuvis (-ė),,Lenkų;Rusų,Nėra,Neturi
Daugiamandatė,1947.03.24,Vedęs,Nebuvo,"Aplinkos ministerija, Bendrųjų reikalų departamento direktorius",Vidmantas ADOMONIS,Vilnius,Aukštasis;Kauno medicinos institutas;biofizika,Kelionės,"LIETUVA, Kaunas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Vokiečių;Prancūzų,Nėra,Neturi
Kaišiadorių - Elektrėnų,1946.11.04,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Juozas MATULEVIČIUS,Kaišiadorys,Aukštasis;Kauno medicinos institutas;Gydytojas,Šachmatai,"LIETUVA, Sutartiškių kaimas, Žiežmarių apyl., Kaišiadorių rajonas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Pakruojo - Joniškio,1955.07.28,Išsiskyręs,Nebuvo,"VšĮ Joniškio socialinių paslaugų ir užimtumo centras, direktorius",Marcijonas URMONAS,Joniškis,Specialus vidurinis;Joniškėlio ŽŪT;technikas-mechanikas;Aukštasis;Vilniaus universitetas;ekonomistas,Muzika,"LIETUVA, Satkūnų k., Joniškio r.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Karoliniškių,1968.02.21,Vedęs,Nebuvo,"LR Seimas, Seimo narys",Arminas LYDEKA,Vilnius,"Aukštasis;Maskvos valstybinis V. Lomonosovo universitetas, Tarptautinių santykių katedra;Tarptautinių santykių politologas;Aukštasis;MVLU Socialinių mokslų fakultetas;Politologija",Automobiliai,"LIETUVA, Alytus",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Prancūzų,Nėra,Neturi
Daugiamandatė,1953.01.02,Ištekėjusi,Nebuvo,"Klaipėdos miesto savivaldybė, mero pavaduotoja",Audra DAUJOTIENĖ,Klaipėda,Aukštasis;Kauno politechnikos institutas;inžinierė,Kelionės,"RUSIJA, Krasnojarsko kraštas, Tuvos autonominė sritis",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų,Nėra,Neturi
Pajūrio,1957.10.23,Našlys,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Raimundas PALAITIS,Palanga,Aukštasis;Vilniaus universitetas;Matematikas,Jūra,"LIETUVA, Palanga",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Kauno - Kėdainių,1964.03.04,Vedęs,Nebuvo,"VĮ registrų centro Kauno filialas, direktorius",Alvydas BANEVIČIUS,Kaunas,Aukštasis;Lietuvos žemės ūkio akademija;inžinierius-hidrotechnikas,Muzika,"LIETUVA, Kėdainiai",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Vilkaviškio,1957.02.12,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Stasys KRUŽINAUSKAS,Vilkaviškis,Aukštesnysis;Kauno žemės ūkio technikumas;topografas,Dviračių sportas,"RUSIJA, Kaliningrado sritis",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Esperanto,Nėra,Neturi
Plungės - Rietavo,1964.05.15,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Audrius KLIŠONIS,"Plungės r. sav., Alsėdžių mstl.",Aukštasis;Kauno medicinos institutas;Provizorius,Automobilių sportas,"LIETUVA, Rokiškio m.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Vokiečių;Rusų,Nėra,Neturi
Prienų,1959.09.28,Vedęs,Nebuvo,"Kultūros paveldo centras, direktorius",Vitas KARČIAUSKAS,Vilnius,Aukštasis;Vilniaus inžinerinis statybos institutas;miestų statybos inžinierius,Fotografavimas,"LIETUVA, Alytaus r. Aleknonių k.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Prancūzų;Rusų,Nėra,Neturi
Daugiamandatė,1976.10.02,Nevedęs,Nebuvo,Individuali konsultacinė veikla,Andrius ROMANOVSKIS,Vilnius,Aukštasis;VU Tarptautinių santykių ir politikos mokslų institutas;Tarptautiniai santykiai ir diplomatija;Aukštasis;VU Tarptautinių santykių ir politikos mokslų institutas;Politikos mokslai,Tarptautinė politika,"LIETUVA, Vilnius",Liberalų ir centro sąjunga,Karaimas (-ė),,Anglų;Rusų;Lenkų,Nėra,Neturi
Šilainių,1957.08.31,Vedęs,Nebuvo,"Kauno miesto savivaldybė, Kauno m. mero pavaduotojas",Erikas TAMAŠAUSKAS,Kaunas,Nebaigtas aukštasis;Kauno medicinos institutas;nebaigtas;Nebaigtas aukštasis;Kauno techn. universitetas;studijuoju;Vidurinis;Kauno m. IV vid. mokykla; ,Golfas,"LIETUVA, Vilniaus miestas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Aušros,1944.03.20,Vedęs,Nebuvo,"UAB ""Rūdė"", ekonomikos direktorius",Vaclovas VINGRAS,Šiauliai,Aukštasis;Kauno politechnikos institutas;Pramoninė ir civilinė statyba,Dailė,"LIETUVA, Šiauliai",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Daugiamandatė,1954.01.20,Ištekėjusi,Nebuvo,"UAB ""Europos kinas"", direktorė",Vida RAMAŠKIENĖ,Vilnius,Aukštasis;Vilniaus valstybinis pedagoginis institutas;Istorijos mokytoja,Kelionės,"LIETUVA, Preinų raj., Dukurnonių k.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų;Prancūzų,Nėra,Neturi
Naujosios Vilnios,1964.02.25,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys, socialinio draudimo pakomitečio pirmininkas",Artūras MELIANAS,Vilnius,Aukštasis;Vilniaus universitetas;Soc. darbas;Aukštasis;Vilniaus universitetas;Ekonomistas,Kelionės,"LIETUVA, Panevėžio miestas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų;Lenkų;Anglų,Nėra,Neturi
Šilutės - Pagėgių,1946.07.22,Vedęs,Nebuvo,"LR Seimas, Seimo narys",Virginijus MARTIŠAUSKAS,"Širvintų r. sav., Klišabalės k.",Aukštasis;Vilniaus universitetas;Žurnalistas,Darbas,"LIETUVA, Kaunas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Lenkų,Nėra,Neturi
Jurbarko,1962.03.14,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Saulius LAPĖNAS,Jurbarkas,"Aukštasis;Vilniaus inžinerinis statybos institutas, architektūros fakultetas;Architektas",Muzika,"LIETUVA, Mažeikiai",Liberalų ir centro sąjunga,Lietuvis (-ė),,Vokiečių;Rusų;Lenkų,Nėra,Neturi
Saulės,1937.02.16,Vedęs,Nebuvo,"Šiaulių miesto savivaldybė, mero pavaduotojas",Kazimieras ŠAVINIS,Šiauliai,Aukštasis;Kauno politechnikos institutas;Inžinierius-kelininkas,,"LIETUVA, Kaliekių k., Utenos raj.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Antakalnio,1955.09.08,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, narys",Gintautas BABRAVIČIUS,Vilnius,Aukštasis;Vilniaus inžinerinis statybos institutas;Inžinierius statybininkas,Futbolas,"LIETUVA, Klaipėdos m.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Šiaulių kaimiškoji,1963.06.11,Išsiskyrusi,Nebuvo,"LR Seimas, Seimo narė",Ilona STULPINIENĖ,Vilnius,Aukštasis;Muzikos akademija;Pedagogė,Kelionės,"LIETUVA, Šiauliai",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Varėnos - Eišiškių,1962.12.20,Vedęs,Nebuvo,"LR Seimas, nacionalinio saugumo ir gynybos komiteto pirmininko pavaduotojas",Algis KAŠĖTA,Vilnius,Aukštasis;Vilniaus universitetas;Istorikas,Grožinė literatūra,"LIETUVA, Mergežerio kaimas, Varėnos sen., Varėnos raj.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Lenkų,Nėra,Neturi
Vakarinė,1960.05.16,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Gintaras ŠILEIKIS,Panevėžys,Aukštasis;Vilniaus pedagoginis universitetas;istorija-teisė,Kelionės,"LIETUVA, Anykščių rajonas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Daugiamandatė,1965.11.08,Ištekėjusi,Nebuvo,"Tarptautinė komisija nacių ir sovietinio okupacinių režimų nusikaltimams Lietuvoje įvertinti, švietimo programų koordinatorė",Snieguolė Margarita MATONIENĖ,Vilnius,Aukštasis;VU;istorijos ir visuomenės mokslų dėstytoja,Darbas kaime,"LIETUVA, Kaunas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Naujamiesčio,1937.02.11,Vedęs,Nebuvo,"LR Seimas,  Seimo narys",Algirdas GRICIUS,Vilnius,Aukštasis;Šiaulių pedagoginis institutas (universitetas);Fizika,Detektyvai,"LIETUVA, Klaipėda",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Justiniškių,1962.08.01,Vedęs,Nebuvo,"Vilniaus miesto Jono Basanavičiaus vid. m-kla, direktorius",Rimantas REMEIKA,Vilnius,Aukštasis;Vilniaus pedagoginis universitetas;socialiniai  mokslai;Aukštasis;Vilniaus pedagoginis institutas;darbų mokytojas,Darbas sodyboje,"LIETUVA, Šiaulių raj. Sereikių k.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Centro,1958.08.04,Vedęs,Nebuvo,"LR Seimas, LR Seimo narys, LR Seimo Valstybės ir savivaldybių valdymo komiteto p-ko pavaduotojas",Klemensas RIMŠELIS,Kaunas,Aukštasis;Kauno technologijos universitetas (KPI);tiksliosios mechanikos inžinierius,Įvairūs rankdarbiai,"LIETUVA, Kaunas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Lenkų,Nėra,Neturi
Aukštaitijos,1955.09.08,Vedęs,Nebuvo,"UAB ""Pas Katiną"", UAB ""Katinėlis"", direktorius ir pavaduotojas",Jonas KATINAS,"Panevėžio r. sav., Vaivadų k.",Aukštasis;KPI Panevėžio fakultetas;inžinierius statybininkas;Specialus vidurinis;Panevėžio politechnikumas;inžinierius statybininkas;Nebaigtas vidurinis;Balninkų vid. m-la (8 kl.); ,Turizmas,"LIETUVA, Petrikiškių k. Balninkų sen. Molėtų r.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Telšių,1970.03.03,Vedęs,Nebuvo,"Liberalų ir centro sąjungos sekretoriatas, Liberalų ir centro sąjungos centrinio rinkimų štabo vadovas",Žilvinas ŠILGALIS,Telšiai,Aukštasis;KTU;inžinierius ekologas,Krepšinis,"LIETUVA, Kaunas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų,Nėra,Neturi
Ukmergės,1956.08.20,Vedęs,Nebuvo,"Vilniaus Gedimino technikos universitetas, docentas",Regimantas ČIUPAILA,Vilnius,Aukštasis;Vilniaus universitetas;Matematika,,"LIETUVA, Kaunas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų;Lenkų,Nėra,Neturi
Fabijoniškių,1966.10.27,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Raimondas ŠUKYS,Vilnius,Aukštasis;Vilniaus universitetas;Teisininkas,Darbas sode,"LIETUVA, Šiauliai",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Baltijos,1948.10.17,Vedęs,Nebuvo,"UAB ""Hondera"", direktorius",Vytautas ČEPAS,Klaipėda,Aukštasis;Vilniaus universitetas;psichologija,Literatūra,"LIETUVA, Šiauliai",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų,Nėra,Neturi
Žaliakalnio,1944.11.27,Ištekėjusi,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narė",Dalia TEIŠERSKYTĖ,Kaunas,Aukštasis;Vilniaus universitetas;Žurnalistika,Gamta,"LIETUVA, Leonavos km., Šiluvos valsč., Raseinių raj.",Liberalų ir centro sąjunga,Lietuvis (-ė),,Vokiečių;Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1956.10.01,Vedęs,Nebuvo,"Techninių paslaugų kooperatinė bendrovė ""Kotenas"", direktorius, valdybos pirmininkas",Antanas KLIUNKA,Vilnius,Aukštasis;Kauno politechnikos institutas;radijo aparatūros gamyba ir konstravimas,Karatė,"LIETUVA, Raseinių raj., Aušgirio kaimas",Liberalų ir centro sąjunga,Lietuvis (-ė),,Rusų;Vokiečių;Anglų,Nėra,Neturi
Pramonės,1960.02.29,Ištekėjusi,Nebuvo, ,Violeta BOREIKIENĖ,Kaunas,Aukštasis;VDU;biznio ir vadybos magistras;Aukštasis;VU;prekių mokslo ir prekybos organizavimo,Lauko tenisas,"LIETUVA, Tauragė",Liberalų ir centro sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
