kandidatas,mokesciai,gautos_paskolos,turtas,suteiktos_paskolos,gryni_pinigai,vertybiniai_popieriai,gautos_pajamos
ZITA    UŽLYTĖ,12480.00,0.0,0.0,0.0,150000.0,0.0,83202.69
LAIMA    ŠALKAUSKIENĖ,7078.00,7498.0,279150.0,0.0,0.0,0.0,49287.29
VALENTINAS    STUNDYS,16626.00,0.0,75500.0,0.0,50000.0,0.0,111442.01
TADEUŠ    POLITO,0.00,0.0,68006.0,0.0,0.0,0.0,2727.75
IRENA    MALINAUSKIENĖ,0.00,0.0,803000.0,0.0,21000.0,0.0,0.00
RASA    LUCINAVIČIENĖ,10263.00,0.0,50000.0,0.0,6864.0,80000.0,70217.07
RIMANTAS    KLIPČIUS,0.00,470000.0,458898.0,0.0,138375.0,0.0,410555.72
ZBIGNEV    JEDINSKIJ,8259.00,0.0,23000.0,0.0,52800.0,0.0,55058.04
PETRAS    ČIMBARAS,3859.00,0.0,772800.0,0.0,114992.0,40400.0,29970.11
STASYS    BAJERČIUS,5261.00,2000.0,122625.0,0.0,0.0,0.0,35529.45
VIOLETA    PODOLSKAITĖ,5961.00,0.0,421900.0,0.0,15000.0,0.0,40343.01
ŽIVILĖ    PINSKUVIENĖ,0.00,0.0,1004500.0,175000.0,480000.0,10000.0,4907.78
KĘSTUTIS    PAKALNIS,14359.00,0.0,581167.0,190109.0,431734.0,10700.0,99422.16
JONAS    NAUJALIS,8557.00,0.0,47114.0,0.0,23758.0,0.0,57044.47
ARŪNAS    MALIAUKA,0.00,86200.0,191800.0,0.0,0.0,178624.0,4811.60
AUŠRINĖ    MAIŽIEŠIENĖ,3548.00,0.0,91350.0,0.0,0.0,0.0,28508.98
KĘSTUTIS    JASEVIČIUS,7029.00,15000.0,147500.0,15000.0,0.0,0.0,49330.45
ČESLAV    JAKOVIČ,0.00,0.0,277407.0,0.0,7748.0,5000.0,37574.73
AUDRONĖ    ČEKAUSKIENĖ,3054.00,0.0,370066.0,0.0,10000.0,10000.0,25067.84
ANTANAS    BUROKAS,4447.00,0.0,290000.0,0.0,0.0,0.0,52399.05
JONAS    BUDREVIČIUS,8013.00,0.0,482158.0,0.0,426375.0,587170.0,78855.01
ALVYDAS    AUGUSTINAITIS,7714.00,189124.0,469700.0,0.0,7152.0,100.0,54535.28
ALFREDAS    ASTIKAS,85.00,200000.0,440000.0,54000.0,55000.0,0.0,63482.30
EGIDIJUS    VILIMAS,7846.00,0.0,22756.0,0.0,42592.0,0.0,52308.86
ALVYDAS    ŽALA,4225.00,0.0,6500.0,0.0,30000.0,7500.0,30971.45
ALEKSANDRAS    ZELTINIS,0.00,0.0,157000.0,0.0,230000.0,0.0,4212.74
PRANCIŠKUS ALFREDAS    ŠLIUŽAS,0.00,0.0,75200.0,0.0,40000.0,0.0,7238.22
STASYS    TUMĖNAS,8160.00,0.0,493200.0,0.0,15000.0,0.0,54400.07
INGRIDA    VENCIUVIENĖ,6092.00,0.0,43091.0,0.0,98000.0,0.0,43710.03
ZITA    ŽVIKIENĖ,6461.00,0.0,53774.0,0.0,138645.0,0.0,46297.25
KĘSTUTIS    VIRBICKAS,94062.00,1000000.0,1607797.0,1100000.0,65000.0,240000.0,631565.56
PETRAS    VEŽBAVIČIUS,4802.00,0.0,150864.0,0.0,11000.0,0.0,32979.72
IZIDORIUS    ŠIMKUS,1389.00,98184.0,601926.0,0.0,49350.0,5000.0,15306.71
TATJANA    ŽGUNOVA,0.00,0.0,75000.0,0.0,0.0,0.0,0.00
NIJOLĖ    VILIENĖ,1162.00,0.0,87000.0,0.0,4500.0,0.0,16061.77
ROMAS    VENCLOVAS,12121.00,401812.0,918790.0,17000.0,243213.0,131330.0,89799.14
STASYS    VAINORAS,8250.00,0.0,55250.0,0.0,25000.0,0.0,56797.73
JURGIS    ZABILIUS,3977.00,0.0,297500.0,0.0,25000.0,0.0,28186.99
RIMANTAS    VAITKUS,23725.00,16000.0,130000.0,0.0,27500.0,0.0,163177.44
STASYS    ŠEDBARAS,15216.00,157000.0,555000.0,0.0,30000.0,2500.0,102038.73
LINAS    STANKUS,7543.00,0.0,191792.0,0.0,240493.0,0.0,50784.93
DARIUS    PETROŠIUS,3432.00,26331.0,155903.0,1480372.0,609.0,14000.0,25867.41
SAULIUS    OŽELIS,753.00,0.0,54914.0,0.0,0.0,0.0,10983.34
AUŠRINĖ    NORKIENĖ,7525.00,0.0,248061.0,0.0,51000.0,0.0,116319.40
EDAS    MATULIS,0.00,2100.0,20000.0,0.0,800.0,0.0,0.00
ŽILVINAS    MACIJAUSKAS,23093.00,0.0,182912.0,0.0,283874.0,10000.0,125753.40
EGIDIJUS    KLUMBYS,15663.00,0.0,247716.0,0.0,47700.0,0.0,104416.70
LINAS    JANUŠONIS,1772.00,0.0,120000.0,0.0,0.0,0.0,18199.91
JUOZAS    JANKEVIČIUS,9934.00,0.0,174555.0,0.0,135360.0,8640.0,75629.92
VAIDOTAS    GLOBYS,1127.00,0.0,214500.0,47843.0,120000.0,5000.0,16560.00
EDIS    BUDGINAS,7323.00,0.0,80100.0,0.0,45000.0,0.0,54219.93
ANDRIEJUS    STANČIKAS,14736.00,160056.0,202000.0,0.0,101.0,0.0,224649.89
JURGIS    RAZMA,23508.00,202000.0,382172.0,0.0,32000.0,0.0,167720.00
AUDRIUS    KLIŠONIS,17697.00,1057856.0,332180.0,110835.0,240925.0,9620.0,158288.27
ALBINAS    KLIMAS,6917.00,0.0,102000.0,0.0,44163.0,20300.0,51115.76
MINDAUGAS    JURČIUS,3125.00,31319.0,204800.0,0.0,18948.0,0.0,55666.61
JURGITA    CHOROMANSKYTĖ,0.00,0.0,290000.0,0.0,138752.0,2638.0,229010.55
PETRAS    BEINORAS,1606.00,544546.0,1427500.0,12000.0,38281.0,131000.0,99341.57
BENAS RENATAS    BALTUSIS,3899.00,320812.0,671951.0,0.0,50000.0,10000.0,36683.63
JOLITA    VAICKIENĖ,5997.00,0.0,67000.0,85000.0,229000.0,20000.0,43582.61
VYTAUTAS    ŠVANYS,8193.00,0.0,329674.0,0.0,94956.0,0.0,55150.78
ALMANTAS    SKRUIBYS,3044.00,0.0,0.0,0.0,62416.0,500000.0,24721.24
KĘSTUTIS    RUPULEVIČIUS,0.00,0.0,10000.0,0.0,0.0,0.0,0.00
JURIJUS    PETROVAS,0.00,0.0,241793.0,0.0,2000.0,10000.0,3034.85
JANĖ    NARVILIENĖ,7128.00,0.0,968000.0,0.0,15000.0,0.0,47520.00
GIEDRIUS    MOZŪRAITIS,19392.00,354336.0,745000.0,0.0,81347.0,0.0,134963.55
DAINIUS    KEPENIS,4188.00,0.0,374000.0,0.0,26880.0,0.0,31036.00
ARVYDAS    GRIGAITIS,716.00,0.0,4500.0,0.0,12198.0,0.0,11775.92
DAINIUS    BUDRYS,13880.00,0.0,40000.0,0.0,16694.0,45473.0,93136.44
DONATAS    BARTKUS,7315.00,0.0,0.0,0.0,0.0,0.0,59155.86
VAIDOTAS    BACEVIČIUS,12913.00,545000.0,742900.0,0.0,0.0,0.0,92870.40
ROMUALDAS    ŠLIOGERIS,0.00,109522.0,222600.0,0.0,17530.0,6500.0,0.00
ADOMAS    STATKUS,12071.00,106957.0,895237.0,0.0,11220.0,94241.0,279523.69
BRONISLOVAS    STASIULIS,8317.00,0.0,21357.0,0.0,29069.0,0.0,80449.50
ALDONA    STAPONKIENĖ,15725.00,0.0,161760.0,0.0,789618.0,0.0,744719.69
IRENA    SIMUTIENĖ,55.00,0.0,258100.0,26000.0,0.0,0.0,6399.08
AUDRONĖ    PITRĖNIENĖ,5929.00,3064.0,59039.0,0.0,8523.0,0.0,42319.18
ANTANAS    NAUJOKAS,6154.00,21328.0,29822.0,0.0,85600.0,0.0,47938.02
KĘSTUTIS    DVARŽECKIS,5815.00,0.0,166500.0,0.0,15000.0,0.0,38766.89
JONAS    DAPŠAUSKAS,872.00,20000.0,149876.0,0.0,37860.0,0.0,49960.87
GEDIMINAS    ANUŽIS,1954.00,0.0,7000.0,0.0,10826.0,0.0,52743.81
DAIVA    ŠIDEIKIENĖ,0.00,0.0,125000.0,0.0,15089.0,0.0,120.56
VIRGINIJUS    SUNGAILA,18.00,9980.0,0.0,0.0,4000.0,0.0,88.30
APOLINARAS    STONKUS,7411.00,60000.0,41947.0,0.0,0.0,0.0,50005.85
LINA    RIMKIENĖ,6876.00,0.0,50000.0,0.0,64902.0,0.0,45842.85
PRANAS    NOREIKA,1902.00,22467.0,212686.0,0.0,5000.0,0.0,23958.68
LAIMA    NAGIENĖ,9044.00,15329.0,123462.0,0.0,19625.0,0.0,60294.85
AUDRONĖ    MALŪKIENĖ,6208.00,0.0,70.0,0.0,43207.0,0.0,43113.72
AURELIJA    GURSKIENĖ,2695.00,0.0,97300.0,0.0,0.0,0.0,25021.95
VYGANTAS    GROSS,9511.00,0.0,8400.0,0.0,33000.0,10000.0,65386.00
STANISLOVAS    GIEDRAITIS,12390.00,0.0,717187.0,0.0,5000.0,0.0,125654.71
VIRGILIJUS    EIDIMTAS,9864.00,0.0,7463.0,0.0,173000.0,800000.0,75890.58
GINTARAS    BERŽANSKIS,0.00,50000.0,750.0,0.0,0.0,20000.0,2827.05
KĘSTUTIS    BARTKEVIČIUS,5735.00,0.0,387075.0,122591.0,122353.0,1387952.0,47826.06
ARTŪRAS    VAŠKEVIČIUS,12093.00,5000.0,125000.0,0.0,0.0,0.0,80621.30
ZOFIJA    PAULIKIENĖ,10817.00,0.0,237500.0,0.0,180365.0,0.0,72115.71
APOLINARAS    NICIUS,10501.00,11000.0,101600.0,0.0,35200.0,0.0,70003.87
AUDRONĖ    MILTENIENĖ,0.00,17000.0,28000.0,0.0,0.0,0.0,0.00
ARTŪRAS    LISTAVIČIUS,545898.00,0.0,1328431.0,1127100.0,797317.0,3088400.0,3124654.25
JOLANTA ADA    JANUITIENĖ,4699.00,0.0,26750.0,0.0,6000.0,0.0,32405.14
SAULIUS    BUCEVIČIUS,12663.00,0.0,70700.0,0.0,35117.0,0.0,87895.20
RAIMONDAS    BITINAS,6001.00,0.0,18500.0,0.0,5000.0,0.0,43413.57
VALIUS    ĄŽUOLAS,3211.00,361934.0,1255871.0,0.0,263320.0,0.0,218740.84
DAIVA    AUGUSTINIENĖ,8.00,100000.0,100000.0,0.0,0.0,0.0,6569.21
GEDIMINAS    VAGNORIUS,0.00,0.0,30900.0,0.0,60618.0,0.0,33168.00
IRENA    SKERNEVIČIŪTĖ,10816.00,0.0,169300.0,0.0,263687.0,0.0,76097.27
VILMA    SAVICKIENĖ,6015.00,196756.0,327600.0,0.0,0.0,0.0,43465.51
GINTARAS    SABECKIS,456.00,85000.0,53650.0,0.0,0.0,19000.0,9440.15
PAULIUS    RUMBUTIS,12453.00,0.0,57184.0,0.0,90085.0,0.0,83022.16
DEIVYDAS    RUBEŽIUS,7815.00,106617.0,45933.0,0.0,0.0,50000.0,43898.05
VACLOVAS    RINGYS,4458.00,0.0,31900.0,0.0,0.0,0.0,31066.72
VYTAUTAS    RAKICKAS,841.00,0.0,0.0,0.0,3000.0,0.0,12132.51
VYTAUTAS    KLEIVA,8142.00,5400.0,2000.0,0.0,6000.0,0.0,56678.15
ALVYDAS    JOKŠAS,18.00,31774.0,28000.0,0.0,35000.0,500.0,16054.00
LEONAS KĘSTUTIS    DUNAUSKAS,674.00,0.0,0.0,0.0,200000.0,0.0,4492.00
VALENTINAS    BUKAUSKAS,12042.00,147655.0,528760.0,0.0,99000.0,0.0,88912.80
REGINA    MUSNECKIENĖ,4415.00,0.0,137000.0,0.0,0.0,0.0,30826.46
ALMA    MONKAUSKAITĖ,8344.00,0.0,148922.0,0.0,23492.0,0.0,55629.64
KĘSTUTIS    MASIULIS,14035.00,0.0,329777.0,0.0,54500.0,5943.0,94338.41
BORISAS    MARKULIS,2027.00,1000.0,134382.0,0.0,75000.0,10000.0,27607.35
JONAS    MARCINKUS,3134.00,216000.0,29483.0,0.0,0.0,0.0,25455.99
ALGIS PETRAS    KRUTKEVIČIUS,6960.00,0.0,16000.0,0.0,46750.0,0.0,46401.22
ALĖ    JURGAITIENĖ,214.00,19255.0,1069276.0,0.0,25000.0,0.0,1428.00
LAIMUTĖ    BURBIENĖ,0.00,0.0,0.0,0.0,0.0,0.0,500.00
KĘSTUTIS    BILIUS,6688.00,0.0,257000.0,0.0,11429.0,0.0,44583.37
PETRAS    BERESNEVIČIUS,0.00,0.0,64204.0,0.0,10000.0,0.0,2589.57
DARIUS    ULICKAS,7493.00,200000.0,49216.0,0.0,140000.0,1702.0,66221.76
RIMAS    STANKŪNAS,4447.00,24000.0,359300.0,0.0,60000.0,0.0,32618.95
ARTŪRAS    RAULIČKIS,11366.00,0.0,328200.0,0.0,156061.0,0.0,79976.64
EDITA    NAVAKAUSKIENĖ,0.00,4000.0,150500.0,0.0,30500.0,0.0,7060.06
JONAS    MAŽINTAS,0.00,0.0,307000.0,0.0,0.0,0.0,26391.40
ŽILVINAS    LELEIVA,5554.00,58571.0,52154.0,0.0,9000.0,0.0,40585.96
MODESTAS    KLIKNA,3151.00,45240.0,24200.0,0.0,3832.0,0.0,24307.17
ANDRIUS    KASPARAVIČIUS,32795.00,0.0,19677.0,0.0,42436.0,0.0,218633.50
EDMUNDAS    JONYLA,13912.00,52076.0,238905.0,0.0,50903.0,0.0,207908.66
ŽYDRŪNAS    GRENCEVIČIUS,2012.00,0.0,35339.0,0.0,65689.0,150602.0,32781.14
ERIKA    DRUNGYTĖ,5912.00,56200.0,121050.0,0.0,0.0,0.0,46855.80
VIDA    AČIENĖ,7356.00,154585.0,169455.0,0.0,0.0,0.0,57468.01
JURGA    ŠIUGŽDINYTĖ,5887.00,30000.0,30000.0,0.0,0.0,0.0,40444.79
KĘSTUTIS DANIELIUS    RIMKEVIČIUS,9913.00,0.0,10000.0,0.0,15000.0,0.0,66089.26
JONAS    PŪKAS,0.00,0.0,93000.0,0.0,0.0,0.0,0.00
VALĖ    MACIJAUSKIENĖ,2979.00,0.0,10500.0,0.0,0.0,0.0,23847.83
MARIUS    KUNDROTAS,857.00,0.0,153000.0,0.0,0.0,0.0,8218.00
KRISTINA    KRUPAVIČIENĖ,7836.00,0.0,255000.0,0.0,270000.0,100000.0,53762.72
PAULIUS    KIZERSKIS,3988.00,2892.0,56300.0,0.0,7425.0,0.0,33060.68
REDAS    KIMANTAS,0.00,0.0,39416.0,0.0,189381.0,0.0,46563.32
ALGIRDAS    KARČIAUSKAS,3497.00,0.0,110400.0,0.0,48116.0,0.0,25728.33
SAULIUS    GRINKEVIČIUS,298219.00,0.0,690074.0,35000.0,385093.0,1826000.0,1528344.00
VIRGINIJA    BALTRAITIENĖ,15214.00,76036.0,85207.0,0.0,15048.0,0.0,110803.85
ARVYDAS    ŽILINSKAS,9704.00,0.0,0.0,0.0,100000.0,0.0,65295.00
INGRIDA    VAICIKEVIČIENĖ,2206.00,0.0,190000.0,0.0,30000.0,0.0,28689.25
LAIMUTĖ    ŠLAMIENĖ,2023.00,0.0,0.0,0.0,38000.0,0.0,14083.67
DAIVIS    SUTKEVIČIUS,0.00,0.0,0.0,0.0,0.0,0.0,2496.46
ALGIMANTAS    SALAMAKINAS,14798.00,0.0,87449.0,0.0,0.0,0.0,101952.00
DAIVA    RIBIKAUSKIENĖ,5.00,0.0,37000.0,0.0,16421.0,0.0,8686.13
ARIMANTAS    RAČKAUSKAS,0.00,0.0,112970.0,0.0,41000.0,4928.0,3037.51
BENEDIKTAS    KRASNIAUSKAS,85.00,198489.0,400000.0,39000.0,0.0,0.0,5609.75
VYTAUTAS    JUOZAPAITIS,19976.00,431496.0,1049500.0,0.0,113395.0,0.0,216121.95
RIČARDAS    ČEKUTIS,2172.00,0.0,0.0,0.0,0.0,0.0,19447.26
AUDRONĖ    BERESNEVIČIENĖ,2352.00,0.0,21119.0,0.0,0.0,0.0,27310.45
REIMUNDAS    VARAPICKAS,5926.00,0.0,280108.0,0.0,25000.0,0.0,39506.72
RIMVYDAS    TAMULAITIS,7306.00,358980.0,400200.0,0.0,0.0,0.0,53051.50
ALGIS    MAČIULIS,7917.00,0.0,126000.0,0.0,23469.0,1100.0,54244.98
RENATA    MACIENĖ,0.00,70000.0,170600.0,0.0,0.0,0.0,3581.23
ZITA    KLIKNIENĖ,0.00,0.0,37000.0,0.0,0.0,6300.0,0.00
ERNESTAS    JUŠKA,3081.00,14806.0,15000.0,0.0,8000.0,0.0,27921.91
ARŪNAS    JUŠKA,0.00,0.0,6400.0,90000.0,1405.0,10000.0,7575.25
VIDMANTAS    JAPERTAS,27663.00,1580.0,884042.0,370607.0,246509.0,2390476.0,187055.55
AUDRIUS    GOŠTAUTAS,2552.00,141000.0,80120.0,120000.0,0.0,0.0,35729.69
SONATA    BRUŽAITĖ,2623.00,28000.0,340000.0,0.0,0.0,0.0,23077.53
RIMA    BAŠKIENĖ,14092.00,0.0,125382.0,0.0,32835.0,0.0,93945.60
LINAS    ANDRULIS,0.00,0.0,0.0,0.0,78000.0,0.0,5364.10
VYGANTAS    SUDARIS,13150.00,176000.0,379099.0,0.0,50000.0,0.0,94031.79
EDITA    RUDIENĖ,6207.00,10000.0,46100.0,0.0,0.0,0.0,41981.52
KĘSTUTIS    MALINAUSKAS,0.00,0.0,70100.0,0.0,4892.0,0.0,0.00
JONAS    JURGELIŪNAS,15719.00,1660637.0,3968702.0,0.0,20000.0,167548.0,1078541.63
VIGILIJUS    JUKNA,21735.00,0.0,8000.0,137700.0,55000.0,0.0,146198.83
GEDIMINAS    GRYBĖ,614.00,0.0,233100.0,0.0,11124.0,0.0,37029.71
SAULIUS    GEGIECKAS,10482.00,0.0,100000.0,0.0,29000.0,0.0,69876.70
VITALIJUS    GAILIUS,11399.00,0.0,65590.0,0.0,30000.0,0.0,83417.70
VOLDEMARAS    BANDŽIUKAS,5298.00,326763.0,407462.0,0.0,0.0,0.0,37600.48
EGIDIJUS    BALTUŠIS,30.00,0.0,410000.0,0.0,51792.0,0.0,9489.03
ROMANAS ALGIMANTAS    SEDLICKAS,0.00,0.0,35000.0,0.0,25000.0,0.0,4800.00
RYTIS    SALADŽIUS,3265.00,46438.0,137800.0,0.0,0.0,0.0,24414.07
LAIMA    SAKALIENĖ,341.00,7000.0,60000.0,0.0,0.0,0.0,11546.48
ALFONSAS    PULOKAS,4938.00,0.0,60429.0,0.0,65889.0,10100.0,36773.57
DAIVA    PETRAITIENĖ,7644.00,208523.0,89482.0,0.0,0.0,0.0,52761.21
ANTANAS    MATULAS,16201.00,0.0,246071.0,0.0,48192.0,10100.0,109527.60
VYTAUTAS    LIEPA,3510.00,28009.0,54906.0,0.0,24023.0,0.0,26209.33
MINDAUGAS    LADIGA,12133.00,102542.0,530563.0,0.0,0.0,0.0,90010.20
DONATAS    GOLUBEVAS,0.00,0.0,10000.0,0.0,14462.0,0.0,0.00
ROBERTAS    FILISTOVIČIUS,5964.00,0.0,0.0,0.0,40000.0,25300.0,39757.40
VIDAS    ANILIONIS,965.00,847939.0,997500.0,1059600.0,34288.0,4900000.0,90979.75
VALDEMARAS    VALKIŪNAS,12480.00,491372.0,28017230.0,593105.0,2947335.0,3662589.0,898810.56
STASYS    VALIUKAS,6580.00,0.0,26700.0,0.0,0.0,0.0,43867.93
RITAS    VAIGINAS,15378.00,25000.0,19650.0,0.0,150000.0,77000.0,102520.16
JUOZAS    UŽKURĖLIS,0.00,0.0,123167.0,0.0,0.0,0.0,85373.88
JOLITA    TUROVAITĖ KAIRIENĖ,9067.00,0.0,168000.0,40002.0,50000.0,20000.0,146949.03
NIJOLĖ    ŠATIENĖ,5020.00,0.0,93642.0,0.0,30492.0,0.0,59607.72
KĘSTUTIS    SLAVINSKAS,400.00,0.0,30000.0,0.0,1200.0,0.0,6604.35
ŽYDRŪNAS    SAVICKAS,26032.00,0.0,625948.0,133065.0,297373.0,173840.0,303113.22
VILMANTAS    MOCERENKO,5048.00,223871.0,228000.0,0.0,0.0,384.0,45875.32
DANGIRDAS    MIKŠYS,0.00,0.0,37000.0,0.0,0.0,0.0,0.00
ALGIRDAS    KIZNIS,0.00,0.0,324446.0,0.0,0.0,0.0,0.00
MARIUS    JUKONIS,5659.00,0.0,220300.0,0.0,95900.0,0.0,37740.56
TAUTRIMAS    JANUŠEVIČIUS,0.00,0.0,0.0,0.0,35000.0,0.0,4323.00
DALIUS    BITAITIS,19736.00,208209.0,870000.0,0.0,122656.0,39000.0,150223.92
KĘSTUTIS    TUBIS,30774.00,0.0,388900.0,0.0,20091.0,0.0,221995.25
JONAS    ŠIMĖNAS,15302.00,0.0,219480.0,0.0,17000.0,0.0,103958.40
RIČARDAS    SARGŪNAS,1285.00,0.0,9500.0,0.0,8200.0,0.0,14351.25
VIDMANTAS    PALIULIS,3485.00,0.0,14250.0,0.0,2770.0,0.0,29760.36
AURELIJA    KAIRIENĖ,1061.00,0.0,2000.0,0.0,0.0,0.0,11737.00
JŪRATĖ    GRICIŪTĖ,13755.00,131623.0,170000.0,0.0,66425.0,0.0,100777.30
ROSVALDAS    GORBAČIOVAS,4571.00,341312.0,188000.0,0.0,105213.0,0.0,37954.46
VYTAUTAS    GALVONAS,12194.00,1918812.0,2159022.0,2263167.0,1297298.0,930280.0,133895.20
RASMA    BUZIENĖ,0.00,0.0,198400.0,0.0,10000.0,0.0,10554.82
TOMAS    BARANAUSKAS,4647.00,0.0,88120.0,0.0,0.0,0.0,32614.36
LEONAS    ALESIONKA,10663.00,0.0,731400.0,0.0,400000.0,0.0,87286.65
PRANAS    VIDUOLIS,0.00,0.0,160000.0,0.0,15000.0,0.0,24825.36
VALDAS    VARNAS,0.00,40000.0,4900.0,0.0,0.0,0.0,0.00
ALGIMANTAS    ŠABLINSKAS,612.00,0.0,76500.0,0.0,0.0,0.0,9700.00
VYTAUTAS    SAULIS,7280.00,0.0,35346.0,0.0,9677.0,0.0,51525.64
HAROLDAS    SANIUKAS,6661.00,0.0,60000.0,0.0,16900.0,0.0,47168.65
GINTAUTAS    REKERTA,7490.00,0.0,28960.0,0.0,76389.0,15622.0,57042.01
VIRGINIJUS    LUKOŠIŪNAS,4935.00,97213.0,145600.0,0.0,11739.0,18823.0,37509.01
ALGIS    KAZULĖNAS,12811.00,104622.0,108140.0,0.0,88226.0,0.0,85407.60
ALOYZAS    JOČYS,7211.00,75630.0,64377.0,0.0,44472.0,122700.0,54092.58
VIKTORAS    JENCIUS,6222.00,24559.0,407672.0,0.0,160000.0,0.0,165419.31
GINTARAS    BINKAUSKAS,17607.00,0.0,39700.0,10175.0,64981.0,0.0,121183.18
REMIGIJUS    ŽEMAITAITIS,12162.00,622573.0,744000.0,0.0,15000.0,90000.0,85407.60
ARŪNAS    VALINSKAS,12890.00,873164.0,2680573.0,19000.0,55003.0,50900.0,152534.94
EDGARAS    ŽUKAUSKAS,0.00,0.0,0.0,0.0,0.0,0.0,3206.00
NIJOLĖ    VIŠKELIENĖ,0.00,30000.0,165000.0,0.0,0.0,0.0,4467.40
GINTARAS    ŽANDARAVIČIUS,7298.00,154650.0,187000.0,0.0,25928.0,13000.0,52853.45
REMIGIJUS    VILYS,5124.00,214602.0,10000.0,0.0,192734.0,0.0,51430.94
VAIDOTAS    VAITKEVIČIUS,0.00,167360.0,6082035.0,0.0,22545.0,23000.0,659.00
LAIMUTIS    VASILEVIČIUS,2681.00,0.0,113430.0,0.0,0.0,0.0,21691.68
VLADIMIR    VLASOV,0.00,0.0,415000.0,0.0,105000.0,760.0,0.00
IRENA    VASINAUSKAITĖ,0.00,0.0,4000.0,0.0,0.0,0.0,0.00
EDVARDAS    ŽAKARIS,10639.00,0.0,27080.0,0.0,46940.0,0.0,87895.20
PRANAS    ŽEIMYS,13649.00,32677.0,81194.0,0.0,18895.0,0.0,90994.34
ALGIMANTAS    ŠVANYS,0.00,0.0,1009600.0,0.0,350000.0,99000.0,5822.80
ARTŪRAS    ŽIGAS,10040.00,0.0,220000.0,0.0,100000.0,0.0,72762.88
VYTAUTAS    VALEVIČIUS,1876.00,0.0,24940.0,0.0,13000.0,0.0,18159.18
AUDRIUS    VAIŠVILA,23448.00,307277.0,1969396.0,30000.0,213250.0,10000.0,158829.70
RIMANTAS    TARAŠKEVIČIUS,18195.00,0.0,476000.0,0.0,24968.0,362166.0,133658.98
LINA    ŠUKYTĖ,6812.00,176689.0,216600.0,0.0,135000.0,0.0,47259.99
BENAS    ŠIMKUS,7171.00,0.0,460345.0,134085.0,518704.0,0.0,47807.89
NAGLIS    PUTEIKIS,9837.00,0.0,391700.0,14400.0,69.0,7702.0,66929.00
VYTAUTAS    KUKLYS,0.00,0.0,0.0,0.0,0.0,0.0,0.00
ALGIMANTAS    KIRKUTIS,23024.00,0.0,506667.0,0.0,210000.0,0.0,157516.03
ALOYZAS    KAŽDAILEVIČIUS,17025.00,0.0,597000.0,0.0,222504.0,390471.0,116141.08
RIČARDAS    JOVAIŠA,234.00,0.0,68100.0,0.0,1980.0,0.0,7200.00
ALDONA    IVOŠKIENĖ,0.00,0.0,8000.0,0.0,0.0,0.0,2480.00
SERGEJ    BONDAR,5743.00,30000.0,220000.0,0.0,0.0,0.0,38284.24
EDGARAS    VALECKAS,9531.00,18000.0,0.0,0.0,124000.0,5000.0,63937.13
ARTŪRAS    ŠULCAS,7621.00,64885.0,110000.0,0.0,3162.0,0.0,52985.14
IRENA    ŠIAULIENĖ,15014.00,61940.0,430429.0,0.0,197695.0,0.0,103527.73
RAIMUNDAS    PALIUKAS,1508.00,0.0,690000.0,0.0,107399.0,0.0,14676.92
ŠARŪNAS    NAVICKIS,273.00,0.0,0.0,0.0,0.0,0.0,3622.37
TAMARA    LOCHANKINA,9195.00,0.0,90000.0,0.0,0.0,0.0,61300.28
RITA    KARPENKIENĖ,1290.00,0.0,1085000.0,0.0,50000.0,0.0,13468.31
EVALDAS    JURKEVIČIUS,12187.00,144000.0,72000.0,0.0,37872.0,16000.0,94307.60
ALGIMANTAS    JARUKAITIS,1452.00,0.0,7000.0,0.0,0.0,0.0,14366.02
NATALJA    ISTOMINA,5506.00,484837.0,590000.0,0.0,1770.0,0.0,49845.72
ANDRIUS    BURBA,11613.00,796308.0,875460.0,25000.0,131765.0,5500.0,85925.85
AUDRONĖ    BARAUSKIENĖ,0.00,103461.0,180000.0,0.0,45000.0,0.0,4049.72
MARIUS    STANKEVIČIUS,447.00,0.0,466337.0,0.0,2567.0,42228.0,28414.01
EGIDIJUS    RUMŠA,45.00,0.0,190000.0,0.0,0.0,44546.0,7862.06
ARTŪRAS    RAZBADAUSKAS,30061.00,289898.0,402000.0,0.0,110386.0,0.0,210644.97
GEDIMINAS    POCIUS,0.00,0.0,35000.0,0.0,0.0,10000.0,0.00
VIDMANTAS    PLEČKAITIS,12489.00,41383.0,172095.0,0.0,25420.0,0.0,84769.26
LILIJA    PETRAITIENĖ,6272.00,13845.0,183800.0,0.0,8495.0,0.0,45022.68
GINTAUTAS    MIELEIKA,0.00,204922.0,100000.0,0.0,0.0,10000.0,240.00
ALEKSANDR    MICHAILOV,0.00,0.0,22910.0,0.0,30000.0,2000.0,2400.00
ELIGIJUS    MASIULIS,15349.00,499000.0,410000.0,0.0,216.0,0.0,107169.07
LIGITA    GIRSKIENĖ,6729.00,62089.0,70000.0,0.0,10578.0,0.0,49734.03
AIVARAS    GEČAS,0.00,0.0,0.0,0.0,0.0,0.0,1783.87
NERIJUS    ČAPAS,5136.00,135386.0,145500.0,0.0,2126.0,0.0,47456.35
BIRUTĖ    BOREIKINA,0.00,13000.0,850000.0,244754.0,62000.0,0.0,0.00
TOMAS    VILUCKAS,2064.00,0.0,0.0,0.0,3000.0,0.0,13757.06
ALINA    VELYKIENĖ,8136.00,30100.0,368828.0,0.0,32016.0,0.0,56897.58
