kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.4738,291,0.462,25,Luokesos (Nr. 15) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.5498,164,0.5327,7,Levaniškių (Nr. 14) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.4502,131,0.4361,9,Levaniškių (Nr. 14) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.7206,103,0.6901,44,Miežonių (Nr. 13) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.2794,50,0.2676,7,Miežonių (Nr. 13) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.6298,199,0.6032,29,Joniškio (Nr. 12) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.3702,102,0.3545,32,Joniškio (Nr. 12) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.4113,153,0.3795,14,Inturkės (Nr. 11) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.5887,216,0.5432,23,Inturkės (Nr. 11) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.4159,47,0.3983,0,Girsteitiškio (Nr. 10) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.5841,57,0.5593,9,Girsteitiškio (Nr. 10) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.5216,214,0.5011,15,Giedraičių (Nr. 9) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.4784,185,0.4595,25,Giedraičių (Nr. 9) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.3184,75,0.3108,3,Dubingių (Nr. 8) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.6816,130,0.6653,37,Dubingių (Nr. 8) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.4521,82,0.4381,3,Dapkūniškių (Nr. 7) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.5479,90,0.5309,13,Dapkūniškių (Nr. 7) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.4958,223,0.4808,15,Čiulėnų (Nr. 6) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.5042,203,0.4889,39,Čiulėnų (Nr. 6) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.7424,91,0.7259,7,Bijutiškio (Nr. 5) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.2576,33,0.2519,1,Bijutiškio (Nr. 5) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.4624,22,0.43,21,Lakajos (Nr. 5) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.5376,20,0.5,30,Lakajos (Nr. 5) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.3237,54,0.3164,2,Bekupės (Nr. 4) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.6763,112,0.661,5,Bekupės (Nr. 4) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.3441,52,0.3316,12,Labanoro (Nr. 4) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.6559,84,0.6321,38,Labanoro (Nr. 4) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.3767,108,0.3599,5,Balninkų (Nr. 3) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.6233,170,0.5955,17,Balninkų (Nr. 3) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.5751,227,0.562,45,Kaltanėnų (Nr. 3) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.4249,140,0.4153,61,Kaltanėnų (Nr. 3) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.3529,81,0.3401,3,Žalvarių (Nr. 2) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.6471,154,0.6235,0,Žalvarių (Nr. 2) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.681,844,0.6589,29,Ateities (Nr. 2) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.319,393,0.3087,16,Ateities (Nr. 2) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.4122,212,0.395,25,Alantos (Nr. 1) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.5878,293,0.5633,45,Alantos (Nr. 1) apylinkė
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygardos,0.6463,772,0.6172,23,Švenčionėlių (Nr. 1) apylinkė
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygardos,0.3537,426,0.3377,9,Švenčionėlių (Nr. 1) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.6082,158,0.5863,5,Bukiškio (Nr. 53) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.3918,103,0.3777,2,Bukiškio (Nr. 53) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.9224,276,0.8946,21,Skirlėnų (Nr. 47) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.0776,21,0.0753,4,Skirlėnų (Nr. 47) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.9063,174,0.8246,0,Veriškių (Nr. 46) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.0938,18,0.0853,0,Veriškių (Nr. 46) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.8795,328,0.8093,37,Sužionių (Nr. 45) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.1205,44,0.1109,6,Sužionių (Nr. 45) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.9374,386,0.92,258,Sudervės (Nr. 44) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.0626,40,0.0614,3,Sudervės (Nr. 44) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.9499,176,0.9122,146,Pikeliškių (Nr. 37) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.0501,16,0.0482,1,Pikeliškių (Nr. 37) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.8515,406,0.8114,179,Gulbinų (Nr. 36) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.1485,94,0.1415,8,Gulbinų (Nr. 36) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.905,150,0.895,12,Visalaukės (Nr. 35) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.095,13,0.0939,4,Visalaukės (Nr. 35) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.7548,205,0.7173,69,Glitiškių (Nr. 34) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.2452,86,0.233,3,Glitiškių (Nr. 34) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.8632,405,0.8325,87,Paberžės (Nr. 33) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.1368,76,0.132,2,Paberžės (Nr. 33) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.9375,192,0.9075,63,Eitminiškių (Nr. 32) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.0625,16,0.0605,1,Eitminiškių (Nr. 32) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.4706,24,0.4138,0,Gėlos (Nr. 31) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.5294,27,0.4655,0,Gėlos (Nr. 31) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.9449,183,0.9091,57,Rudausių (Nr. 30) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.0551,14,0.053,0,Rudausių (Nr. 30) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.9436,286,0.9295,149,Kabiškių (Nr. 29) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.0564,24,0.0556,2,Kabiškių (Nr. 29) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.2756,113,0.2484,0,Muitininkų (Nr. 24) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.7244,296,0.6527,1,Muitininkų (Nr. 24) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.6364,59,0.625,11,Kielių (Nr. 24) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.3636,37,0.3571,3,Kielių (Nr. 24) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.1163,10,0.1053,0,Viesų (Nr. 23) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.8837,68,0.8,8,Viesų (Nr. 23) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.2479,55,0.2308,5,Šešuolėlių (Nr. 22) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.7521,154,0.7,28,Šešuolėlių (Nr. 22) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.9155,323,0.8796,13,Karvio (Nr. 21) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.0845,25,0.0812,6,Karvio (Nr. 21) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.1392,22,0.1257,0,Kiauklių (Nr. 21) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.8608,115,0.7771,21,Kiauklių (Nr. 21) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.8422,429,0.8232,46,Maišiagalos (Nr. 20) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.1578,84,0.1542,5,Maišiagalos (Nr. 20) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.2211,37,0.2,5,Anciūnų (Nr. 20) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.7789,128,0.7048,20,Anciūnų (Nr. 20) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.3051,69,0.2975,3,Širvintų kaimiškoji (Nr. 19) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.6949,156,0.6777,8,Širvintų kaimiškoji (Nr. 19) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.2697,22,0.25,2,Motiejūnų (Nr. 18) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.7303,62,0.6771,3,Motiejūnų (Nr. 18) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.135,19,0.1333,3,Družų (Nr. 17) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.865,135,0.8545,6,Družų (Nr. 17) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.0217,3,0.0204,0,Alekniškio (Nr. 16) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.9783,127,0.9184,8,Alekniškio (Nr. 16) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.4071,46,0.3459,0,Vilekiškių (Nr. 15) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.5929,61,0.5038,6,Vilekiškių (Nr. 15) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.2083,61,0.1958,4,Musninkų (Nr. 14) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.7917,225,0.744,22,Musninkų (Nr. 14) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.9099,219,0.8643,74,Geisiškių (Nr. 14) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.0901,28,0.0855,1,Geisiškių (Nr. 14) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.3165,37,0.2839,7,Kernavės (Nr. 13) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.6835,80,0.6129,15,Kernavės (Nr. 13) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.9231,277,0.8855,71,Dūkštų (Nr. 13) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.0769,28,0.0738,1,Dūkštų (Nr. 13) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.8213,184,0.7742,32,Medžiukų (Nr. 12) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.1787,35,0.1685,12,Medžiukų (Nr. 12) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.4192,64,0.4085,32,Šiaulių (Nr. 11) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.5808,62,0.566,71,Šiaulių (Nr. 11) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.6108,73,0.573,29,Bartkuškio (Nr. 10) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.3892,57,0.3652,8,Bartkuškio (Nr. 10) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.1923,37,0.177,3,Liukonių (Nr. 9) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.8077,138,0.7434,30,Liukonių (Nr. 9) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.2258,41,0.2051,15,Gelvonų (Nr. 8) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.7742,172,0.7033,20,Gelvonų (Nr. 8) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.1057,24,0.0976,0,Bagaslaviškio (Nr. 7) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.8943,176,0.8252,27,Bagaslaviškio (Nr. 7) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.972,342,0.9253,5,Čekoniškių (Nr. 6) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.028,10,0.0267,0,Čekoniškių (Nr. 6) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.1859,23,0.1747,6,Virvyčių (Nr. 6) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.8141,110,0.7651,17,Virvyčių (Nr. 6) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.9229,358,0.8953,1,Platiniškių (Nr. 5) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.0771,27,0.0748,3,Platiniškių (Nr. 5) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.1638,17,0.157,21,Čiobiškio (Nr. 5) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.8362,172,0.8017,22,Čiobiškio (Nr. 5) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.512,485,0.4955,7,Buivydiškių (Nr. 4) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.488,462,0.4723,7,Buivydiškių (Nr. 4) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.7462,71,0.7348,26,Alionių (Nr. 4) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.2538,30,0.25,3,Alionių (Nr. 4) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.957,251,0.9264,328,Buivydžių (Nr. 3) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.043,19,0.0416,7,Buivydžių (Nr. 3) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.2275,34,0.2184,4,Juodiškių (Nr. 3) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.7725,114,0.7414,15,Juodiškių (Nr. 3) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.5941,210,0.5652,11,Riešės (Nr. 2) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.4059,143,0.3862,8,Riešės (Nr. 2) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.3098,315,0.2832,9,I.Šeiniaus (Nr. 2) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.6902,649,0.6311,73,I.Šeiniaus (Nr. 2) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.8218,538,0.789,34,Avižienių (Nr. 1) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.1782,117,0.171,7,Avižienių (Nr. 1) apylinkė
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygardos,0.3193,209,0.2958,4,Širvintų m. (Nr. 1) apylinkė
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygardos,0.6807,416,0.6306,38,Širvintų m. (Nr. 1) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5933,112,0.5767,12,Antakalnio (Nr. 29) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4067,79,0.3953,6,Antakalnio (Nr. 29) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4494,105,0.4412,15,Dovainonių (Nr. 28) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5506,131,0.5404,16,Dovainonių (Nr. 28) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4198,196,0.4078,147,Pravieniškių (Nr. 27) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5802,262,0.5636,212,Pravieniškių (Nr. 27) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.6141,322,0.5958,17,Rumšiškių (Nr. 26) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.3859,206,0.3743,7,Rumšiškių (Nr. 26) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5231,79,0.4934,34,Paparčių (Nr. 25) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4769,73,0.4498,30,Paparčių (Nr. 25) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.58,106,0.555,10,Zūbiškių (Nr. 24) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.42,63,0.4019,21,Zūbiškių (Nr. 24) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4932,133,0.4606,13,Palomenės (Nr. 23) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5068,128,0.4732,22,Palomenės (Nr. 23) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.3813,47,0.3605,6,Tauckūnų (Nr. 22) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.6187,82,0.585,4,Tauckūnų (Nr. 22) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5567,43,0.5347,11,Beištrakių (Nr. 21) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4433,40,0.4257,3,Beištrakių (Nr. 21) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4139,97,0.3937,16,Stabintiškių (Nr. 20) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5861,132,0.5575,28,Stabintiškių (Nr. 20) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.3221,79,0.3158,17,Pajautiškių (Nr. 19) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.6779,171,0.6645,31,Pajautiškių (Nr. 19) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4738,139,0.4479,33,Žąslių (Nr. 18) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5262,168,0.4974,23,Žąslių (Nr. 18) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5933,387,0.5816,23,Gudienos (Nr. 17) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4067,257,0.3986,24,Gudienos (Nr. 17) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.696,413,0.6672,22,Žiežmarių (Nr. 16) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.304,177,0.2914,13,Žiežmarių (Nr. 16) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.817,248,0.7945,11,Melioratorių (Nr. 15) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.183,53,0.1779,5,Melioratorių (Nr. 15) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.6493,135,0.6313,2,Stasiūnų (Nr. 14) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.3507,64,0.341,10,Stasiūnų (Nr. 14) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.6021,98,0.5867,17,Dainių (Nr. 13) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.3979,61,0.3878,15,Dainių (Nr. 13) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.6624,137,0.6432,18,Stoniavos (Nr. 12) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.3376,68,0.3278,11,Stoniavos (Nr. 12) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5726,56,0.5403,11,Jagėlonių (Nr. 11) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4274,43,0.4032,7,Jagėlonių (Nr. 11) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4485,127,0.4379,21,Kietaviškių (Nr. 10) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5515,169,0.5385,13,Kietaviškių (Nr. 10) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5072,74,0.4711,32,Ringailių (Nr. 9) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4928,86,0.4578,17,Ringailių (Nr. 9) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4273,82,0.3933,12,Darsūniškio (Nr. 8) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5727,102,0.5272,24,Darsūniškio (Nr. 8) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4751,76,0.4599,10,Vilūnų (Nr. 7) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5249,84,0.508,11,Vilūnų (Nr. 7) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.432,66,0.4056,7,Kalvių (Nr. 6) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.568,79,0.5333,17,Kalvių (Nr. 6) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5526,789,0.5351,4,Saulės (Nr. 6) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4474,632,0.4332,10,Saulės (Nr. 6) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.6532,229,0.6332,61,Kruonio (Nr. 5) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.3468,131,0.3362,23,Kruonio (Nr. 5) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.5663,1109,0.5487,23,Draugystės (Nr. 5) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.4337,847,0.4203,20,Draugystės (Nr. 5) apylinkė
