nuo_galiojanciu_biuleteniu,apygarda,partija,pastu,apylinkese
"1,06%",Kaišiadorių - Elektrėnų (Nr.59) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",22,192
"0,61%",Kaišiadorių - Elektrėnų (Nr.59) rinkimų apygarda,Partija „Jaunoji Lietuva“,6,117
"0,79%",Kaišiadorių - Elektrėnų (Nr.59) rinkimų apygarda,Demokratinė darbo ir vienybės partija,48,113
"0,22%",Kaišiadorių - Elektrėnų (Nr.59) rinkimų apygarda,Emigrantų partija,3,41
"0,38%",Kaišiadorių - Elektrėnų (Nr.59) rinkimų apygarda,Respublikonų partija,29,47
"0,34%",Kaišiadorių - Elektrėnų (Nr.59) rinkimų apygarda,Lietuvos žmonių partija,14,54
"28,37%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Darbo partija,606,4764
"14,38%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Lietuvos socialdemokratų partija,320,2401
"9,25%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,217,1533
"4,80%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,68,841
"4,74%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,„Drąsos kelias“ politinė partija,89,808
"4,95%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Partija Tvarka ir teisingumas,107,829
"13,50%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,364,2192
"2,15%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,30,376
"7,56%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Liberalų ir centro sąjunga,209,1221
"1,76%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Politinė partija „Sąjunga Taip“,20,314
"1,47%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Socialistinis liaudies Frontas,22,257
"0,85%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Krikščionių partija,21,139
"0,74%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",15,125
"0,41%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Partija „Jaunoji Lietuva“,11,67
"0,21%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Demokratinė darbo ir vienybės partija,15,25
"0,15%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Emigrantų partija,5,24
"0,23%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Respublikonų partija,5,39
"0,10%",Trakų - Elektrėnų (Nr.58) rinkimų apygarda,Lietuvos žmonių partija,3,16
"21,80%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Darbo partija,215,4666
"8,42%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Lietuvos socialdemokratų partija,97,1789
"8,04%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,93,1707
"4,57%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,41,983
"3,32%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,„Drąsos kelias“ politinė partija,34,709
"5,52%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Partija Tvarka ir teisingumas,87,1150
"36,20%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1153,6953
"1,63%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,12,354
"2,36%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Liberalų ir centro sąjunga,42,487
"1,68%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Politinė partija „Sąjunga Taip“,19,358
"1,12%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Socialistinis liaudies Frontas,12,239
"0,43%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Krikščionių partija,7,89
"0,43%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",9,88
"0,17%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Partija „Jaunoji Lietuva“,2,37
"0,21%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Demokratinė darbo ir vienybės partija,8,40
"0,16%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Emigrantų partija,0,35
"0,38%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Respublikonų partija,3,82
"0,10%",Vilniaus - Trakų (Nr.57) rinkimų apygarda,Lietuvos žmonių partija,3,19
"13,07%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Darbo partija,327,2909
"3,85%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Lietuvos socialdemokratų partija,105,849
"2,95%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,68,662
"2,21%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,47,500
"1,20%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,„Drąsos kelias“ politinė partija,24,272
"4,23%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Partija Tvarka ir teisingumas,97,950
"64,32%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,3477,12453
"0,59%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,7,139
"0,59%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Liberalų ir centro sąjunga,8,137
"0,68%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Politinė partija „Sąjunga Taip“,10,158
"0,98%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Socialistinis liaudies Frontas,11,231
"0,18%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Krikščionių partija,10,34
"0,31%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",8,70
"0,17%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Partija „Jaunoji Lietuva“,7,34
"0,15%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Demokratinė darbo ir vienybės partija,6,32
"0,29%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Emigrantų partija,15,57
"0,15%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Respublikonų partija,9,29
"0,16%",Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Lietuvos žmonių partija,6,33
"20,54%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Darbo partija,794,4564
"10,34%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Lietuvos socialdemokratų partija,273,2424
"11,33%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,251,2705
"7,73%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,94,1922
"3,40%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,„Drąsos kelias“ politinė partija,92,794
"3,22%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Partija Tvarka ir teisingumas,99,741
"29,51%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1669,6027
"2,73%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,75,638
"1,81%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Liberalų ir centro sąjunga,78,394
"2,62%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Politinė partija „Sąjunga Taip“,37,646
"0,66%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Socialistinis liaudies Frontas,22,150
"0,62%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Krikščionių partija,30,132
"0,83%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",27,189
"0,32%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Partija „Jaunoji Lietuva“,6,77
"0,19%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Demokratinė darbo ir vienybės partija,12,37
"0,15%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Emigrantų partija,6,33
"0,21%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Respublikonų partija,6,50
"0,14%",Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Lietuvos žmonių partija,4,33
"25,43%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Darbo partija,687,3381
"16,64%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Lietuvos socialdemokratų partija,358,2303
"13,80%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,464,1744
"4,54%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,78,649
"4,67%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,„Drąsos kelias“ politinė partija,111,636
"5,16%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Partija Tvarka ir teisingumas,132,693
"12,05%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,392,1535
"2,71%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,45,389
"4,94%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Liberalų ir centro sąjunga,58,733
"1,31%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Politinė partija „Sąjunga Taip“,30,180
"1,08%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Socialistinis liaudies Frontas,14,159
"1,56%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Krikščionių partija,56,193
"0,73%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",14,103
"0,48%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Partija „Jaunoji Lietuva“,10,66
"0,43%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Demokratinė darbo ir vienybės partija,21,48
"0,16%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Emigrantų partija,3,22
"0,36%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Respublikonų partija,11,47
"0,13%",Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Lietuvos žmonių partija,10,11
"31,51%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Darbo partija,1072,3936
"15,52%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Lietuvos socialdemokratų partija,584,1883
"7,81%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,341,900
"5,08%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,165,642
"2,92%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,„Drąsos kelias“ politinė partija,87,377
"8,09%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Partija Tvarka ir teisingumas,284,1001
"3,88%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,147,469
"12,91%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,566,1485
"2,95%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Liberalų ir centro sąjunga,82,387
"1,20%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Politinė partija „Sąjunga Taip“,32,159
"1,13%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Socialistinis liaudies Frontas,29,150
"0,91%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Krikščionių partija,64,81
"0,54%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",22,64
"0,39%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Partija „Jaunoji Lietuva“,13,49
"0,47%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Demokratinė darbo ir vienybės partija,35,39
"0,12%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Emigrantų partija,6,13
"0,21%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Respublikonų partija,14,20
"0,14%",Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Lietuvos žmonių partija,5,17
"25,49%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Darbo partija,763,3554
"15,20%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Lietuvos socialdemokratų partija,432,2142
"6,48%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,207,890
"3,80%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,112,531
"2,05%",Zarasų - Visagino (Nr.52) rinkimų apygarda,„Drąsos kelias“ politinė partija,37,311
"20,11%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Partija Tvarka ir teisingumas,421,2986
"8,22%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,100,1293
"3,38%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,109,463
"3,44%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Liberalų ir centro sąjunga,75,507
"0,92%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Politinė partija „Sąjunga Taip“,30,126
"4,73%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Socialistinis liaudies Frontas,41,761
"0,80%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Krikščionių partija,51,84
"0,30%",Zarasų - Visagino (Nr.52) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",8,42
"0,24%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Partija „Jaunoji Lietuva“,5,36
"0,35%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Demokratinė darbo ir vienybės partija,13,46
"0,14%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Emigrantų partija,5,19
"0,15%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Respublikonų partija,6,20
"0,60%",Zarasų - Visagino (Nr.52) rinkimų apygarda,Lietuvos žmonių partija,9,92
"19,32%",Utenos (Nr.51) rinkimų apygarda,Darbo partija,413,3496
"28,50%",Utenos (Nr.51) rinkimų apygarda,Lietuvos socialdemokratų partija,655,5110
"17,09%",Utenos (Nr.51) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,512,2945
"6,82%",Utenos (Nr.51) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,155,1225
"7,01%",Utenos (Nr.51) rinkimų apygarda,„Drąsos kelias“ politinė partija,133,1285
"6,51%",Utenos (Nr.51) rinkimų apygarda,Partija Tvarka ir teisingumas,186,1131
"0,22%",Utenos (Nr.51) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,9,36
"3,16%",Utenos (Nr.51) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,60,579
"1,10%",Utenos (Nr.51) rinkimų apygarda,Liberalų ir centro sąjunga,23,200
"0,72%",Utenos (Nr.51) rinkimų apygarda,Politinė partija „Sąjunga Taip“,27,118
"0,74%",Utenos (Nr.51) rinkimų apygarda,Socialistinis liaudies Frontas,15,135
"2,19%",Utenos (Nr.51) rinkimų apygarda,Krikščionių partija,109,335
"1,10%",Utenos (Nr.51) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",34,188
"0,63%",Utenos (Nr.51) rinkimų apygarda,Partija „Jaunoji Lietuva“,21,106
"0,39%",Utenos (Nr.51) rinkimų apygarda,Demokratinė darbo ir vienybės partija,12,66
"0,25%",Utenos (Nr.51) rinkimų apygarda,Emigrantų partija,3,48
"0,23%",Utenos (Nr.51) rinkimų apygarda,Respublikonų partija,8,38
"0,22%",Utenos (Nr.51) rinkimų apygarda,Lietuvos žmonių partija,12,33
"26,38%",Rokiškio (Nr.50) rinkimų apygarda,Darbo partija,579,3882
"23,81%",Rokiškio (Nr.50) rinkimų apygarda,Lietuvos socialdemokratų partija,568,3458
"13,57%",Rokiškio (Nr.50) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,491,1804
"5,38%",Rokiškio (Nr.50) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,129,781
"4,17%",Rokiškio (Nr.50) rinkimų apygarda,„Drąsos kelias“ politinė partija,56,649
"10,42%",Rokiškio (Nr.50) rinkimų apygarda,Partija Tvarka ir teisingumas,257,1505
"0,11%",Rokiškio (Nr.50) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,3,15
"3,13%",Rokiškio (Nr.50) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,57,473
"3,09%",Rokiškio (Nr.50) rinkimų apygarda,Liberalų ir centro sąjunga,147,376
"1,17%",Rokiškio (Nr.50) rinkimų apygarda,Politinė partija „Sąjunga Taip“,25,173
"1,04%",Rokiškio (Nr.50) rinkimų apygarda,Socialistinis liaudies Frontas,29,147
"1,15%",Rokiškio (Nr.50) rinkimų apygarda,Krikščionių partija,59,135
"1,09%",Rokiškio (Nr.50) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",47,137
"0,57%",Rokiškio (Nr.50) rinkimų apygarda,Partija „Jaunoji Lietuva“,13,83
"0,31%",Rokiškio (Nr.50) rinkimų apygarda,Demokratinė darbo ir vienybės partija,12,41
"0,22%",Rokiškio (Nr.50) rinkimų apygarda,Emigrantų partija,2,35
"0,18%",Rokiškio (Nr.50) rinkimų apygarda,Respublikonų partija,5,26
"0,32%",Rokiškio (Nr.50) rinkimų apygarda,Lietuvos žmonių partija,6,48
"26,80%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Darbo partija,710,4045
"17,78%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Lietuvos socialdemokratų partija,548,2607
"14,05%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,591,1903
"7,83%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,227,1162
"4,87%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,„Drąsos kelias“ politinė partija,147,717
"7,13%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Partija Tvarka ir teisingumas,211,1055
"0,12%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,5,16
"9,52%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,202,1488
"1,78%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Liberalų ir centro sąjunga,87,228
"0,78%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Politinė partija „Sąjunga Taip“,21,118
"1,04%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Socialistinis liaudies Frontas,15,170
"1,23%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Krikščionių partija,70,149
"0,49%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",19,68
"0,46%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Partija „Jaunoji Lietuva“,14,67
"0,48%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Demokratinė darbo ir vienybės partija,25,61
"0,22%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Emigrantų partija,7,32
"1,26%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Respublikonų partija,55,168
"0,20%",Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Lietuvos žmonių partija,16,19
"24,62%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Darbo partija,593,3838
"19,55%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Lietuvos socialdemokratų partija,643,2875
"12,28%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,471,1739
"6,44%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,188,972
"6,52%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,„Drąsos kelias“ politinė partija,159,1014
"5,90%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Partija Tvarka ir teisingumas,189,873
"0,06%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,2,8
"12,74%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,365,1928
"1,03%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Liberalų ir centro sąjunga,22,163
"1,03%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Politinė partija „Sąjunga Taip“,39,147
"0,81%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Socialistinis liaudies Frontas,27,118
"1,39%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Krikščionių partija,69,181
"0,54%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",6,92
"0,49%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Partija „Jaunoji Lietuva“,10,79
"0,36%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Demokratinė darbo ir vienybės partija,17,47
"0,22%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Emigrantų partija,8,31
"1,83%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Respublikonų partija,67,263
"0,21%",Biržų - Kupiškio (Nr.48) rinkimų apygarda,Lietuvos žmonių partija,5,32
"26,87%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Darbo partija,623,3971
"21,37%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Lietuvos socialdemokratų partija,591,3062
"19,74%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,752,2622
"4,56%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,92,687
"5,46%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,„Drąsos kelias“ politinė partija,145,788
"5,38%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Partija Tvarka ir teisingumas,121,799
"0,14%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,11,13
"5,88%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,94,911
"0,70%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Liberalų ir centro sąjunga,20,100
"0,60%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Politinė partija „Sąjunga Taip“,14,88
"1,14%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Socialistinis liaudies Frontas,20,175
"1,33%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Krikščionių partija,75,152
"0,90%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",15,139
"0,48%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Partija „Jaunoji Lietuva“,11,71
"0,47%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Demokratinė darbo ir vienybės partija,25,56
"0,33%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Emigrantų partija,6,50
"0,27%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Respublikonų partija,10,37
"0,24%",Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,Lietuvos žmonių partija,9,32
"24,42%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Darbo partija,652,3515
"20,99%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Lietuvos socialdemokratų partija,708,2873
"9,36%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,294,1303
"12,51%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,350,1785
"5,22%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,„Drąsos kelias“ politinė partija,101,789
"8,08%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Partija Tvarka ir teisingumas,229,1149
"0,11%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,17
"6,29%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,110,964
"1,42%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Liberalų ir centro sąjunga,39,203
"2,18%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Politinė partija „Sąjunga Taip“,45,327
"1,27%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Socialistinis liaudies Frontas,32,185
"1,88%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Krikščionių partija,80,241
"0,43%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",14,59
"0,38%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Partija „Jaunoji Lietuva“,8,56
