nuo_galiojanciu_biuleteniu,apygarda,partija,pastu,apylinkese
0.0191,Ignalinos - Švenčionių (Nr. 53),Krikščionių demokratų sąjunga,34,308
0.0097,Ignalinos - Švenčionių (Nr. 53),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",11,162
0.0079,Ignalinos - Švenčionių (Nr. 53),Lietuvių tautininkų sąjunga,14,127
0.005,Ignalinos - Švenčionių (Nr. 53),Lietuvos lenkų rinkimų akcija,4,86
0.0044,Ignalinos - Švenčionių (Nr. 53),Lietuvos laisvės sąjunga,4,74
0.0037,Ignalinos - Švenčionių (Nr. 53),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",7,60
0.0022,Ignalinos - Švenčionių (Nr. 53),"Lietuvos partija ""Socialdemokratija 2000""",6,34
0.5195,Zarasų - Visagino (Nr. 52),A.Brazausko socialdemokratinė koalicija,635,9391
0.2373,Zarasų - Visagino (Nr. 52),Naujoji sąjunga (socialliberalai),331,4249
0.0863,Zarasų - Visagino (Nr. 52),Lietuvos liberalų sąjunga,71,1594
0.0414,Zarasų - Visagino (Nr. 52),Tėvynės sąjunga  (Lietuvos konservatoriai),95,705
0.0309,Zarasų - Visagino (Nr. 52),Lietuvos valstiečių partija,39,557
0.026,Zarasų - Visagino (Nr. 52),Krikščionių demokratų sąjunga,62,439
0.0151,Zarasų - Visagino (Nr. 52),Lietuvos krikščionių demokratų partija,42,250
0.0137,Zarasų - Visagino (Nr. 52),Lietuvos centro sąjunga,14,250
0.0065,Zarasų - Visagino (Nr. 52),Nuosaikiųjų konservatorių sąjunga,7,119
0.0054,Zarasų - Visagino (Nr. 52),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",12,93
0.005,Zarasų - Visagino (Nr. 52),Lietuvių tautininkų sąjunga,7,90
0.0049,Zarasų - Visagino (Nr. 52),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",4,91
0.0034,Zarasų - Visagino (Nr. 52),"Lietuvos partija ""Socialdemokratija 2000""",3,63
0.0024,Zarasų - Visagino (Nr. 52),Lietuvos laisvės sąjunga,5,42
0.0021,Zarasų - Visagino (Nr. 52),Lietuvos lenkų rinkimų akcija,4,37
0.3336,Utenos (Nr. 51),A.Brazausko socialdemokratinė koalicija,370,7398
0.195,Utenos (Nr. 51),Naujoji sąjunga (socialliberalai),297,4243
0.1842,Utenos (Nr. 51),Lietuvos liberalų sąjunga,169,4119
0.0978,Utenos (Nr. 51),Tėvynės sąjunga  (Lietuvos konservatoriai),190,2087
0.0469,Utenos (Nr. 51),Lietuvos krikščionių demokratų partija,150,941
0.0403,Utenos (Nr. 51),Krikščionių demokratų sąjunga,93,846
0.0346,Utenos (Nr. 51),Lietuvos valstiečių partija,49,756
0.0205,Utenos (Nr. 51),Lietuvos centro sąjunga,22,456
0.0131,Utenos (Nr. 51),Nuosaikiųjų konservatorių sąjunga,16,289
0.0126,Utenos (Nr. 51),Lietuvių tautininkų sąjunga,29,265
0.0077,Utenos (Nr. 51),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",8,172
0.0064,Utenos (Nr. 51),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",14,136
0.004,Utenos (Nr. 51),Lietuvos laisvės sąjunga,14,79
0.0028,Utenos (Nr. 51),"Lietuvos partija ""Socialdemokratija 2000""",5,61
0.0004,Utenos (Nr. 51),Lietuvos lenkų rinkimų akcija,-,10
0.4124,Rokiškio (Nr. 50),A.Brazausko socialdemokratinė koalicija,418,7721
0.1303,Rokiškio (Nr. 50),Naujoji sąjunga (socialliberalai),130,2442
0.1242,Rokiškio (Nr. 50),Lietuvos valstiečių partija,135,2316
0.0895,Rokiškio (Nr. 50),Lietuvos liberalų sąjunga,88,1678
0.0747,Rokiškio (Nr. 50),Tėvynės sąjunga  (Lietuvos konservatoriai),114,1361
0.0523,Rokiškio (Nr. 50),Lietuvos krikščionių demokratų partija,101,932
0.0339,Rokiškio (Nr. 50),Krikščionių demokratų sąjunga,41,627
0.0329,Rokiškio (Nr. 50),Lietuvos centro sąjunga,79,571
0.0199,Rokiškio (Nr. 50),Nuosaikiųjų konservatorių sąjunga,20,372
0.0089,Rokiškio (Nr. 50),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",6,169
0.0079,Rokiškio (Nr. 50),Lietuvių tautininkų sąjunga,19,136
0.0062,Rokiškio (Nr. 50),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",9,113
0.0035,Rokiškio (Nr. 50),Lietuvos laisvės sąjunga,5,64
0.0028,Rokiškio (Nr. 50),"Lietuvos partija ""Socialdemokratija 2000""",1,54
0.0006,Rokiškio (Nr. 50),Lietuvos lenkų rinkimų akcija,2,10
0.4104,Anykščių - Kupiškio (Nr. 49),A.Brazausko socialdemokratinė koalicija,570,8644
0.1578,Anykščių - Kupiškio (Nr. 49),Naujoji sąjunga (socialliberalai),191,3352
0.1289,Anykščių - Kupiškio (Nr. 49),Tėvynės sąjunga  (Lietuvos konservatoriai),340,2554
0.096,Anykščių - Kupiškio (Nr. 49),Lietuvos valstiečių partija,105,2050
0.0806,Anykščių - Kupiškio (Nr. 49),Lietuvos liberalų sąjunga,98,1711
0.0399,Anykščių - Kupiškio (Nr. 49),Lietuvos krikščionių demokratų partija,99,798
0.031,Anykščių - Kupiškio (Nr. 49),Krikščionių demokratų sąjunga,55,640
0.0143,Anykščių - Kupiškio (Nr. 49),Lietuvos centro sąjunga,29,292
0.0125,Anykščių - Kupiškio (Nr. 49),Nuosaikiųjų konservatorių sąjunga,27,253
0.0087,Anykščių - Kupiškio (Nr. 49),Lietuvių tautininkų sąjunga,19,177
0.006,Anykščių - Kupiškio (Nr. 49),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",12,122
0.0056,Anykščių - Kupiškio (Nr. 49),"Lietuvos partija ""Socialdemokratija 2000""",4,122
0.0056,Anykščių - Kupiškio (Nr. 49),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",16,109
0.0024,Anykščių - Kupiškio (Nr. 49),Lietuvos laisvės sąjunga,3,52
0.0004,Anykščių - Kupiškio (Nr. 49),Lietuvos lenkų rinkimų akcija,-,10
0.4023,Biržų - Kupiškio (Nr. 48),A.Brazausko socialdemokratinė koalicija,637,8217
0.1346,Biržų - Kupiškio (Nr. 48),Naujoji sąjunga (socialliberalai),242,2721
0.121,Biržų - Kupiškio (Nr. 48),Lietuvos valstiečių partija,224,2439
0.1147,Biržų - Kupiškio (Nr. 48),Lietuvos liberalų sąjunga,143,2381
0.0733,Biržų - Kupiškio (Nr. 48),Tėvynės sąjunga  (Lietuvos konservatoriai),184,1429
0.0533,Biržų - Kupiškio (Nr. 48),Lietuvos krikščionių demokratų partija,167,1006
0.044,Biržų - Kupiškio (Nr. 48),Krikščionių demokratų sąjunga,89,879
0.0166,Biržų - Kupiškio (Nr. 48),Nuosaikiųjų konservatorių sąjunga,23,342
0.0141,Biržų - Kupiškio (Nr. 48),Lietuvos centro sąjunga,27,283
0.0075,Biržų - Kupiškio (Nr. 48),Lietuvių tautininkų sąjunga,20,146
0.0064,Biržų - Kupiškio (Nr. 48),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",16,124
0.005,Biržų - Kupiškio (Nr. 48),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",8,102
0.0038,Biržų - Kupiškio (Nr. 48),"Lietuvos partija ""Socialdemokratija 2000""",4,79
0.0033,Biržų - Kupiškio (Nr. 48),Lietuvos laisvės sąjunga,11,61
0.0003,Biržų - Kupiškio (Nr. 48),Lietuvos lenkų rinkimų akcija,-,6
0.4347,Pasvalio - Panevėžio (Nr. 47),A.Brazausko socialdemokratinė koalicija,729,8182
0.1542,Pasvalio - Panevėžio (Nr. 47),Naujoji sąjunga (socialliberalai),325,2835
0.0961,Pasvalio - Panevėžio (Nr. 47),Tėvynės sąjunga  (Lietuvos konservatoriai),261,1709
0.0894,Pasvalio - Panevėžio (Nr. 47),Lietuvos liberalų sąjunga,110,1722
0.0868,Pasvalio - Panevėžio (Nr. 47),Lietuvos valstiečių partija,168,1612
0.053,Pasvalio - Panevėžio (Nr. 47),Lietuvos krikščionių demokratų partija,195,891
0.0257,Pasvalio - Panevėžio (Nr. 47),Krikščionių demokratų sąjunga,86,441
0.0232,Pasvalio - Panevėžio (Nr. 47),Lietuvos centro sąjunga,44,432
0.0124,Pasvalio - Panevėžio (Nr. 47),Nuosaikiųjų konservatorių sąjunga,30,224
0.0073,Pasvalio - Panevėžio (Nr. 47),Lietuvių tautininkų sąjunga,19,130
0.0055,Pasvalio - Panevėžio (Nr. 47),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",11,101
0.0044,Pasvalio - Panevėžio (Nr. 47),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",8,82
0.0038,Pasvalio - Panevėžio (Nr. 47),Lietuvos laisvės sąjunga,14,64
0.0032,Pasvalio - Panevėžio (Nr. 47),"Lietuvos partija ""Socialdemokratija 2000""",12,54
0.0003,Pasvalio - Panevėžio (Nr. 47),Lietuvos lenkų rinkimų akcija,3,4
0.4157,Pakruojo - Joniškio (Nr. 46),A.Brazausko socialdemokratinė koalicija,596,8545
0.2379,Pakruojo - Joniškio (Nr. 46),Naujoji sąjunga (socialliberalai),437,4794
0.1058,Pakruojo - Joniškio (Nr. 46),Lietuvos liberalų sąjunga,111,2216
0.0651,Pakruojo - Joniškio (Nr. 46),Lietuvos valstiečių partija,108,1323
0.0506,Pakruojo - Joniškio (Nr. 46),Tėvynės sąjunga  (Lietuvos konservatoriai),151,961
0.0292,Pakruojo - Joniškio (Nr. 46),Lietuvos krikščionių demokratų partija,114,527
0.0288,Pakruojo - Joniškio (Nr. 46),Krikščionių demokratų sąjunga,94,540
0.0272,Pakruojo - Joniškio (Nr. 46),Lietuvos centro sąjunga,46,551
0.0107,Pakruojo - Joniškio (Nr. 46),Nuosaikiųjų konservatorių sąjunga,24,212
0.008,Pakruojo - Joniškio (Nr. 46),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",19,157
0.006,Pakruojo - Joniškio (Nr. 46),Lietuvių tautininkų sąjunga,22,109
0.0058,Pakruojo - Joniškio (Nr. 46),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",8,119
0.0045,Pakruojo - Joniškio (Nr. 46),"Lietuvos partija ""Socialdemokratija 2000""",5,94
0.0044,Pakruojo - Joniškio (Nr. 46),Lietuvos laisvės sąjunga,17,80
0.0004,Pakruojo - Joniškio (Nr. 46),Lietuvos lenkų rinkimų akcija,4,4
0.3052,Šiaulių kaimiškoji (Nr. 45),A.Brazausko socialdemokratinė koalicija,255,5678
0.2035,Šiaulių kaimiškoji (Nr. 45),Naujoji sąjunga (socialliberalai),172,3784
0.184,Šiaulių kaimiškoji (Nr. 45),Lietuvos valstiečių partija,232,3344
0.1265,Šiaulių kaimiškoji (Nr. 45),Lietuvos liberalų sąjunga,78,2381
0.0531,Šiaulių kaimiškoji (Nr. 45),Tėvynės sąjunga  (Lietuvos konservatoriai),104,929
0.0364,Šiaulių kaimiškoji (Nr. 45),Krikščionių demokratų sąjunga,56,651
0.0311,Šiaulių kaimiškoji (Nr. 45),Lietuvos krikščionių demokratų partija,85,520
0.0194,Šiaulių kaimiškoji (Nr. 45),Lietuvos centro sąjunga,18,360
0.0131,Šiaulių kaimiškoji (Nr. 45),Nuosaikiųjų konservatorių sąjunga,8,246
0.0079,Šiaulių kaimiškoji (Nr. 45),Lietuvių tautininkų sąjunga,12,141
0.0073,Šiaulių kaimiškoji (Nr. 45),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",6,135
0.0071,Šiaulių kaimiškoji (Nr. 45),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",5,133
0.0034,Šiaulių kaimiškoji (Nr. 45),Lietuvos laisvės sąjunga,7,60
0.0019,Šiaulių kaimiškoji (Nr. 45),"Lietuvos partija ""Socialdemokratija 2000""",4,33
0.0001,Šiaulių kaimiškoji (Nr. 45),Lietuvos lenkų rinkimų akcija,-,1
0.3947,Radviliškio (Nr. 44),A.Brazausko socialdemokratinė koalicija,532,8504
0.2227,Radviliškio (Nr. 44),Naujoji sąjunga (socialliberalai),332,4765
0.1056,Radviliškio (Nr. 44),Lietuvos liberalų sąjunga,116,2302
0.0966,Radviliškio (Nr. 44),Lietuvos valstiečių partija,153,2058
0.06,Radviliškio (Nr. 44),Tėvynės sąjunga  (Lietuvos konservatoriai),139,1235
0.0342,Radviliškio (Nr. 44),Krikščionių demokratų sąjunga,74,708
0.0319,Radviliškio (Nr. 44),Lietuvos krikščionių demokratų partija,114,616
0.0152,Radviliškio (Nr. 44),Nuosaikiųjų konservatorių sąjunga,38,311
0.0132,Radviliškio (Nr. 44),Lietuvos centro sąjunga,16,287
0.0066,Radviliškio (Nr. 44),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",9,143
0.0061,Radviliškio (Nr. 44),Lietuvių tautininkų sąjunga,17,122
0.005,Radviliškio (Nr. 44),"Lietuvos partija ""Socialdemokratija 2000""",10,105
0.0048,Radviliškio (Nr. 44),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",3,108
0.0031,Radviliškio (Nr. 44),Lietuvos laisvės sąjunga,4,67
0.0002,Radviliškio (Nr. 44),Lietuvos lenkų rinkimų akcija,-,4
0.4034,Kėdainių (Nr. 43),Naujoji sąjunga (socialliberalai),350,9123
0.2808,Kėdainių (Nr. 43),A.Brazausko socialdemokratinė koalicija,292,6301
0.0965,Kėdainių (Nr. 43),Lietuvos liberalų sąjunga,85,2181
0.0666,Kėdainių (Nr. 43),Tėvynės sąjunga  (Lietuvos konservatoriai),100,1464
0.0403,Kėdainių (Nr. 43),Krikščionių demokratų sąjunga,56,891
0.0342,Kėdainių (Nr. 43),Lietuvos valstiečių partija,39,763
0.0219,Kėdainių (Nr. 43),Lietuvos krikščionių demokratų partija,49,465
0.0141,Kėdainių (Nr. 43),Lietuvos centro sąjunga,7,325
0.0112,Kėdainių (Nr. 43),Nuosaikiųjų konservatorių sąjunga,10,252
0.0089,Kėdainių (Nr. 43),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",8,202
0.0068,Kėdainių (Nr. 43),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",9,151
0.0064,Kėdainių (Nr. 43),Lietuvių tautininkų sąjunga,12,138
0.0053,Kėdainių (Nr. 43),Lietuvos laisvės sąjunga,10,114
0.0032,Kėdainių (Nr. 43),"Lietuvos partija ""Socialdemokratija 2000""",6,68
0.0005,Kėdainių (Nr. 43),Lietuvos lenkų rinkimų akcija,3,8
0.3825,Raseinių (Nr. 42),A.Brazausko socialdemokratinė koalicija,428,6823
0.2119,Raseinių (Nr. 42),Naujoji sąjunga (socialliberalai),376,3642
0.1295,Raseinių (Nr. 42),Lietuvos liberalų sąjunga,129,2326
0.0745,Raseinių (Nr. 42),Lietuvos valstiečių partija,102,1311
0.0684,Raseinių (Nr. 42),Tėvynės sąjunga  (Lietuvos konservatoriai),92,1204
0.0424,Raseinių (Nr. 42),Lietuvos krikščionių demokratų partija,63,741
0.032,Raseinių (Nr. 42),Krikščionių demokratų sąjunga,60,546
0.016,Raseinių (Nr. 42),Nuosaikiųjų konservatorių sąjunga,22,281
0.0141,Raseinių (Nr. 42),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",23,244
0.0097,Raseinių (Nr. 42),Lietuvos centro sąjunga,16,167
0.0058,Raseinių (Nr. 42),Lietuvių tautininkų sąjunga,12,98
0.0052,Raseinių (Nr. 42),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",4,95
0.004,Raseinių (Nr. 42),Lietuvos laisvės sąjunga,8,68
0.0037,Raseinių (Nr. 42),"Lietuvos partija ""Socialdemokratija 2000""",3,67
0.0004,Raseinių (Nr. 42),Lietuvos lenkų rinkimų akcija,-,8
0.3924,Kelmės (Nr. 41),A.Brazausko socialdemokratinė koalicija,426,6710
0.2141,Kelmės (Nr. 41),Naujoji sąjunga (socialliberalai),214,3679
0.0978,Kelmės (Nr. 41),Lietuvos liberalų sąjunga,107,1672
0.0747,Kelmės (Nr. 41),Tėvynės sąjunga  (Lietuvos konservatoriai),128,1231
0.0651,Kelmės (Nr. 41),Lietuvos valstiečių partija,79,1105
0.0444,Kelmės (Nr. 41),Lietuvos krikščionių demokratų partija,107,701
0.041,Kelmės (Nr. 41),Nuosaikiųjų konservatorių sąjunga,61,685
0.036,Kelmės (Nr. 41),Krikščionių demokratų sąjunga,43,612
0.0093,Kelmės (Nr. 41),Lietuvos centro sąjunga,9,160
0.0065,Kelmės (Nr. 41),Lietuvių tautininkų sąjunga,9,109
0.0062,Kelmės (Nr. 41),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",10,102
0.0059,Kelmės (Nr. 41),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",6,101
0.0037,Kelmės (Nr. 41),Lietuvos laisvės sąjunga,8,59
0.0024,Kelmės (Nr. 41),"Lietuvos partija ""Socialdemokratija 2000""",4,40
0.0004,Kelmės (Nr. 41),Lietuvos lenkų rinkimų akcija,-,8
0.2735,Telšių (Nr. 40),A.Brazausko socialdemokratinė koalicija,316,5402
0.2064,Telšių (Nr. 40),Nuosaikiųjų konservatorių sąjunga,265,4051
0.1852,Telšių (Nr. 40),Naujoji sąjunga (socialliberalai),273,3600
0.1374,Telšių (Nr. 40),Lietuvos liberalų sąjunga,125,2748
0.0701,Telšių (Nr. 40),Tėvynės sąjunga  (Lietuvos konservatoriai),104,1361
0.0316,Telšių (Nr. 40),Krikščionių demokratų sąjunga,55,606
0.0287,Telšių (Nr. 40),Lietuvos valstiečių partija,64,537
0.0264,Telšių (Nr. 40),Lietuvos krikščionių demokratų partija,71,482
0.0176,Telšių (Nr. 40),Lietuvos centro sąjunga,18,349
0.0073,Telšių (Nr. 40),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",6,146
0.0058,Telšių (Nr. 40),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",8,113
0.0042,Telšių (Nr. 40),Lietuvių tautininkų sąjunga,11,76
0.0027,Telšių (Nr. 40),"Lietuvos partija ""Socialdemokratija 2000""",6,50
0.0026,Telšių (Nr. 40),Lietuvos laisvės sąjunga,8,47
0.0005,Telšių (Nr. 40),Lietuvos lenkų rinkimų akcija,1,9
0.3318,Akmenės - Joniškio (Nr. 39),A.Brazausko socialdemokratinė koalicija,255,5835
0.2916,Akmenės - Joniškio (Nr. 39),Naujoji sąjunga (socialliberalai),284,5068
0.1195,Akmenės - Joniškio (Nr. 39),Lietuvos liberalų sąjunga,101,2093
0.0856,Akmenės - Joniškio (Nr. 39),Lietuvos valstiečių partija,80,1491
0.06,Akmenės - Joniškio (Nr. 39),Tėvynės sąjunga  (Lietuvos konservatoriai),81,1020
0.0276,Akmenės - Joniškio (Nr. 39),Nuosaikiųjų konservatorių sąjunga,20,487
0.0257,Akmenės - Joniškio (Nr. 39),Krikščionių demokratų sąjunga,36,435
0.0206,Akmenės - Joniškio (Nr. 39),Lietuvos krikščionių demokratų partija,29,350
0.0101,Akmenės - Joniškio (Nr. 39),Lietuvos centro sąjunga,13,172
0.008,Akmenės - Joniškio (Nr. 39),Lietuvių tautininkų sąjunga,17,129
0.0068,Akmenės - Joniškio (Nr. 39),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",9,115
0.0049,Akmenės - Joniškio (Nr. 39),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",7,83
0.0038,Akmenės - Joniškio (Nr. 39),Lietuvos laisvės sąjunga,8,62
0.0038,Akmenės - Joniškio (Nr. 39),"Lietuvos partija ""Socialdemokratija 2000""",4,65
0.0004,Akmenės - Joniškio (Nr. 39),Lietuvos lenkų rinkimų akcija,-,7
0.3887,Mažeikių (Nr. 38),A.Brazausko socialdemokratinė koalicija,242,7669
0.212,Mažeikių (Nr. 38),Naujoji sąjunga (socialliberalai),184,4132
0.1393,Mažeikių (Nr. 38),Lietuvos liberalų sąjunga,75,2760
0.0449,Mažeikių (Nr. 38),Tėvynės sąjunga  (Lietuvos konservatoriai),79,834
0.0339,Mažeikių (Nr. 38),Krikščionių demokratų sąjunga,38,651
0.0328,Mažeikių (Nr. 38),Lietuvos centro sąjunga,28,640
0.0288,Mažeikių (Nr. 38),Nuosaikiųjų konservatorių sąjunga,38,548
0.0287,Mažeikių (Nr. 38),Lietuvos valstiečių partija,46,538
0.0267,Mažeikių (Nr. 38),"Lietuvos partija ""Socialdemokratija 2000""",27,517
0.0261,Mažeikių (Nr. 38),Lietuvos krikščionių demokratų partija,52,480
0.0199,Mažeikių (Nr. 38),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",15,390
0.0071,Mažeikių (Nr. 38),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",5,139
0.0055,Mažeikių (Nr. 38),Lietuvių tautininkų sąjunga,6,105
0.0051,Mažeikių (Nr. 38),Lietuvos laisvės sąjunga,7,97
0.0006,Mažeikių (Nr. 38),Lietuvos lenkų rinkimų akcija,-,12
0.2997,Skuodo  - Mažeikių (Nr. 37),A.Brazausko socialdemokratinė koalicija,368,4965
0.2304,Skuodo  - Mažeikių (Nr. 37),Naujoji sąjunga (socialliberalai),288,3811
0.1073,Skuodo  - Mažeikių (Nr. 37),Lietuvos valstiečių partija,156,1753
0.1052,Skuodo  - Mažeikių (Nr. 37),Lietuvos liberalų sąjunga,101,1771
0.0843,Skuodo  - Mažeikių (Nr. 37),Lietuvos krikščionių demokratų partija,216,1284
0.0522,Skuodo  - Mažeikių (Nr. 37),Tėvynės sąjunga  (Lietuvos konservatoriai),94,834
0.0481,Skuodo  - Mažeikių (Nr. 37),Krikščionių demokratų sąjunga,109,747
0.0309,Skuodo  - Mažeikių (Nr. 37),Nuosaikiųjų konservatorių sąjunga,52,498
0.0112,Skuodo  - Mažeikių (Nr. 37),Lietuvos centro sąjunga,12,188
0.0099,Skuodo  - Mažeikių (Nr. 37),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",18,159
0.007,Skuodo  - Mažeikių (Nr. 37),Lietuvių tautininkų sąjunga,13,111
0.0067,Skuodo  - Mažeikių (Nr. 37),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",9,110
0.0038,Skuodo  - Mažeikių (Nr. 37),"Lietuvos partija ""Socialdemokratija 2000""",7,60
0.0028,Skuodo  - Mažeikių (Nr. 37),Lietuvos laisvės sąjunga,7,43
0.0005,Skuodo  - Mažeikių (Nr. 37),Lietuvos lenkų rinkimų akcija,2,7
0.3405,Kretingos (Nr. 36),A.Brazausko socialdemokratinė koalicija,268,5942
0.1654,Kretingos (Nr. 36),Naujoji sąjunga (socialliberalai),186,2830
0.1319,Kretingos (Nr. 36),Lietuvos liberalų sąjunga,80,2326
0.0796,Kretingos (Nr. 36),Tėvynės sąjunga  (Lietuvos konservatoriai),95,1356
0.0708,Kretingos (Nr. 36),Krikščionių demokratų sąjunga,87,1204
0.0619,Kretingos (Nr. 36),Lietuvos krikščionių demokratų partija,142,986
0.0543,Kretingos (Nr. 36),Lietuvos valstiečių partija,76,914
0.0308,Kretingos (Nr. 36),Nuosaikiųjų konservatorių sąjunga,32,529
0.0267,Kretingos (Nr. 36),Lietuvos centro sąjunga,20,466
0.0134,Kretingos (Nr. 36),Lietuvių tautininkų sąjunga,13,231
0.0127,Kretingos (Nr. 36),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",18,213
0.0071,Kretingos (Nr. 36),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",7,122
0.0024,Kretingos (Nr. 36),Lietuvos laisvės sąjunga,-,44
0.0023,Kretingos (Nr. 36),"Lietuvos partija ""Socialdemokratija 2000""",8,34
0.0004,Kretingos (Nr. 36),Lietuvos lenkų rinkimų akcija,-,7
0.3546,Plungės - Rietavo (Nr. 35),A.Brazausko socialdemokratinė koalicija,334,7565
0.1686,Plungės - Rietavo (Nr. 35),Lietuvos liberalų sąjunga,124,3632
0.126,Plungės - Rietavo (Nr. 35),Naujoji sąjunga (socialliberalai),115,2692
0.0664,Plungės - Rietavo (Nr. 35),Lietuvos valstiečių partija,77,1403
0.0627,Plungės - Rietavo (Nr. 35),Lietuvos krikščionių demokratų partija,121,1276
0.0596,Plungės - Rietavo (Nr. 35),Tėvynės sąjunga  (Lietuvos konservatoriai),100,1227
0.0487,Plungės - Rietavo (Nr. 35),Krikščionių demokratų sąjunga,57,1028
0.0462,Plungės - Rietavo (Nr. 35),Nuosaikiųjų konservatorių sąjunga,55,975
0.0353,Plungės - Rietavo (Nr. 35),Lietuvos centro sąjunga,38,749
0.011,Plungės - Rietavo (Nr. 35),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",8,236
0.0075,Plungės - Rietavo (Nr. 35),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",7,159
0.0052,Plungės - Rietavo (Nr. 35),Lietuvos laisvės sąjunga,7,109
0.0048,Plungės - Rietavo (Nr. 35),Lietuvių tautininkų sąjunga,11,97
0.0031,Plungės - Rietavo (Nr. 35),"Lietuvos partija ""Socialdemokratija 2000""",8,61
0.0002,Plungės - Rietavo (Nr. 35),Lietuvos lenkų rinkimų akcija,-,5
0.3095,Tauragės (Nr. 34),A.Brazausko socialdemokratinė koalicija,199,5483
0.2046,Tauragės (Nr. 34),Naujoji sąjunga (socialliberalai),180,3577
0.1567,Tauragės (Nr. 34),Lietuvos liberalų sąjunga,132,2744
0.117,Tauragės (Nr. 34),Tėvynės sąjunga  (Lietuvos konservatoriai),148,2000
0.0615,Tauragės (Nr. 34),Krikščionių demokratų sąjunga,68,1061
0.0451,Tauragės (Nr. 34),Lietuvos valstiečių partija,43,785
0.0346,Tauragės (Nr. 34),Nuosaikiųjų konservatorių sąjunga,41,595
0.0245,Tauragės (Nr. 34),Lietuvos centro sąjunga,24,426
0.0156,Tauragės (Nr. 34),Lietuvos krikščionių demokratų partija,23,264
0.0107,Tauragės (Nr. 34),Lietuvos laisvės sąjunga,20,177
0.0075,Tauragės (Nr. 34),"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",12,126
0.0056,Tauragės (Nr. 34),"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",3,100
0.0045,Tauragės (Nr. 34),Lietuvių tautininkų sąjunga,5,77
0.0022,Tauragės (Nr. 34),"Lietuvos partija ""Socialdemokratija 2000""",1,39
0.0003,Tauragės (Nr. 34),Lietuvos lenkų rinkimų akcija,-,6
0.3138,Šilalės - Šilutės (Nr. 33),A.Brazausko socialdemokratinė koalicija,399,5633
0.1695,Šilalės - Šilutės (Nr. 33),Naujoji sąjunga (socialliberalai),210,3048
0.1334,Šilalės - Šilutės (Nr. 33),Tėvynės sąjunga  (Lietuvos konservatoriai),309,2256
0.0841,Šilalės - Šilutės (Nr. 33),Lietuvos valstiečių partija,118,1498
0.077,Šilalės - Šilutės (Nr. 33),Lietuvos liberalų sąjunga,104,1377
0.0763,Šilalės - Šilutės (Nr. 33),Lietuvos centro sąjunga,151,1315
0.0547,Šilalės - Šilutės (Nr. 33),Krikščionių demokratų sąjunga,139,912
0.0329,Šilalės - Šilutės (Nr. 33),Lietuvos krikščionių demokratų partija,129,503
