kandidatas,mokesciai,gautos_paskolos,turtas,suteiktos_paskolos,gryni_pinigai,vertybiniai_popieriai,gautos_pajamos
Eduard TRUSEVIČ,620.0,0.0,6000.0,0.0,5600.0,0.0,5359.0
Tadeuš ANDŽEJEVSKI,5870.0,0.0,71597.0,0.0,10000.0,0.0,25634.0
Juzef KVETKOVSKIJ,2505.0,0.0,68448.0,0.0,16443.0,0.0,12456.0
Gabriel Jan MINCEVIČ,15756.0,0.0,143100.0,0.0,0.0,0.0,81228.0
Tatjana VOJEIKA,10317.0,0.0,131000.0,0.0,84657.0,55000.0,34918.0
Michal MACKEVIČ,4786.0,0.0,64000.0,0.0,206000.0,32862.0,18254.0
Valdemar TOMAŠEVSKI,16590.0,0.0,127600.0,0.0,0.0,0.0,78817.0
Antanas GASPARAS,,0.0,55000.0,0.0,4000.0,0.0,20640.0
Edvardas Bronislovas KERŠIS,,,22772.0,,,,4180.0
Juozas VAIKŠNORAS,0.0,,100432.0,,48000.0,,0.0
Rimas MURINAS,3730.0,5000.0,28522.0,0.0,0.0,0.0,14994.0
Inija TRINKŪNIENĖ,3038.0,0.0,166000.0,0.0,22000.0,0.0,15422.0
Albertas KOVIERA,,0.0,15000.0,0.0,40000.0,0.0,42613.0
Vytautas KAZELA,,,47947.0,,110000.0,,3000.0
Mindaugas ŠIMKŪNAS,10420.0,0.0,68354.0,0.0,4300.0,14216.0,5682937.0
Zita SABALIAUSKIENĖ,5531.0,0.0,193000.0,0.0,70800.0,0.0,50416.0
Jonas VAIŠKŪNAS,1560.0,35135.0,103482.0,0.0,4000.0,0.0,10679.0
Jonas ALEKNAVIČIUS,9459.0,0.0,49100.0,0.0,5000.0,0.0,26422.0
Albina JACIKEVIČIENĖ,1670.0,0.0,0.0,0.0,0.0,0.0,1022119.0
Eugenija JANUKONIENĖ,3662.0,0.0,168000.0,0.0,0.0,0.0,14577.0
Gintautas ŽIŽYS,,,36000.0,,40000.0,,346.0
Ramutis Valentinas ZDANAVIČIUS,1428.0,0.0,22500.0,0.0,0.0,0.0,7808.0
Kazimieras UOKA,,0.0,113757.0,10000.0,0.0,420.0,0.0
Ričardas GARUOLIS,1373.0,0.0,6000.0,0.0,105.0,0.0,7762.0
Valdas STRIUŽAS,2645.0,,20512.0,,5161.0,2000.0,11844.0
Marius KUNDROTAS,,,32490.0,,,,
Rimantas MATULIS,3638.0,0.0,153020.0,0.0,0.0,0.0,14738.0
Saulius ČEPAS,9489.0,0.0,57713.0,0.0,43337.0,0.0,37009.0
Dalia URBANAVIČIENĖ,8201.0,0.0,103000.0,0.0,3200.0,0.0,33223.0
Artūras MICKEVIČIUS,1704.0,47978.0,52000.0,0.0,6000.0,0.0,8816.0
Reimundas VARAPICKAS,4852.0,0.0,8700.0,0.0,0.0,0.0,1835589.0
Vanda BRIEDIENĖ,1105.0,,92952.0,,97444.0,65664.0,30425.0
Vitas LEONAVIČIUS,1533.0,0.0,36811.0,0.0,3000.0,0.0,6051.0
Vidmantas POVILIONIS,8691.0,0.0,194620.0,0.0,95426.0,0.0,29816.0
Gintaras SONGAILA,22772.0,0.0,108000.0,0.0,28000.0,46500.0,110605.0
Balys GAJAUSKAS,,0.0,92159.0,0.0,0.0,0.0,15096.0
Klemas INTA,10142.0,,22551.0,,2210.0,1435.0,34212.0
Jonas Laimutis KUZMA,6829.0,,109377.0,,46153.0,,29174.0
Rimas STANKŪNAS,4390.0,45600.0,90479.0,,43900.0,,18873.0
Danutė MILEIKIENĖ,3712.0,,223433.0,,205000.0,37841.0,14728.0
Jūratė MALEVIČIENĖ,2741.0,,200.0,,,,13468.0
Rasa ČIRIENĖ,693.0,,222400.0,,,,9783.0
Romas SURVILA,1039.0,,,,,,6499.0
Juozas LISTAVIČIUS,197.0,,45000.0,,98800.0,50000.0,1310.0
Antanas MALEVIČIUS,9621.0,,3500.0,,,,32810.0
Eglė Ernesta LUMBIENĖ,108.0,,147000.0,,,,48418.0
Redžinaldas NARBUTAS,830.0,,37000.0,,34000.0,,6168.0
Antanas SKARBALIUS,,,105560.0,,12468.0,,68989.0
Romualdas VALANTINAS,9831.0,,10000.0,,20000.0,,72737.0
Arturas ČIRAS,10578.0,,221000.0,,82000.0,,37214.0
Kęstutis LELEIVA,3697.0,,17450.0,,30000.0,,15030.0
Anzelmas VANČYS,14025.0,100026.0,57001.0,,9487.0,5000.0,46212.0
Jonas ŽUKAUSKAS,35563.0,,38793.0,,160000.0,440.0,110015.0
Genius VYGANTAS,2832.0,,415631.0,,449868.0,26000.0,9163.0
Artūras ARMONAS,2751.0,,40800.0,,,,8101.0
Mindaugas LUOBIKIS,237.0,,6191.0,,,,894.0
Algina MARKAUSKIENĖ,3243.0,,340000.0,,30000.0,,13389.0
Augustas PRONCKUS,1115.0,,,,3000.0,,6857.0
Tomas JOSAS,1248.0,,35915.0,,27084.0,1503.0,6683.0
Jonas KVEDERAITIS,6888.0,,56181.0,,40402.0,,25434.0
Vilhelmas DŽIUGELIS,18054.0,,32000.0,,126846.0,7633.0,73878.0
Vitas KLIMAS,8751.0,27490.0,211344.0,,92007.0,457.0,140307.0
Eugenijus ČERŠKUS,26053.0,89351.0,621000.0,,250000.0,,84107.0
Jonas ŽUKAS,,,,,107000.0,,2630.0
Eduardas PABARČIUS,7302.0,,31000.0,,175149.0,,44777.0
Albinas PILIPAUSKAS,3851.0,,38300.0,,123295.0,,14046.0
Nijolė OŽELYTĖ,4528.0,,380000.0,,,,30186.0
Kęstutis SKREBYS,21015.0,359760.0,46760.0,,357470.0,375007.0,67407.0
Gražina PALIOKIENĖ,8880.0,,21625.0,,238000.0,1860.0,30100.0
Stasys ŠEDBARAS,16300.0,,105402.0,,23500.0,2500.0,100335.0
Gediminas VAGNORIUS,15999.0,,30900.0,,15500.0,,76677.0
Albertas ŠIMĖNAS,57422.0,,312298.0,,35840.0,,177658.0
Birutė MIKALIŪNIENĖ,4823.0,,184000.0,,47746.0,,18094.0
Nijolė BLAŽIENĖ,4327.0,,300.0,,5000.0,,17117.0
Julius BEINORTAS,12486.0,,38211.0,,13398.0,,43812.0
Mindaugas Petras Povilas RUBIKAS,5058.0,,24917.0,,32000.0,,18806.0
Jadzė BARTAŠIENĖ,9267.0,,,,,,31583.0
Leonardas ŽELVYS,7512.0,,79482.0,,32125.0,,32081.0
Petras ISODA,3206.0,,58000.0,,,,13430.0
Vilija BABECKIENĖ,576.0,,6300.0,,33000.0,,5400.0
Narūnas LENDRAITIS,6502.0,,1700.0,,,,24864.0
Alma ALBUŽIENĖ,8936.0,,34932.0,,9817.0,,33164.0
Kęstutis KRASNICKAS,3105.0,,65000.0,,5000.0,,13238.0
Ona GUREVIČIENĖ,8106.0,0.0,93174.0,0.0,60000.0,0.0,61000.0
Vincas PLIKAITIS,11954.0,,26400.0,,65000.0,,39732.0
Virginijus LEKETAS,9148.0,20000.0,94568.0,,48152.0,,33045.0
Raimonda JASIULEVIČIŪTĖ,7618.0,,37000.0,,51640.0,,26563.0
Antanas MATULIONIS,11268.0,,102629.0,,,,36937.0
Linas BIELIAUSKAS,10313.0,,17200.0,,98463.0,745.0,74945.0
Aleksandras GRAŽELIS,7523.0,,32072.0,,5642.0,,38279.0
Edgaras PILYPAITIS,5348.0,3826.0,1000.0,,,,19774.0
Stasys LEKŠAS,19008.0,,40500.0,,37399.0,17360.0,61077.0
Osvaldas DIRSĖ,261.0,,57450.0,,10000.0,,2082.0
Albinas MINKEVIČIUS,8191.0,,34127.0,,,,32259.0
Antanas KAZLAUSKAS,6338.0,,,,5000.0,,22687.0
Petras LUOMANAS,13620.0,,7000.0,,11000.0,,45609.0
Eugenijus ŠUKYS,8698.0,,32106.0,,4000.0,,30187.0
Antanas BARANAUSKAS,5401.0,,63945.0,,,,21526.0
Marijus Juozas EIDUKEVIČIUS,7720.0,,35078.0,,76848.0,17590.0,27375.0
Eugenijus PRANEVIČIUS,9683.0,,21779.0,,15000.0,,33170.0
Antanas POŠKUS,7982.0,,368043.0,,22355.0,,36193.0
Henrikas PETRAUSKAS,11917.0,,144089.0,,9000.0,,40070.0
Aldona DAUGILYTĖ,4255.0,,18867.0,,9162.0,,16375.0
Simas SALICKAS,7736.0,,30634.0,,16814.0,,27672.0
Algirdas KLIMAITIS,8604.0,,299518.0,,112955.0,600.0,39510.0
Asta SEDEREVIČIŪTĖ,6011.0,,1000.0,,5378.0,,21961.0
Zenonas STUNDŽIA,6314.0,,6575.0,,56298.0,4605.0,22758.0
Julita JURAITIENĖ,1168.0,,,,40000.0,,7018.0
Audronė ZAMALIENĖ,838.0,,31833.0,,,,6162.0
Antanas Lechas NARKEVIČIUS,,,93860.0,,5647.0,,4566.0
Marius PETRAITIS,2656.0,,48000.0,,31500.0,,11528.0
Antanas ALIŠAUSKAS,1795.0,,150000.0,,,,10372.0
Leonas SAKALAVIČIUS,224.0,,27055.0,,,,1207.0
Albertas POVILIŪNAS,10366.0,,52800.0,,25048.0,,40482.0
Alfonsas BUTĖ,1335.0,,62000.0,309822.0,,113508.0,6139.0
Deividas TUMOSA,4232.0,,2000.0,,,,16303.0
Jonas LUKOŠIUS,8888.0,,49750.0,,54175.0,,30514.0
Kazimieras MASIULIONIS,1138.0,,146879.0,,7249.0,,6929.0
Aldona MILIUVIENĖ,4112.0,,30000.0,,3000.0,,18486.0
Alė JURGAITIENĖ,,28815.0,969276.0,,45000.0,,6960.0
Juozas PELIONIS,3554.0,,30159.0,,,,14913.0
Arūnas Domininkas GRABAŽIS,301.0,,7911.0,,,,24704.0
Jolanta ŽAKEVIČIENĖ,3158.0,,125991.0,,43500.0,,13948.0
Levutė STANIUVIENĖ,4531.0,,32597.0,3872.0,10865.0,,17385.0
Irena SAIKALIENĖ,8253.0,,31607.0,,6000.0,,30169.0
Paulius SAUDARGAS,707.0,,8000.0,,,,4567.0
Kęstutis SALICKAS,3994.0,,,,10000.0,,14460.0
Juozas VAIČIULIS,23237.0,,189846.0,84432.0,541332.0,,75575.0
Algimantas KURLAVIČIUS,7319.0,,330.0,,58232.0,3216.0,25661.0
Angelė PRANAITYTĖ,4890.0,,9000.0,,1222.0,,18297.0
Algimantas ARMALIS,6527.0,,26297.0,,14754.0,,23260.0
Nerijus ČAPAS,7631.0,5000.0,32500.0,,4.0,2500.0,26769.0
Danutė KRIŠČIŪNIENĖ,4788.0,,5374.0,,5000.0,,17989.0
Vitalijus SATKEVIČIUS,8460.0,,21684.0,,64998.0,,39277.0
Loreta KUDARIENĖ,4781.0,,109248.0,,4269.0,,17968.0
Algirdas ŠAKALYS,18423.0,,116637.0,,3456.0,,73549.0
Faustas MEIŽENIS,1889.0,,195059.0,,5850.0,,10689.0
Kazimieras KUZMINSKAS,11909.0,,10169.0,,54018.0,,39670.0
Jonas ŠIMĖNAS,14855.0,,154699.0,,25000.0,,48380.0
Ignas VĖGĖLĖ,40078.0,,997750.0,,348114.0,11500.0,1728631.0
Valentinas STUNDYS,17872.0,,18000.0,,8000.0,,58175.0
Audrius SKIMBORAUSKAS,2143.0,,79681.0,,,16300.0,8563.0
Edvardas KRIŠČIŪNAS,12793.0,0.0,0.0,0.0,0.0,0.0,42245.0
Stanislovas BUŠKEVIČIUS,16179.0,0.0,7440.0,0.0,43864.0,0.0,77572.0
Valdas BURNYS,7801.0,0.0,146500.0,0.0,12364.0,0.0,28086.0
Romualdas MATELIS,45.0,,138246.0,,155337.0,,550.0
Antanas Ramutis JANKŪNAS,,,8000.0,,20870.0,,14004.0
Juozas DINGELIS,170.0,,473680.0,30000.0,56000.0,,820.0
Bronė MARKEVIČIENĖ,8.0,,309000.0,,35000.0,600000.0,6920.0
Antanas MARKŠAITIS,10122.0,,138404.0,,24000.0,5000.0,52120.0
Vytautas TAMOŠAITIS,2936.0,,8190.0,,18500.0,,12377.0
Arvydas PADEGIMAS,2964.0,,6200.0,,43700.0,,8717.0
Jurij VALIUKEVIČ,,,57000.0,,,,2225.0
Robertas POŽERSKAS,2525.0,,81736.0,,31900.0,,11527.0
Romualdas VASILIAUSKAS,11706.0,14167.0,93174.0,,359810.0,1371.0,81693.0
Albertas PIPIRAS,11669.0,27220.0,30200.0,,,139365.0,39011.0
Vytautas NARUŠIS,12030.0,,39790.0,,50000.0,109.0,39933.0
Vladimir AVIN,,,44626.0,239000.0,265000.0,113230.0,
Algirdas NAVICKAS,2493.0,,22710.0,,21500.0,,12713.0
Viktoras KANAPECKAS,843.0,,205070.0,,,100.0,5920.0
Andrej GUNKO,,,12800.0,,,,
Romanas ČOKOVAS,,,33000.0,,65000.0,60000.0,
Gediminas DARGUŽAS,881.0,,1200.0,,95000.0,45000.0,5860.0
Vytautas BARSTEIGA,5669.0,,77839.0,,114354.0,37700.0,21428.0
Silverijus STATKUS,362.0,,44500.0,,330000.0,71200.0,3062.0
Ramūnas MACIUKEVIČIUS,18652.0,,20000.0,,89822.0,20000.0,60000.0
Janutė STANCELIENĖ,3683.0,,13200.0,,55598.0,,16212.0
Modestas STRAMKAUSKAS,4815.0,4088.0,18982.0,,74900.0,,18418.0
Laimutis PACENKA,5012.0,,119000.0,,40000.0,,18668.0
Vytautas BENDIKAS,6833.0,,136258.0,,10000.0,4000.0,24812.0
Česlovas PEČKYS,3138.0,,56500.0,,,,15200.0
Algis LIPKEVIČIUS,,,66761.0,,5731.0,,13381.0
Ramutė PAULAUSKAITĖ,1406.0,,,,,,7742.0
Regina KAUPIENĖ,257.0,2709.0,3000.0,40000.0,,,3930.0
Juozas JUCIUS,,,30855.0,,,300.0,2468.0
Vitalija LUKŠIENĖ,7801.0,2250.0,36888.0,,22500.0,,27466.0
Irma BALTRUŠAITIENĖ,6525.0,130018.0,56163.0,190545.0,11747.0,224300.0,23254.0
Juozas STUMBRYS,4601.0,,13982.0,,10000.0,,17598.0
Darius JURĖNAS,7930.0,,22400.0,,86782.0,18600.0,28177.0
Vytautas ČEPUKAS,12533.0,144500.0,140400.0,,30500.0,,67624.0
Gaudentas AUKŠTIKALNIS,10535.0,,4000.0,,85000.0,,35578.0
Aleksandras RUTENBERGAS,19037.0,,6270.0,41000.0,110000.0,32000.0,60948.0
Saulius NARŪNAS,26.0,,6105.0,,45000.0,4578.0,5056.0
Rimantas BUTĖNAS,2510.0,,1000.0,,18848.0,,11261.0
Petras MEDEIKA,,,3500.0,,900.0,,
Kęstutis LUKŠAS,3060.0,,21000.0,27000.0,33000.0,149733.0,13000.0
Sigitas KANCEVYČIUS,17070.0,,3625.0,,35000.0,7500.0,61835.0
Jonas MATULEVIČIUS,7234.0,,101334.0,,94711.0,16200.0,36919.0
Sigitas ŽUKAUSKAS,3805.0,,95058.0,,100000.0,44020.0,21515.0
Petras VEŽBAVIČIUS,11152.0,,116859.0,,,,34936.0
Vidmantas JAPERTAS,37879.0,,190075.0,160000.0,3830.0,699164.0,2343538.0
Andrius MAZURONIS,9665.0,,50000.0,,35000.0,,33567.0
Albinas SUTKUS,4008.0,,23000.0,,48305.0,,15824.0
Gediminas VALINEVIČIUS,11267.0,22602.0,120226.0,,120000.0,,39389.0
Aleksandras RYBAKAS,5657.0,,89969.0,,60000.0,,17690.0
Romualda KLEČKAUSKIENĖ,13180.0,,284978.0,,210990.0,10000.0,43711.0
Juozas ROKAS,163.0,,32950.0,,20000.0,,7454.0
Vytautas PELAKAUSKAS,435.0,,36600.0,,1582.0,20000.0,8962.0
Vladimir KOT,466.0,,1000.0,,,,5240.0
Lauryna VARIUŠONKOVAITĖ,4198.0,,,,28000.0,,16231.0
Vidas PREIKŠAITIS,59.0,,11211.0,130650.0,9000.0,70500.0,72842.0
Ričardas KURPIUS,1847.0,,186424.0,54350.0,59000.0,98577.0,13458.0
Valdemaras GRAŽYS,9196.0,,77354.0,,43000.0,,31520.0
Kęstutis KNIUIPYS,3869.0,,58745.0,,27644.0,,15550.0
Vytautas VALAITIS,4640.0,,94911.0,10000.0,150336.0,5000.0,29480.0
Laimundas JUŠKA,567.0,,,,46000.0,,5547.0
Saulius ŠIURYS,3205.0,,26950.0,,30000.0,26628.0,16359.0
Vidmantas EIGĖLIS,5359.0,,,,70000.0,,20145.0
Almantas JAKIMAVIČIUS,6440.0,10000.0,12000.0,,33387.0,,25109.0
Dangirdas MIKŠYS,,,11000.0,,,,
Gediminas ŽEMAITIS,1218.0,,165851.0,,,35011.0,29061.0
Romas KILTINAVIČIUS,798.0,,75707.0,11301.0,26113.0,16956.0,22119.0
Daiva MATONIENĖ,1551.0,,16632.0,29000.0,5000.0,3750.0,868369.0
Alfredas ASTIKAS,3349.0,,77000.0,,45000.0,,13896.0
Algirdas KURCIKEVIČIUS,297.0,,183007.0,,4000.0,,1217.0
Alfredas LANKAUSKAS,10052.0,6000.0,22000.0,,,,339411.0
Saulius GINTAUTAS,0.0,0.0,300.0,80000.0,121000.0,6459.0,13429.0
Benas ŠIMKUS,,,455895.0,,480889.0,,20525.0
Vilius VIZBARAS,192.0,,176182.0,,47000.0,,1177.0
Leta KALINAUSKAITĖ,5228.0,22000.0,16000.0,,,3080.0,20053.0
Edvardas ŠALKAUSKAS,2276.0,,,,,,10378.0
Česlovas KAMINSKAS,5413.0,,191000.0,,120000.0,135000.0,19883.0
Stasys KARČINSKAS,9638.0,,61600.0,,30000.0,14800.0,33032.0
Kastytis VAINAUSKAS,15642.0,4995.0,20000.0,,,,50881.0
Feliksas Rimantas MARKUCKAS,12649.0,,185630.0,,81000.0,,41812.0
Žygimantas ŽALNERAUSKAS,5412.0,19000.0,20000.0,,70000.0,2400.0,20231.0
Salvijus JODKA,9640.0,,519848.0,,3000.0,100230.0,33861.0
Vidmantas KARABINAS,2570.0,,22525.0,,30000.0,148617.0,11268.0
Algimantas DUMBRAVA,12625.0,,2000.0,,19082.0,,41911.0
Donatas KAUBRYS,7554.0,,66174.0,,103394.0,211912.0,48440.0
Kęstas KOMSKIS,14703.0,,39069.0,,440000.0,188700.0,48121.0
Leonardas GINEIKA,13688.0,,180320.0,,136000.0,112100.0,45049.0
Margarita ANUŽYTĖ,8949.0,,50076.0,,57721.0,,30888.0
Vytautė CIKANAVIČIENĖ,5921.0,,2000.0,,7000.0,,21133.0
Sigutė MEŠKYTĖ,6964.0,6000.0,10700.0,,2842.0,1078.0,24875.0
Algimantas ADOMAITIS,4526.0,,54123.0,,58000.0,,20196.0
Janina SENKIENĖ,5879.0,,62900.0,,311081.0,87278.0,21294.0
Juozas SKESTENIS,17353.0,,75454.0,,62000.0,6600.0,56151.0
Algimantas MATULEVIČIUS,19798.0,2000000.0,1003166.0,327500.0,1031830.0,147750.0,1255276.0
Eimundas SAVICKAS,16725.0,,,173504.0,482916.0,8020.0,79225.0
Egidijus SKARBALIUS,14948.0,,282960.0,,450000.0,,74034.0
Vytautas VALEVIČIUS,2680.0,,24940.0,,33331.0,,19270.0
Loreta KEKIENĖ,5265.0,,140200.0,,4425.0,,19608.0
Vytautas GALVONAS,52800.0,,815022.0,3028125.0,1245958.0,2888630.0,1705525.0
Albertas BALAIŠIS,5886.0,16645.0,38360.0,,52095.0,5000.0,21317.0
Valerijonas BERNOTAS,6858.0,,116000.0,,30000.0,,24262.0
Rolandas JONIKAITIS,1390.0,,300.0,,479093.0,32502.0,4206.0
Rimas Antanas RUČYS,3497.0,,158313.0,2710.0,30000.0,84000.0,14560.0
Vytautas ŠUNSKIS,3837.0,,38523.0,,59000.0,,15687.0
Juozas IMBRASAS,8917.0,,49900.0,,100000.0,8770.0,31080.0
Algirdas MAKAUSKAS,10530.0,,171298.0,41000.0,185000.0,11256.0,127058.0
Egidijus KLUMBYS,15965.0,,165338.0,,120000.0,3739.0,76677.0
Remigijus AČAS,40521.0,,247392.0,,325000.0,,195478.0
Vladas ŽALNERAUSKAS,15372.0,,192395.0,456000.0,245447.0,199300.0,50061.0
Ona VALIUKEVIČIŪTĖ,19046.0,,22594.0,,20000.0,,60614.0
Edmundas GANUSAUSKAS,23758.0,,81800.0,,100609.0,34000.0,145458.0
Albertas SEREIKA,19684.0,,55000.0,,30000.0,,63476.0
Stasys KASPARAVIČIUS,4257.0,,42840.0,,8000.0,,16380.0
Evaldas LEMENTAUSKAS,7253.0,,3450.0,,433398.0,,2574687.0
Dailis Alfonsas BARAKAUSKAS,16044.0,,136340.0,,212500.0,19000.0,52097.0
Henrikas ŽUKAUSKAS,17798.0,150000.0,215428.0,,3026.0,,82128.0
Marija Aušrinė PAVILIONIENĖ,8550.0,,233339.0,,13687.0,,29389.0
Aldona BALSIENĖ,6642.0,,135000.0,,12000.0,,24200.0
Rolandas PAVILIONIS,27495.0,,196939.0,,112227.0,,111514.0
Valentinas MAZURONIS,23170.0,,335120.0,,87080.0,14640.0,107850.0
Janina SLAVINSKAJA,0.0,0.0,60000.0,0.0,0.0,61800.0,2596.0
Aleksandr PUSTOVIT,3661.0,2809.0,10000.0,0.0,48000.0,0.0,14575.0
Antonina POLTAVEC,528.0,0.0,44912.0,0.0,30000.0,5200.0,5540.0
Česlav PAVILOVIČ,684.0,0.0,20543.0,29000.0,38342.0,0.0,3959.0
Lilija MAKSIMOVIČ,139.0,0.0,0.0,0.0,0.0,0.0,1945.0
Ryšard MACIEJKIANIEC,277.0,0.0,13003.0,0.0,0.0,0.0,2808.0
Vladimir CHARITONOV,395.0,0.0,91800.0,0.0,0.0,0.0,2418.0
Vaclav BELSKIJ,9978.0,0.0,35000.0,0.0,23000.0,0.0,34216.0
Jonas KAZALUPSKIS,,,42450.0,,,,5500.0
Vladimir LEVIN,0.0,,97300.0,,,,1896.0
Algimantas DAUGVILA,1024.0,,142000.0,,,,7007.0
Marijonas JUZĖNAS,5376.0,,78179.0,,226500.0,,19771.0
Violeta BUTRIMIENĖ,402.0,,33500.0,,3000.0,,4236.0
Rišard SUCHOCKI,5149.0,,154047.0,,,,12512.0
Kęstutis MOCKUS,581.0,,27260.0,,5000.0,,5240.0
Albinas POCEVIČIUS,3124.0,8000.0,17882.0,,,5500.0,12570.0
Antanas BASKAS,2332.0,,143000.0,,112000.0,2288.0,19849.0
Kęstutis GAŠKA,153.0,,182282.0,,15500.0,,1683.0
Emilis MIKELĖNAS,,,,,38500.0,,702.0
Vytautas BERNATONIS,317.0,,106083.0,,9950.0,3300.0,11147.0
Jonas BIELIAUSKAS,0.0,,18922.0,,2803.0,,0.0
Tadeuš MICHNEVIČ,3453.0,,180967.0,,125500.0,,12813.0
Jevgenij LEV,0.0,,49550.0,,50000.0,414.0,0.0
Vytautas Aleksas LAZINKA,0.0,,174100.0,,455000.0,240.0,645.0
Julius VESELKA,15777.0,,209425.0,,57932.0,71400.0,52251.0
Nikolajus ŠALKOVSKIS,5588.0,,25000.0,,20000.0,3300.0,20414.0
Ivan STASEVIČ,,,42000.0,,8000.0,,
Nikolaj MEDVEDEV,17704.0,,,,87642.0,,66197.0
Nikolajus MANANIKOVAS,828.0,90779.0,215741.0,,150000.0,20000.0,125020.0
Marija JĖČIUVIENĖ,10400.0,,60391.0,,244560.0,3900.0,34996.0
Vasilij FIODOROV,14967.0,,187600.0,,24000.0,,73725.0
Larisa DMITRIJEVA,9415.0,,5400.0,,52000.0,,33963.0
Sergej DMITRIJEV,15127.0,,1000.0,19000.0,55000.0,,74034.0
Pavel BELIK,6397.0,24419.0,39710.0,,,,23067.0
Aleksandr BARVENOV,7714.0,,135000.0,,,,27030.0
Valentina ALEKSANDROVA,0.0,,,,27000.0,,0.0
Vidmantas BRAZYS,14979.0,,215455.0,,82500.0,,48872.0
Orinta LEIPUTĖ,4954.0,,26000.0,,60500.0,,18465.0
Kęstutis KRIŠČIŪNAS,15156.0,163100.0,191609.0,,214954.0,,74471.0
Zigmantas Benjaminas KAZAKEVIČIUS,21055.0,,191000.0,,106972.0,,67282.0
Saulius GEGIECKAS,9054.0,5000.0,,,,,31753.0
Valerijus PONOMARIOVAS,28001.0,,2200.0,,84347.0,,92062.0
Birutė Teresė LENGVENIENĖ,3136.0,,22397.0,,37626.0,470.0,12983.0
Vytautas JUŠKUS,21122.0,,145600.0,,90509.0,,6748588.0
Irena MACIJAUSKIENĖ,10374.0,,27000.0,,54235.0,,46456.0
Rimantas ŠADŽIUS,18148.0,,71837.0,5000.0,39300.0,4900.0,73167.0
Alma MONKAUSKAITĖ,11498.0,,25104.0,,6445.0,,38033.0
Jonas KAIRYS,23395.0,90000.0,200303.0,,143626.0,,74618.0
Nikolajus GUSEVAS,6369.0,,5795.0,,,,23128.0
Pranas PETROŠIUS,13323.0,,428200.0,,195282.0,58425.0,44406.0
Vytautas URBANAVIČIUS,18034.0,,417.0,,25072.0,67023.0,58129.0
Valerijonas KUBILIUS,16289.0,,122358.0,38000.0,127897.0,,59317.0
Lilija PETRAITIENĖ,6222.0,,86500.0,,205000.0,,22101.0
Andrius ŠEDŽIUS,9464.0,251304.0,358258.0,,4635.0,,339677.0
Bronislovas KUČINSKAS,1636.0,,,,,,7616.0
Petras MIKELIONIS,17569.0,,134240.0,,40000.0,10266.0,56139.0
Vaclovas KRIKŠČIŪNAS,9097.0,3033.0,28065.0,,,,31051.0
Salomėja Ona GIRIJOTIENĖ,23267.0,,52330.0,,45053.0,2500.0,77054.0
Povilas VADOPOLAS,7591.0,,81018.0,,130057.0,57473.0,57945.0
Jonas JUOZAPAITIS,14612.0,,144469.0,,13515.0,27775.0,72070.0
Gintautas LABANAUSKAS,16107.0,41268.0,96058.0,,21839.0,,52765.0
Edvardas KAREČKA,15514.0,,212170.0,,62536.0,238503.0,76902.0
Danguolė BILKIENĖ,13359.0,,115732.0,,80000.0,,43963.0
Juozas PALIONIS,15915.0,252071.0,429537.0,,85000.0,138920.0,76423.0
Visvaldas NEKRAŠAS,15528.0,80000.0,61507.0,,202655.0,,81812.0
Edvardas ŽAKARIS,22437.0,,9080.0,20520.0,52965.0,152.0,7301416.0
Alvydas KATINAS,17158.0,,29084.0,,35631.0,,55646.0
Vydas BARAVYKAS,15030.0,,48414.0,,139580.0,,49026.0
Vitalija KLIUKIENĖ,24917.0,,72374.0,,87076.0,5000.0,78988.0
Vytautas SAULIS,17267.0,,32916.0,,13000.0,190.0,80521.0
Juozas RAISTENSKIS,17618.0,,59686.0,,200000.0,,81758.0
Gintautas MIKOLAITIS,17602.0,,139170.0,,136877.0,,81536.0
Alfonsas PULOKAS,15563.0,,25300.0,,,29608.0,75991.0
Jonas KORENKA,15271.0,,29669.0,,28746.0,,74471.0
Violeta BALTUTIENĖ,5141.0,72187.0,40000.0,,10000.0,,19480.0
Gediminas DALINKEVIČIUS,19933.0,,87418.0,,299539.0,107000.0,88600.0
Artur PLOKŠTO,16131.0,183334.0,229455.0,,84271.0,,79606.0
Elena ČEKIENĖ,7259.0,,25626.0,,22042.0,,26905.0
Rimantas SANKAUSKAS,18791.0,77430.0,83748.0,,17202.0,,60595.0
Valdemaras ANUŽIS,9944.0,,107156.0,,149176.0,,34040.0
Irena LAURINAITIENĖ,15042.0,,1400.0,,75868.0,8410.0,4906147.0
Vilius CIBULSKAS,21129.0,,60000.0,,20505.0,,81680.0
Mindaugas BASTYS,15213.0,50645.0,450353.0,,64445.0,14430.0,74471.0
Stasė SKUTULIENĖ,10939.0,5011.0,179294.0,,30000.0,6040.0,38956.0
Feliksas KOLOSAUSKAS,19377.0,,80085.0,,183168.0,195870.0,62198.0
Danutė VITAUSKIENĖ,7871.0,,11454.0,,3157.0,,27332.0
Česlav MICKIEVIČ,15461.0,,50058.0,,,,50681.0
Valentinas GREIČIŪNAS,17522.0,,165849.0,,459210.0,63071.0,91610.0
Vytautas SIMELIS,17738.0,,130560.0,,65000.0,,58088.0
Jūratė JUOZAITIENĖ,33615.0,120000.0,331359.0,,310000.0,126000.0,177724.0
Bronius BRADAUSKAS,17618.0,,1844663.0,,100000.0,3196370.0,95602.0
Jonas JURKUS,15513.0,,127127.0,,40094.0,2430.0,75207.0
